"","B1_Nu_O03","B2_Nu_O12","B4_Nu_O32","B5_Nu_O36","B6_Nu_O47","C1_Nu_W01","C1_Nu_W05","C2_Nu_W15","C3_Nu_W21","C4_Nu_W29","C6_Nu_W42","H1_Nu_B08","H2_Nu_B14","H3_Nu_B18","H4_Nu_B28","H5_Nu_B35","H6_Nu_B45","W1_Nu_G02","W2_Nu_G15","W3_Nu_G21","W4_Nu_G27","W6_Nu_G41","W6_Nu_G45"
"LOC144621260",11.2179745348023,11.9347672305575,11.2247632048857,11.3859981684165,11.4914939488638,11.3304134277435,11.6190940320761,11.5996100707596,10.9356311773635,11.347426795262,11.5846795524561,11.8398888377031,10.9511394459202,11.6957213383819,11.1579766245994,11.6582805829195,11.9989887470867,11.3695551135035,11.4846097029485,11.1581765806692,11.6986553578599,11.4636547687251,11.5974310254846
"LOC144621269",9.23856963101057,14.2337467956445,13.2486605263786,6.73482160739292,7.54297867585196,13.0677308101544,11.2520504819953,11.6550970039461,11.6952093048749,11.3631682090403,11.2579378036874,13.6475682275757,10.8923774279345,13.1724563731079,11.2380484808497,8.35446432230951,15.5346264725848,13.1132687292969,11.5846914716176,11.8752646826739,13.4419885471508,6.0777033195183,12.3410271621601
"LOC111120925",6.16265015623578,6.59695764303693,6.70941195345786,6.09739089386788,6.36511099439454,6.64265190981961,8.86868758499087,8.89348249035641,8.28130895867401,6.23081669123903,11.1133981956716,6.91471643006276,6.38350455400834,8.93303958593409,6.5299733601373,8.44989051752453,8.33038646175915,6.30468260814591,8.79002749735388,6.2597397196542,6.29447386313894,5.80639646626891,6.51675020457505
"LOC144621283",9.89147769106479,10.1573088593592,10.2656036646953,9.95713064820718,10.3704790982214,10.0497447571682,9.73097516071963,10.158137927927,10.091134577855,10.054934205434,10.1132692077516,9.76717680241274,9.65773537143049,10.0911224129314,9.80298285788171,9.40615272465319,9.83120062832867,9.29718397391507,10.5726284896443,10.5790263510205,9.65538551180146,10.1157227060085,10.1467038828957
"LOC144621276",13.5409653174661,13.7661440061651,14.1455284618927,13.2247352167944,13.0849509654618,13.0446555649417,13.810033514674,13.5967969054258,13.3095950983686,13.4140352914828,13.5530127662513,13.5682184953072,13.506087682262,13.9297350763934,13.686104574855,12.8779235374166,13.9967766718773,12.961637004538,13.8925519617272,14.1811404361049,13.3333268039732,13.9287406701604,13.5504126336725
"LOC111115920",8.71729288969061,8.46300024600716,8.35011802832162,8.95496617488347,9.30811888072857,8.46944160928003,7.91317046705959,8.1491777353132,8.35741723300461,8.17262418481572,7.32286985415332,8.5275677158055,7.83263732240216,7.56707504751598,8.15951511032155,8.69088319532671,8.01684992533511,7.79566398806179,8.01112328773162,8.43533341984387,8.08876036451981,8.13662465379529,7.77086142153996
"LOC144621308",6.95998216027448,6.81891547686195,7.60616133033743,6.99212236309835,7.09639494811796,7.42568279777502,6.64050318666586,7.88371309237112,7.25641556835294,7.34271761630594,7.01184044785506,6.9589528552601,8.10207101570937,8.28531162812987,6.81950273345348,7.53293280874555,7.72499032342716,7.9051073217744,6.77464550676792,10.904182735511,6.86340322534061,5.99838050732655,7.08058229642522
"LOC111112629",8.81548383311131,9.45703091657544,10.6154234247349,9.41581591897072,9.32988208315771,8.87924824337035,10.2355785159751,8.51019141094247,9.05619125068523,7.67163788827186,8.15660821611312,9.52542762964107,8.96437635480887,9.92100955733714,9.8903825511769,10.01483080794,9.57790863984771,8.0060047168743,10.4103618584765,11.8912268154073,7.59749885544819,9.42201336097427,9.88305991153858
"LOC111102827",10.8242570412079,11.0245511109935,10.8269642517603,11.4767185463074,10.7024905265341,10.5441841847031,10.9784907760166,11.4619003751951,10.4847817995076,10.3230326717755,11.3137754189947,11.1075066898118,12.6285290540383,11.8485277315175,10.6361987047468,10.5536584259935,12.0722251313167,11.8101431880612,11.2981250914284,10.7554274877156,11.4771284529747,8.98786432163165,10.2232983099971
"LOC111102829",8.92797414196902,8.94894991864114,9.77330583889814,8.48340063313843,9.48220763698629,9.30300783335193,9.25537198902754,9.88626112573101,8.88166425222012,8.80902154134704,8.39754508872854,9.383999321658,9.97750166584817,9.9380191489039,8.9130416998193,9.39053221333924,10.0766184355891,9.37468916737502,8.51184218028889,9.08372154051614,8.89698356100378,10.2490649419102,9.78524347533283
"LOC111103567",10.6143539642674,10.6638464296592,10.0740736723325,10.5407701117929,10.7107537759558,10.4700247396596,10.6606644043528,10.7131574129285,10.6616970544285,10.1582272609853,9.83978789063903,10.4460392598249,11.6790686688221,10.8618784191436,10.435875275077,10.5163122245279,11.281386499686,11.1276142611908,10.7040896045076,10.4147756488602,10.7090945257015,10.3181226202152,10.4651041427777
"LOC111103568",10.2288276983477,10.867719942932,10.8296293545841,11.1224378444947,10.263361558845,10.3300178511613,10.2406949414513,10.6622134876405,11.632945918087,10.4515818404421,9.8730972613322,10.8152244370827,11.5591959155523,10.7054890623473,9.63849523320774,9.81276778595409,10.0801385828251,10.9487436860703,10.5544614274697,10.7853700168146,10.4437785271974,10.6666810755099,9.69792492445975
"LOC111103866",13.4516973091562,13.3921271341871,13.2116296342073,14.100350672024,14.0301365584053,13.4736337814956,13.7987193321655,13.2193785676256,13.6480716916739,13.4900205123708,13.3990136536163,13.5956183251402,14.2296508739496,13.6438614276693,13.470031655219,13.5970304966512,13.9800787482046,13.8346278588781,13.5888641040344,13.3429345439852,13.526189047449,13.5555807008111,13.4418491880848
"LOC111102774",8.33353463587839,7.8544966004345,7.81159350029307,8.65201230660091,8.4077110312548,7.76794737148585,8.36164533242296,8.31223774739766,8.39906847455122,8.42003534728129,8.40853825704543,8.44166524811778,9.74615161624245,8.19081982412711,8.25648189705443,8.97057573058079,9.21602771569588,8.18334292381998,8.01112328773162,8.40316743367729,8.3140123748832,8.6758113593952,8.74163991221069
"LOC111102932",10.6432961651595,10.4678619619999,10.7218514254822,11.4146644551245,11.2081973367375,10.4583378723007,10.4670471679911,11.2171005055327,10.8699274343287,10.9304028681354,10.8287383273107,10.5249310846922,10.7374984559803,10.6004235087063,10.7107736490128,10.9286994992639,10.17205886517,10.0131366979809,10.0193974259964,10.166441353865,10.6254122905808,10.6145996926022,11.0021481975448
"LOC111102934",10.584010944124,11.075386540266,11.5668244840281,10.80793029715,10.2292209231229,10.660134787274,11.313335240499,10.8243291804859,11.1827050224614,10.8595979326245,11.3973705590361,11.2767660922148,11.3060090555915,10.7648224977102,11.0563994732362,11.4082334338163,10.6932495924325,9.95206154326111,10.9898987346024,11.0242724694652,10.8830568896304,11.5930840585763,10.7927387907448
"LOC111102931",10.3496433972339,9.90915372829056,10.4026926130903,10.5026030252701,9.90306896123439,11.1344130057719,9.76695739539274,9.70171778811704,10.2343603190716,10.9070111817267,10.3089812187106,10.4845276620862,10.2463681783651,9.91338444961512,10.6204568470325,9.77898642359575,9.90656078053365,9.67650115277526,10.0984326822627,10.8191626373702,9.95809010082705,10.5259716234813,10.0877065917638
"LOC111104503",7.44781622755704,7.44598088384104,7.38365833626691,6.7765001067778,7.50629845032045,7.7491242389709,7.45338919709881,7.55753816940419,7.06180651108841,7.4371388699458,6.97667481111836,8.12454142489887,7.15581137336557,7.67855417188022,7.79719319593241,7.57656617939252,8.33038646175915,7.93806698452054,7.74042467100654,7.49968336116982,7.26118356043752,7.3991760625537,7.29904550495561
"LOC111104592",6.53493400398533,11.6557740830622,10.9563528820878,6.21723309851969,6.29100529543821,9.51849800588219,9.78285879223189,9.10739721833261,8.86710917170482,9.49216868089844,8.97909118778873,10.7140599964474,6.46311230157792,10.7616484177614,9.37921980579771,6.28515307004611,12.6440284824349,8.95839035993697,9.0807559880783,9.44519647563592,10.0680166935813,5.80639646626891,9.40928643498209
"LOC111102912",9.10206604610366,10.3220388929831,9.33649261495719,7.60004056279023,8.33628904185131,8.86276413559616,8.85185840645615,9.16759847035946,8.39906847455122,8.50481895499633,8.7423419304566,8.56280277163651,8.79233646840935,8.24830631130845,8.0163158156318,10.053449511275,8.70102881025535,8.26207496596158,8.27600403403161,7.7232993367216,8.18249463621212,7.76569795812599,9.69132145922366
"LOC144621350",6.11511632580962,6.81891547686195,7.10711382136263,6.81622070749586,7.02682547169984,6.34564221948503,6.46191390871793,6.20184660432953,8.00947603377313,7.69278887509314,6.48321978135675,7.02843820343937,5.98998937436612,6.91004861307056,7.06079428814675,5.80639646626891,6.8002521315458,8.36376651142711,7.68764208702267,6.72023722674895,7.2511162422181,6.43853642807821,6.02254408037012
"LOC144621354",7.30512105365925,6.18268334155436,6.23745983823347,7.22098643163542,7.02682547169984,6.79365388041871,7.21472927216017,7.17137604501281,7.21319642796602,6.46447519200549,6.37420291902942,6.07749981145634,6.53354254642653,7.02036666833679,6.13269626961588,7.21867355026471,6.42721806498115,7.57472190997742,6.3971565260969,6.77165876042764,6.97540227668437,7.62412817459466,7.68812238705731
"LOC111103115",12.532388112303,12.5324270513561,12.7652716550221,12.5896996590363,12.6307283201843,12.523635651967,12.8077922237921,12.8024243213515,12.7917453069235,12.7765209952066,12.7994546626645,12.7301895480561,12.9469232268863,12.5379223832288,12.6731485360375,12.8116525897469,12.8793506372577,12.6875918040143,12.3081325795652,12.8349085121494,12.6830064473079,12.8748727783628,12.7667785115133
"LOC111103117",5.98486241624898,5.80639646626891,5.80639646626891,6.21723309851969,6.46004400920407,6.37444943249487,5.80639646626891,6.20184660432953,6.34121272636064,6.19953420239682,6.11129670490025,6.18923458521601,6.17284421156268,5.80639646626891,5.80639646626891,6.08364992554917,6.49918822183518,6.46826553247261,5.80639646626891,5.80639646626891,6.25857324650482,5.80639646626891,6.11179081497766
"LOC111102741",6.92187096921706,6.67805237787726,7.32503176426977,7.02370010991152,6.29100529543821,7.20822480205239,6.49053858750138,6.68001184320243,6.73720990991869,6.08481549026645,6.63165731205646,7.16626075709171,7.08858074481484,6.78477755840093,6.5299733601373,6.50742785850182,6.18839372730176,6.78883653749184,6.85558653798218,6.964963090972,7.40225845689264,6.46617491010935,7.06427204928431
"LOC111102740",7.0085509671119,6.50550157232608,7.96821338294706,7.53339378514215,7.05523039822726,6.85290897851489,6.36671657975505,6.9340118592271,7.08198000776386,6.31290160033247,6.17947639676654,7.4355727234564,7.26901586859938,6.66416648736443,7.68628663125563,6.53335432508511,5.80639646626891,7.06938169315741,7.73178056772489,7.11409532003231,7.38442830296944,6.86903873195726,6.60564337362021
"LOC111102739",6.24216728525003,6.57520323055156,6.60558750261578,6.75592165863198,6.20269364820425,6.62392892472194,5.80639646626891,6.59010334347942,6.64500899592915,5.80639646626891,6.68341443169143,7.39808620103857,6.79329946216701,6.55191450856812,6.13269626961588,5.80639646626891,5.80639646626891,6.6135754689792,6.73109953487652,5.99210722699658,5.80639646626891,5.80639646626891,5.80639646626891
"LOC144621380",6.05862503044191,5.99493944842916,6.9356297214477,7.20805490448555,6.46004400920407,7.23784106791513,6.15086287824516,5.80639646626891,6.10049807708026,5.80639646626891,6.17947639676654,7.01492968768861,5.80639646626891,6.37839792057073,5.80639646626891,6.50742785850182,5.80639646626891,5.80639646626891,6.10332017977813,5.80639646626891,5.80639646626891,6.18952113347713,6.02254408037012
"LOC144621402",6.16265015623578,6.22680243586875,6.36153801122231,7.74827075805417,6.20269364820425,6.06174825974208,5.80639646626891,6.14913292236763,6.18564488064257,6.16546443464751,6.11129670490025,7.5664085135206,6.21582441538788,6.02380576371839,6.50591549759216,6.45220887262421,5.80639646626891,6.44759294508395,6.16973345478528,6.47056781005331,5.99162613583399,5.80639646626891,6.63296415874013
"LOC144621377",6.49157524210427,6.83498253295086,9.68745909375632,8.74100519507862,6.87080975586089,9.22182394225224,7.35107991460879,6.42877976714966,6.7657380761258,7.09112200320456,6.44906497849067,9.99795921072311,7.06516123024486,6.45379603669402,9.3854788044961,7.13355085714983,7.0391914534616,7.2145643466137,6.58392578345287,7.07883117032592,7.55159439732489,6.7857954351323,6.75667037663562
"LOC144621385",5.80639646626891,6.30313207212003,8.49156298983298,8.72524219305257,6.36511099439454,7.85227592217243,6.20383952472503,7.43607371534032,7.09191914387142,5.96730790685481,5.80639646626891,9.46971804783511,5.98998937436612,6.80692982445554,7.63448661091309,6.08364992554917,6.18839372730176,6.77559301028513,7.67862386664128,7.63867976867004,7.42849970779664,6.61104682185678,6.28793104627274
"LOC144621432",6.3089515347138,6.94008575414062,6.52716687278718,7.39879341403567,7.33625523706595,6.54378774415943,7.16523042534432,6.96507181874728,7.02020675259693,6.78024104927538,6.48321978135675,7.52437007842139,6.67432353311302,6.52082182070067,7.07328005636739,7.19503605569487,6.62306983625248,7.40145356001525,7.64188041306598,6.964963090972,7.60498399383989,6.90028026355478,6.90392509622581
"LOC111102735",10.3797203966072,10.5262319588904,10.6685046254039,10.067524637578,6.00501173832466,7.47415886980629,10.2710166378987,7.82774537916403,8.7125695519541,8.58200080086201,9.51641546066476,8.10843186530663,5.98998937436612,8.5598926727547,8.23288814964619,10.5101636660009,6.67785135107683,5.97322568366182,9.00170249841019,9.60426437067405,9.79603294276365,9.82086709139816,5.80639646626891
"LOC144621503",6.05862503044191,6.13250025821328,6.43820641613977,6.21723309851969,6.1498681944545,6.34564221948503,5.80639646626891,6.39729152720885,6.83312046099521,6.6012783474786,5.80639646626891,6.34624613503027,6.6367825997014,6.18225299670329,7.00923931394038,6.6057043351633,6.29860402519064,6.33134994029791,7.15221969234153,6.62641075907865,6.7179425573232,6.27494453362563,6.48430090176071
"LOC144621449",9.70466928502901,10.6197142828525,8.43887701552518,11.0339783841897,9.75958838116709,8.87651431468411,9.00565172705889,8.12091613335695,9.49612460529247,9.27401249271754,9.11732631474878,11.2322702868005,8.65030520735827,7.32024375741986,11.2708883842541,9.24163991700445,7.84453839919553,9.82748383036098,9.01182998085427,11.2268988828406,9.95000265515593,9.40084374618299,8.48133716672508
"LOC111102736",7.78949854256496,10.2613295823488,7.59937242752602,9.07421833214178,8.43071120517148,7.50540469468421,9.30289825121128,7.66789186883892,8.45925698060188,8.50765118518847,7.57632472762121,8.01324764511566,7.498395013538,7.67855417188022,11.3418850557902,8.0195502499673,8.90784655501387,8.04941582323604,8.05909861320751,7.63867976867004,7.8725679193386,8.65060801024799,8.41737079678073
"LOC111102742",5.98486241624898,5.99493944842916,6.05588682021862,6.92570100675437,6.08705995095456,6.72999113261878,6.59398218913518,6.42877976714966,5.80639646626891,6.46447519200549,6.51561931712621,6.07749981145634,6.06586145202821,5.80639646626891,6.73427649876916,6.00259486704656,6.24706350069395,6.13950043142487,6.16973345478528,6.82012070432872,6.06817148191231,5.80639646626891,5.80639646626891
"LOC111102737",7.85923755844581,7.90422006555497,7.1782151794827,7.55281321680673,6.93632537561153,7.50540469468421,7.23865336132612,7.41622636974235,8.39906847455122,7.27760796924927,8.34694900892299,7.52437007842139,7.88062139555496,7.42051087952278,8.8011223226693,7.54178662963674,7.36924698305149,6.96691586387348,7.70548495581461,7.73686099968653,7.63447522514864,7.15540720737761,7.61974235939885
"LOC144621415",7.81317089718532,8.19307355279782,8.39151687366051,7.64550882414521,8.30163022368616,8.76253474242308,8.07805389169965,7.76921270354574,7.61084828000438,7.98219125420179,7.53409824090858,8.8419823107024,7.63454163972337,7.63917643984558,7.73601582759624,7.79587284187495,8.6295586232343,8.23633948561626,7.43941528407609,7.07883117032592,8.00433863460548,7.94301858778705,7.99851714984238
"LOC144621492",6.3089515347138,8.07539315629609,8.92584085234623,8.44025067753191,6.39854758307487,8.78900216745612,8.85861434863056,9.3971302959449,5.80639646626891,8.71483101650211,6.65797379039828,7.5664085135206,8.50688152390387,8.33312860186511,6.26688105954877,9.99291799951055,9.54762991957705,6.2463246194707,5.80639646626891,5.80639646626891,5.80639646626891,5.99838050732655,9.54019647120714
"LOC111103347",9.4132723331914,7.66336346057409,10.06503894956,8.61818372233132,9.15381916477235,8.95371334270159,7.03017813504419,7.96978430948662,7.53338789184929,7.32857069313303,7.98052811137642,9.05300998176435,7.75059734427748,7.38392914394387,6.92642765390207,9.04980805176853,9.23838867877005,8.17170890215182,7.32346544860448,8.22983720711136,8.68958736274843,7.76569795812599,7.99851714984238
"LOC111103350",9.01044342209532,7.06008184307335,9.03964086731466,8.19544645879695,8.61406744350815,8.27246160984855,7.6178179653745,6.98023197793213,7.95820684299865,7.99880936664551,8.18273500859001,7.99571272863173,7.23929267729895,10.5656492861216,6.99592046702438,7.78142018559047,8.05473047773474,8.1794761383579,11.0396931608394,8.9585398009396,8.39780247792845,7.27867841873791,7.435651405555
"LOC144617592",6.49157524210427,6.18268334155436,6.05588682021862,6.01233469005026,5.80639646626891,6.66092094691496,7.09991596331482,7.42619225550035,5.80639646626891,5.96730790685481,6.02219371804684,6.97325279358084,6.82440393789482,7.02036666833679,5.80639646626891,5.80639646626891,5.80639646626891,6.58002832585696,5.80639646626891,5.80639646626891,5.80639646626891,6.90028026355478,5.80639646626891
"LOC111103349",10.1137974277305,10.458062987399,10.1368506016692,10.456364232436,10.5684497323329,9.49747631443214,10.654932286047,10.5484646277392,10.5492059218828,10.3032372952177,10.3581598389371,9.9993608853319,10.7976390816609,10.4308741402906,9.82610262229425,10.5456653171498,10.3790081505251,10.5270216926751,10.2586416217007,10.1976490687354,10.3394497642735,10.1273199088464,10.4338919229717
"LOC111103915",13.0978330188043,11.7074930176012,12.9012192265752,13.1026493286073,12.3243841017537,13.0289632845684,13.3841241360725,12.7548620034178,12.0605057692341,12.8520372603398,12.4703639982751,12.1678588258185,12.3917684727777,12.12760784714,11.9695929970443,12.5642211993647,11.936920529578,12.6391065122005,11.669869868278,12.1296607017905,12.3878367081418,12.4621080561242,13.0733423344096
"LOC111102413",7.72830603926614,8.52577288685673,7.71619310915497,7.68071322713126,7.53391322450609,8.02652682373708,7.40336395479113,7.85603425594113,7.73565686401668,7.98219125420179,7.60705714937925,8.15096504284834,7.90972788702111,7.51281753797157,7.54839462731241,7.43093415624476,7.57116113521868,7.32731737625635,8.21154085544782,8.57501688716736,7.92573324253003,8.75554690164482,7.88157309874643
"LOC111104127",8.21372500763998,8.48687716572763,7.72852055766895,7.95290798825172,8.04245988546056,8.20732133568913,8.32247666572902,7.54862060982038,7.88989345712981,8.90791584575355,7.141326490285,8.6989094095089,7.1227382750834,7.45597818063465,8.28426040672994,8.40980693425617,7.48041900852173,7.88588944303624,8.03875132886152,8.40722981219057,7.6561386640197,9.12124189237263,8.09898056504542
"LOC111103667",10.6837654711273,10.1597310980574,10.0986298000571,9.89423574574356,9.93169289296477,11.1794187880267,10.5142588328035,9.77526936413349,10.156669622572,10.821177961046,9.93005301654164,10.3439527899041,9.78243267226996,10.2401489997462,10.0532642208701,10.3414673314889,9.88859152673329,10.4693995631715,11.0133504770543,10.8809070902978,10.3342877559898,10.8044997649894,10.0572728257916
"LOC111103668",12.2908363923693,12.1335128335692,13.5026153795768,13.6224332044084,12.0906451417307,12.1389269226784,13.1246367621058,13.4363149404135,12.3129840629948,11.7243742062558,13.9769873401571,12.1857708416168,13.8495556326249,12.704613128057,11.8637410178173,12.0795130500582,12.6389787277276,12.5568242651183,12.4849926052645,12.4100239490698,12.3286929362975,12.0602478020658,11.8171884575421
"LOC111104088",9.98751697753036,10.9545502946469,10.0048842572445,10.3196700154194,11.0112569675651,10.4753868137374,10.4216143201086,11.0023983602976,10.5150521743247,10.4305745636411,11.128036873801,10.0650795966293,10.0486566470151,11.4353737261505,11.0725498822096,10.6877042742104,11.20220173009,10.7595250192811,10.9487855403962,11.0661415551419,10.8031879427745,10.5766122072041,10.3401876346926
"LOC144621529",6.85466264049467,6.30313207212003,6.41378654668238,7.18171748121409,6.87080975586089,7.41740467517352,6.64050318666586,7.6349819011564,6.4595739564323,7.15974686362829,6.51561931712621,6.73100313900484,7.78912174971275,7.28023610062783,6.55319502849704,6.62827827470384,6.92732986127756,7.89072079196192,6.27464513677349,7.5940920851576,7.94867961402154,6.56609166993741,6.48430090176071
"LOC144621559",8.09639861526513,8.22214193623615,8.18361147844587,8.60959597133173,9.01099385781813,7.6573417093797,8.52948158886881,9.60460740519146,8.2319551921848,7.62268416941323,7.8372714946708,8.63068677821957,9.14593580821872,9.34039294666426,8.20401863755279,9.25651208584508,8.87543030345341,9.62516378592955,7.9019881858126,8.48986816920343,8.47674585584002,7.82084369983103,9.24109644365022
"LOC144621561",5.80639646626891,7.18971523249063,6.99616508353861,6.59482126195579,7.21093848255957,6.76242790874914,5.80639646626891,5.80639646626891,7.35374793792001,6.80458745370475,6.23679558209974,5.80639646626891,6.32325750421674,7.28023610062783,6.59742324621672,6.42261355173467,5.80639646626891,6.73456075336998,7.94674523092202,6.86603520482574,6.94862853039551,6.61104682185678,7.25873757245339
"LOC111103018",6.55559924641778,6.30313207212003,6.48425318213368,6.81622070749586,6.83619768726848,6.83846526563514,6.20383952472503,7.06658241779432,6.43777848710971,7.01757429047122,6.41285729334338,6.56553298012029,6.72745012406591,6.37839792057073,6.63908929691952,6.75132802318789,6.38767320197131,7.05959643419232,6.66104715043553,7.04230445589406,7.06372436850245,6.43853642807821,6.28793104627274
"LOC111103019",9.43142231421355,8.4509041647205,8.89266745958515,8.5878905827633,8.59395732707151,8.33054960575705,9.86148342521436,9.29803723576901,8.79454533276161,8.91003619075063,8.55384689166458,8.48733080304837,9.28159461666141,9.29100878681577,8.24709390150712,9.16221151906597,9.0268398215253,9.44974462177571,8.90348972038879,8.67205985791155,8.3140123748832,9.41358326001472,9.10125576701098
"LOC111103014",7.48665366116941,8.42638689032533,7.32503176426977,8.31804566420435,6.93632537561153,7.70407609081547,6.76526406277369,7.48427083856938,7.30613719082773,7.70841968939757,6.95860208988033,7.45387406445025,7.20873968326665,7.37147299873746,7.57248479371491,7.04087996774626,6.8002521315458,7.35006767958542,8.8441221015053,8.67540318445819,7.55936687311085,7.56759037134764,7.435651405555
"LOC111105437",10.8831348069595,10.3274328319569,10.1928573745989,9.69306949412326,10.4603930197372,10.7761480166758,10.8159707285083,9.93400219919775,10.369698610627,10.3664091661344,10.303252134436,10.4388355529047,10.0411995567354,10.5813417433935,10.2030552058176,10.2521386562452,9.94955976903419,10.4883622919145,10.7958442795057,11.2229788401702,10.6075626232138,11.2479554421233,10.5181468357012
"LOC111103965",9.84363641582308,10.6126671268685,10.1959631801385,9.8855207084292,10.1516669988855,10.6025107314756,10.2735147953248,10.1242724800225,10.2721394296115,10.2404955907849,10.0324045307102,10.369079445552,10.0962053491911,10.4228541636698,10.4318707556322,10.32637614719,11.3549972998373,10.539438281332,9.97219900809622,10.0982427800105,10.2965636780629,10.0974942779857,10.2171965715767
