"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","svalue","B1_B1_O01","B1_W5_O50","B2_B5_O51","B2_C4_O40","B3_B4_O41","B3_C3_O30","B3_C6_O66","B3_H4_O41","B3_W1_O06","B3_W4_O41","B4_B2_O19","B4_B3_O32","B4_C5_O56","B4_H1_O07","B4_H5_O55","B4_W2_O19","B4_W6_O67","B5_B6_O69","B5_H2_O21","B5_W3_O33","B6_C2_O24","B6_H3_O35","B6_H6_O72","C_W5_W52","C1_C4_W37","C1_H2_W13","C1_H6_W62","C2_B2_W16","C2_C1_W03","C2_H1_W04","C2_W2_W15","C3_B3_W30","C3_C2_W17","C3_W3_W29","C4_B1_W07","C4_B5_W56","C4_C6_W67","C4_H5_W56","C5_B4_W46","C5_C3_W33","C5_W1_W09","C5_W4_W45","C6_B6_W71","C6_C5_W59","C6_H3_W36","C6_H4_W48","C6_W6_W72","H1_B2_B13","H1_B6_B61","H1_C6_B62","H1_W4_B38","H1_W5_B49","H2_B5_B51","H2_C1_B04","H2_H1_B03","H2_W2_B16","H3_B4_B41","H3_C5_B54","H3_H4_B41","H3_H6_B66","H3_W3_B30","H3_W6_B66","H4_H2_B19","H4_W1_B07","H5_B1_B09","H5_B3_B34","H5_C2_B22","H5_C4_B46","H6_C3_B36","H6_H3_B35","W1_C1_G02","W1_C6_G61","W1_H5_G49","W1_W1_G01","W1_W6_G62","W2_B2_G04","W2_B6_G64","W2_C2_G15","W3_B5_G54","W3_C3_G29","W3_H2_G18","W3_H3_G30","W4_C5_G55","W4_H1_G08","W4_W5_G56","W5_B2_G21","W5_C4_G45","W5_H4_G46","W5_W2_G22","W6_B3_G35","W6_B4_G48","W6_H6_G71","W6_W3_G36","W6_W4_G48","pair","DEG_group"
"LOC111110550",17.4637466875752,3.3131459197209,0.86093807930998,4.79901061235264,1.59451346574912e-06,0.000878390893056759,0.00286665677773137,15.9379984916885,11.9315978079717,2.83422014316429,4.35026934292464,18.5006715753856,2.35108843108156,10.4991481725904,0,6.57730553001454,14.8631558184516,3.03247939385475,7.44051171121498,13.7043563461303,0,2.65001811716545,5.97243973874529,18.1945472471517,8.25849439258543,17.5923260621086,33.6929688627097,12.9599658897746,8.52809531982233,0,19.0908341717714,10.0082900107225,12.9810730931766,21.2348010879551,14.6217585937922,16.2102943564049,8.75108126129652,29.4902513954108,6.8276175342038,0.933677939356964,8.91212589257802,4.99610872243437,13.1328034619227,13.5674535329593,6.2302196533034,8.59626746814613,0.848981475794603,22.490307426418,11.6506833502495,0,12.3881676878529,13.2260384961352,12.9490510405417,20.1360319697357,6.98996067928974,11.2096300314552,19.0108523522638,6.29681137706386,0,4.62499220341664,18.4760425490288,19.1105160429585,6.92689436823097,23.0959601304872,25.5343675566807,0,11.6362575576412,17.3110631658266,2.51579230570226,9.02495440111749,13.0686490557471,17.3167520000151,11.4021929399652,9.31566426943058,8.50923437262779,12.73583354187,10.6261333545033,5.76082781852688,6.83171244813408,7.51963150336004,29.7625171995581,9.61212339588846,9.54619960177383,7.74192765506807,23.4038995803346,23.0162811552811,5.66792521770969,5.88936766552782,0.673128651110932,4.00938056077909,5.47946376609302,9.75623680648616,439.059408650167,27.3653319453578,13.0428501102324,43.2356111872132,7.38789074491655,151.844113659867,1.1082629608966,19.3679816092772,10.6259824664879,"BB vs. WB","WB"
"LOC111135743",115.918121549227,4.75745686154831,1.33278580714457,4.74738979664492,2.06058597093903e-06,0.001116533575368,0.00379032615763488,22.5007037529719,21.8745959812814,13.2263606681,24.361508320378,11.562919734616,3.52663264662234,11.1553449333773,28.969272311406,225.820823197166,0.990877054563437,14.1515705046555,8.50344195567427,2.10836251478928,2740.2911940345,6.62504529291363,10.9494728543664,18.1945472471517,27.0277998302796,7.03693042484343,22.7655195018309,21.2913725332012,19.1882144696003,14.6981206371603,3.81816683435429,5.56016111706806,21.2417559706527,5.58810554946188,5.22205664064008,55.7228868501419,18.5960476802551,16.851572225949,0,3.73471175742785,18.9382675217283,19.9844348897375,110.315549080151,7.53747418497739,11.4220693643896,92.4098752825709,5.09388885476762,11.245153713209,15.887295477613,5.84180226652481,13.9366886488345,24.9825171593664,12.9490510405417,28.1904447576299,27.959842717159,19.3620882361499,2.03687703774255,22.0388398197235,11.818954594056,32.3749454239165,13.8570319117716,30.5768256687336,22.7597957813303,0,27.2953584226586,4.23268763124471,14.5453219470515,17.3110631658266,42.7684691969385,6.31746808078224,51.2693155263924,16.3547102222365,7.6014619599768,25.6180767409341,19.1457773384125,10.613194618225,6.37568001270199,65.2893819433046,11.6139111618279,27.1863600506094,250.726660044762,8.925543153325,8.18245680152042,39.8156279403501,2484.88359892074,3355.95084075656,29.4732111320904,14.7234191638196,4.03877190666559,4.00938056077909,36.5297584406201,18.4284473011405,8.17615286126941,11.1949085231009,23.0758117334882,204.219269863007,8.44330370847606,18.4053471102869,8.86610368717282,21.5199795658636,8.50078597319029,"BB vs. WB","WB"
"LOC111125595",126.646783339766,-14.9666831067889,10.0139969412056,-4.11524240074292,3.86772733309692e-05,0.0130448970960054,0.0482063765630293,493.140423919302,0,0,0,2.3125839469232,0,0,0,0,0.990877054563437,0,0,1.05418125739464,5143.14157161352,0,0,0,0,591.102155686848,0,0.925711849269618,0,1.04986575979717,0.954541708588572,0,2.3601951078503,0,0,0,0,7.37256284885269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3320.0517905121,0,0,0,0,0,0,0,0,0,2338.42894815025,0,0,0.962041777778616,0.9501827449971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BB vs. WB","BB"
"LOC111109225",18.9428508263479,2.36491695961945,1.84869451527259,4.02375955410748,5.7276395113757e-05,0.0173211387030226,0.0753020313410165,7.50023458432398,25.8517952506053,0.944740047721428,1.74010773716986,11.562919734616,5.8777210777039,18.3735093020331,0,4.38487035334302,14.8631558184516,4.043305858473,1.06293024445928,26.354531434866,113.235173307211,30.4752083474027,0,58.8647116819612,11.2615832626165,39.5827336397443,24.5867610619774,8.33140664342656,13.5028175897187,27.2965097547263,3.81816683435429,0,7.0805853235509,4.4704844395695,22.9770492188164,11.1445773700284,10.9388515766207,2.10644652824363,13.6552350684076,7.46942351485571,2.22803147314451,7.99377395589499,0.875520230794849,6.02997934798191,7.26858959552063,159.030948160703,21.2245368948651,0,8.47322425472692,7.78906968869975,6.19408384392643,3.67389958225977,7.39945773745241,6.0408095909207,0,9.17151548028153,14.9370982767787,13.6430913169717,6.44670250584875,10.4062324576874,0,7.64420641718339,24.7389084579678,52.7907660125423,17.6099086597798,29.6288134187129,1.93937625960687,2.16388289572832,16.3526499870647,13.5374316016762,6.03168417957558,6.73429244445031,0,15.1379544378247,5.31827148289237,27.5943060073849,2.12522667090066,7.68110375803584,15.029767385895,21.4020281249478,25.2530448965947,8.23896291076154,17.7286564032942,9.95390698508752,2.03512170263779,6.19669108026798,0,4.90780638793985,8.07754381333118,5.01172570097386,20.0913671423411,2.16805262366359,98.9314496213598,37.3163617436697,23.0758117334882,3.67962648401815,365.172885391589,5.75167097196465,11.082629608966,9.68399080463861,10.6259824664879,"BB vs. WB","WB"
"LOC111118010",23.5580599990838,-16.0039591888885,3.74636823609751,-4.90636181361192,9.27813028471015e-07,0.0005575818914555,0.0015832032870474,0,0,1.88948009544286,0,0,0,0,0,1.09621758833576,11.8905246547612,0,5.31465122229642,0,0,0,0,0,1.50154443501553,5.27769781863257,0,38.8798976693239,1.42134921997039,0,483.952646254406,0,1.18009755392515,0,0,0,36.0982102028482,0,0,0,0,0,0,0,0,1.07453343351827,0,0,2.11830606368173,2.92090113326241,34.0674611415954,0,0,1.00680159848678,0,0,0,651.719977526109,0,0,0,0,0,0,0,0,0,0,0,0,2.01056139319186,1.92408355555723,0,9.31566426943058,4.25461718631389,0,4.25045334180132,0,0,0,744.964824449544,0,0,0,78.3521855515549,0,0,55.9489928225143,0,22.051593084285,0,0,0,0,0,0,0,0,9.97436664806942,0,0,"BB vs. WB","BB"
"LOC111118940",236.169722350227,1.38567459569326,1.25455048087405,3.9668093909714,7.28412004565992e-05,0.0209358278147128,0.0962936991726572,112.50351876486,206.814362004842,111.479325631129,53.0732859836806,112.160321425775,168.102822822332,197.515224996856,336.250482185962,197.319165900436,321.044165678553,304.258765850093,119.04818737944,60.0883316714945,124.558690637932,165.626132322841,107.503915297415,247.231789064237,155.409849024108,124.905515040971,147.520566371864,150.891031430948,156.348414196743,196.32489708207,185.181091466183,30.0248700321675,420.114729197353,97.2330365606367,228.726080860036,130.695498248515,242.842505000979,30.5434746595326,110.379816802962,195.138689325605,129.225825442381,226.82333599852,84.9254623871004,135.674535329593,156.793861274802,248.217223142719,394.776386244491,167.655018996934,167.346179030857,63.2861912206855,96.0082995808597,149.895102956199,100.817611672789,316.13570192485,405.417719398805,65.2196656375575,150.728900792949,347.374094301356,127.859599699333,119.093549237979,135.798912735362,177.727799199514,156.349901454356,372.83478496358,351.317677762606,316.393400435542,329.693964133168,190.421694824092,218.873930596097,129.959343376092,262.378261811538,103.900512000091,354.418163883918,224.740400500013,73.3921464639147,172.995072277067,244.401067153576,413.819464964181,148.24816012451,275.912632854057,384.207040212477,270.512615570004,1755.13698392613,328.478930507888,167.897540467618,15.9343484921177,60.0800073077227,103.063934146737,210.689267797722,113.265000842009,434.704125443379,268.838525334285,2857.56542501366,538.599487833632,147.484535861859,128.786926940635,26.3853240889877,5.75167097196465,56.5214110057267,385.207634228958,87.1330562252005,"BB vs. WB","WB"
"LOC111121218",40.2894388435052,-2.1884620043942,0.950885387990812,-4.39560226056485,1.10466043507297e-05,0.00462181536208442,0.0189707120984787,36.5636435985794,25.8517952506053,39.6790820043,60.903770800945,32.3761752569249,49.3728570527128,7.21816436865587,8.27693494611599,23.0205693550509,24.7719263640859,43.4655379785847,569.730611030176,74.8468692750194,18.1176277291537,58.30039857764,18.9127258393601,69.5673865332269,36.0370664403728,2.63884890931629,30.0504857424168,12.034254040505,28.4269843994078,19.9474494361462,67.7724613097886,31.1369022555812,46.0238046030808,45.8224655055874,19.8438152344323,10.1314339727531,4.37554063064826,97.9497635633286,28.4484063925159,19.6072367264962,102.489447764647,18.9852131452506,15.7593641543073,48.2398347838553,19.7290289021274,29.0124027049932,31.4123146044003,55.2034818648442,49.7801924965207,25.3144764882742,24.0020748952149,28.6564167416262,28.6728987326281,11.0748175833546,113.004364315184,30.5717182676051,80.1171634845405,36.7313996995392,38.6802150350925,46.2499220341664,14.7808340392231,18.1549902408106,25.7284647962865,49.4913431367584,37.8613036185265,42.3268763124471,22.302826985479,50.8512480496156,32.7052999741294,40.6122948050287,40.2112278638372,24.0510444444654,40.8578580348753,27.9469928082917,17.0184687452556,25.4716670837399,93.5099735196291,2.88041390926344,49.8715008713788,35.2844247465356,36.9776728842994,74.8372464394173,20.4561420038011,34.2856796153014,22.3863387290157,10.6228989947451,26.0724560014646,7.85249022070376,43.0802336710996,46.1078764489596,14.6119033762481,8.67221049465437,12.2642292919041,31.0969681197247,17.0560347595347,35.8763582191769,14.7757814898331,37.9610284149667,14.4074184916558,52.7239499363658,38.2535368793563,"BB vs. WB","BB"
"LOC111121252",52.8940377635672,-2.49088742762443,1.59635796467988,-4.14142224108374,3.45158889262913e-05,0.011883892465424,0.0402624752621427,27.1883503681744,16.9030968946265,28.3422014316428,15.6609696345287,713.432147625809,23.5108843108156,9.18675465101657,94.1501350120694,15.3470462367006,6.93613938194406,19.2057028277467,102.041303468091,17.9210813757089,11.3235173307211,27.8251902302373,20.9035390856085,13.9134773066454,8.25849439258543,14.0738608496869,14.5699324811718,11.1085421912354,12.0814683697483,13.6482548773632,19.0908341717714,12.2323544575497,10.0308292083638,21.2348010879551,12.5329359375362,16.2102943564049,8.75108126129652,27.3838048671671,18.2069800912101,31.7450499381368,7.79811015600577,7.99377395589499,780.964045869006,19.5974328809412,16.6139190754757,12.8944012022192,237.714813222489,23.5125941276188,10.5915303184086,25.3144764882742,17.8079910512885,3.67389958225977,21.2734409951757,24.1632383636828,15.1449148051278,16.3049164093894,10.1843851887128,22.0388398197235,3.22335125292437,20.8124649153749,28.6378659509947,17.1994644386626,17.8120140897368,18.1468258168114,16.7294132267908,12.6980628937341,6.78781690862404,5.40970723932081,25.1579230570226,10.829945281341,14.073929752343,18.2787937777937,21.8542031349333,29.1114508419706,747.748970494667,8.49055569457998,10.6261333545033,19.2027593950896,12.2970824066413,12.7255302364554,12.6265224482974,15.1047653363962,8.18245680152042,13.2718759801167,46.8077991606691,25.6720059039673,221.049083490678,15.7049804414075,8.75067246444211,637.491509163876,16.4383912982791,16.2603946774769,15.5346904364119,28.6092106701468,5.01648081162786,26.6772920091316,12.6649555627141,4.60133677757172,41.0057295531743,13.9879867178113,20.1893666863269,"BB vs. WB","BB"
"LOC111121582",124.536849841544,3.36746062110442,1.41588013588724,4.40190657537036,1.07303762897261e-05,0.00454706573723482,0.0147810843814837,35.6261142755389,29.8289945199292,62.3528431496143,17.4010773716986,23.125839469232,19.9842516641933,29.5288542354104,40.3500578623155,14.2508286483648,25.7628034186494,12.129917575419,15.9439536668893,47.4381565827588,33.9705519921633,307.402101591193,14.9310993468632,13.9134773066454,29.2801164828029,30.78657060869,9.10620780073236,54.6169991069074,24.8736113494818,10.4986575979717,20.04537588036,25.5767411385131,15.3412682010269,37.9991177363408,2040.77973516214,35.4600189046358,18.5960476802551,22.1176885465581,17.0690438355095,31.7450499381368,16.7102360485838,27.9782088456325,21.8880057698712,15.0749483699548,20.7673988443447,36.5341367396211,29.7143516528111,27.6017409324221,9.53237728656778,23.3672090660993,1374.31235287118,75.6823313945513,41.6219497731698,12.0816191818414,27.959842717159,10.1905727558684,21.0477293900064,18.8904341311916,11.818954594056,43.9374259324581,35.1044808431548,21.0215676472543,25.7284647962865,67.6381689535698,14.0879269278238,13.7562348015453,7.75750503842748,15.1471802700983,16.3526499870647,23.4648814429055,146.770981703006,26.9371697778013,20.9040203899362,68.7030239870505,14.8911601520986,20.1650697746275,33.2952178441104,1071.513974246,19.1287948547754,12.1470970438893,20.7435725936314,19.2242467917769,31.3660844058283,482.21149394424,1887.57537919655,2185.66146816881,37.408306436884,42.2071349362827,14.1357016733296,26.0609736450641,20.0913671423411,19.5124736129723,17.1699210086658,43.5357553676146,26.0857002204649,17.4782257990862,16.8866074169521,36.8106942205738,25.4900481006219,9.68399080463861,18.0641701930294,"BB vs. WB","WB"
"LOC111120415",32.3935481905794,3.1627281032738,2.19609700423273,4.09544066424049,4.21366139978481e-05,0.0139274150247087,0.0521849068147859,2.81258796912149,197.865663648864,11.3368805726571,4.35026934292464,0,5.8777210777039,2.62478704314759,73.4577976467794,1.09621758833576,2.97263116369031,0,3.18879073337785,3.16254377218392,9.05881386457687,82.1505616321291,1.99081324624843,31.0377570686705,0,85.3227814012266,17.3017948213915,11.1085421912354,10.6601191497779,41.9946303918866,22.9090010061257,6.67219334048168,5.90048776962575,1.11762110989238,0,163.116086961325,6.56331094597239,28.437028131289,11.3793625570063,120.444454177048,4.45606294628901,5.99533046692125,11.381763000333,24.1199173919276,9.3453294799551,5.37266716759133,28.0163887012219,20.4457340240164,23.301366700499,1.94726742217494,0.774260480490804,33.7998761567899,160.013273572408,2.01360319697357,15.1449148051278,29.5526609920183,1.3579180251617,6.29681137706386,0,4.62499220341664,4.61901063725721,46.8207643052483,0.98955633831871,14.8474029410275,2.64148629896696,99.4681593342506,7.75750503842748,9.73747303077745,182.394942163414,2.70748632033525,182.961086780459,50.026172444488,0.9501827449971,29.1114508419706,181.884884714919,25.4716670837399,4.95886223210154,9.6013796975448,4.09902746888045,3.47059915539694,0,4.11948145538077,5.45497120101362,80.7372455457098,13.2282910671456,53.1144949737255,12.4694354789613,8.83405149829173,0.673128651110932,21.0492479440902,9.13243961015503,37.9409209141129,11.4466140057772,4.97551489915596,32.1054771944183,208.81880296803,231.135439019532,67.8697174691828,0,9.68399080463861,13.8137772064342,"BB vs. WB","WB"
