"X","baseMean","log2FoldChange","lfcSE","pvalue","padj","direction"
"LOC111119645",653.221023566992,3.08622133945514,2.87040342852147,0.000174052677599143,0.0330040279902375,"Up"
"LOC111106320",28.3174332287058,3.59282047709006,1.78290597394237,3.85254359127335e-05,0.0113089417065431,"Up"
"LOC111115327",659.441389288178,1.94159942954492,1.47123414970373,0.00013924282048118,0.0282497392153845,"Up"
"LOC111102200",2726.67408134644,-0.843481075463666,0.694357247136478,0.000114251023568582,0.0241945306260708,"Down"
"LOC111105368",25.438251718253,-5.44793818601931,3.35902856995933,4.57524288722746e-05,0.0130192467806146,"Down"
"LOC111134528",1293.89047514596,5.99064222601074,1.93920455150877,5.06434196984557e-06,0.00219293566013671,"Up"
"LOC111134492",1007.5444456,0.620895649865141,0.603542639786084,0.000203306564947842,0.0361860740016367,"Up"
"LOC111100876",113.851700183536,3.41283848764953,2.36933576882496,9.07381194864039e-05,0.021577822315898,"Up"
"LOC111108404",153.710112812751,-2.45511759988101,1.25503593438857,4.57728929967838e-05,0.0130192467806146,"Down"
"LOC111129514",227.525867913896,5.27919268704139,2.92969584339281,3.58206322692203e-05,0.0108252935770273,"Up"
"LOC111108533",47.6480498712126,-2.05730339615947,1.74440054942506,0.000188186935927456,0.0343458377049813,"Down"
"LOC111118398",539.168156224309,-2.13982605584784,0.666490833147163,5.98953690810077e-06,0.00251838325764956,"Down"
"LOC111120913",2359.28781795868,-0.511918065548709,0.542083963726612,0.00029342182104529,0.0482405867535836,"Down"
"LOC111119004",10.2369926977596,15.8125776120103,3.28069966174441,2.36649951343921e-07,0.000128190610011429,"Up"
"LOC111118364",1322.38769607531,-0.553414656114748,0.376275124018354,6.38141652004299e-05,0.0170316513447317,"Down"
"LOC111122279",24.4193388913043,1.70371294895697,1.17333889643859,9.8617299283498e-05,0.0225282290300224,"Up"
"LOC111121553",9.73911570030892,5.4800555969007,2.39325239753736,1.7533936274313e-05,0.0062035921852484,"Up"
"LOC111120085",3293.97325016514,-0.498365485812439,0.427883469086408,0.00016132383964471,0.0312002187957687,"Down"
"LOC111120792",616.533531306091,-0.688917519192768,0.754009191519356,0.000299467931284768,0.0485372269409704,"Down"
"LOC111122008",202.334553786291,-1.51348430674793,1.10924486011613,0.000112000741701148,0.0238923935164242,"Down"
"LOC111119225",682.514520292994,-0.454832800893891,0.461105691618014,0.000290880731382365,0.0482405867535836,"Down"
"LOC111121445",57.193186350195,22.1070796263189,4.21099860627658,4.76248671559262e-08,3.28974439506603e-05,"Up"
"LOC111121246",96.258513471209,-3.97684522023443,2.93833466590795,8.93458509533631e-05,0.0214223291558593,"Down"
"LOC111121678",99.4915868830799,-0.524665262508857,0.558315094389798,0.00029270748591227,0.0482405867535836,"Down"
"LOC111118702",427.837586857467,-0.409058570182929,0.280844704038071,0.000104780247509588,0.0235649964399083,"Down"
"LOC111120398",25.7356481070151,-2.02121559278048,1.41529257836033,0.000111902265598279,0.0238923935164242,"Down"
"LOC111119263",547.1812332188,0.564499543704782,0.393184360849821,6.86534127231694e-05,0.0171704552579706,"Up"
"LOC111127206",203.378422212459,-5.54218761508776,4.32409666338714,8.12528148771314e-05,0.0198092997076919,"Down"
"LOC111127342",303.0992391152,-0.376197097666575,0.326969992754694,0.000267128204393642,0.0462857453803367,"Down"
