"X","baseMean","log2FoldChange","lfcSE","pvalue","padj","DEG_group"
"LOC111105495",3.6584184986205,34.252235044313,5.74546458156035,3.09631816903935e-10,2.17070860699673e-07,"wc"
"LOC111099029",53.8876005656854,-2.67234831099152,0.896714677130297,4.54180685032593e-06,0.00145813223291959,"cw"
"LOC111122352",2.12339050975864,-15.9858486062418,3.26427718070194,2.93241156272255e-07,0.000118510825885465,"cw"
"LOC111110995",615.839743360353,-8.27507902070351,1.47497441185949,5.26163663873944e-09,2.96307773465536e-06,"cw"
"LOC111120346",60.7418807832528,-3.08373104281876,1.57542323354535,2.07336905444591e-05,0.00531525177300939,"cw"
"LOC111137729",94.4352389491815,-1.193955955724,1.67323219555978,0.000342940502813274,0.0458478819520592,"cw"
"LOC111115327",247.79076403756,1.64810315321735,1.52165797902746,0.00011351190324062,0.0209087163106213,"wc"
"LOC111125529",1.64145217450622,26.4178890011919,8.96837100649998,7.75731213439265e-06,0.00235822288885537,"wc"
"LOC111135743",113.970142254906,3.95559839330819,1.70261686785703,1.14740848070892e-05,0.00325750215944734,"wc"
"LOC111107367",9.650504284012,25.0370782982795,10.0814398523622,1.45822366965903e-05,0.00394432279528559,"wc"
"LOC111101587",10.9346648336567,18.0963257475181,2.02987824720105,2.95295016835769e-19,6.76264961222822e-16,"wc"
"LOC111113440",11.871569866978,-18.5393343857121,3.94896265563252,5.173036145593e-07,0.000197449041859345,"cw"
"LOC111121240",114.174517645864,-1.20688629383861,0.988665732842426,6.49427252721684e-05,0.0131230146973502,"cw"
"LOC111102971",6.92217278260624,-20.3655665986066,3.0794905203132,1.94756711095086e-11,1.6725706348846e-08,"cw"
"LOC111119097",1462.0838140661,3.66567857461499,1.9405520874167,2.21764359285117e-05,0.00552032555808865,"wc"
"LOC111119236",2007.96886716337,3.24169604158355,1.85648123230523,2.85306627965037e-05,0.00675920916127927,"wc"
"LOC111114504",6.39852811627338,17.9814546270605,4.67186438098073,2.98728328447753e-06,0.00100607015086639,"wc"
"LOC111119007",289.593328201897,3.95287508186434,1.44853591751739,6.47536306364421e-06,0.00202219701783914,"wc"
"LOC111119892",15.9008261537395,6.52463080075107,4.11414726423857,4.58320250555281e-05,0.00984013577942189,"wc"
"LOC111120218",3.93267253087153,-17.2829910990058,3.30497516833685,7.9073023216667e-08,3.48245704299865e-05,"cw"
"LOC111118378",18.7298645962463,-23.7971774267976,3.28243495534596,1.67500371108008e-13,1.91799091610077e-10,"cw"
"LOC111120309",850.876138571569,6.58187989600818,2.63033656682809,1.01431906843803e-05,0.00292805786882213,"wc"
"LOC111118279",16.0977180481479,18.5006635221972,2.48472709751433,5.66739735674164e-14,6.95308692852817e-11,"wc"
"LOC111121582",122.203535360831,4.5755707186383,0.954313571122508,7.70116891204371e-08,3.43572148657825e-05,"wc"
"LOC111118861",13.1872047852067,-22.2725597294135,2.34027786896826,8.18144614145359e-22,2.00749312750867e-18,"cw"
"LOC111120465",7.16449448023228,-20.1891182028028,12.8226425277857,5.68653936300438e-05,0.0118390303150258,"cw"
"LOC111125269",69.6368320859627,-22.9474038831592,4.19695570445583,1.76508136430002e-08,8.78754710528033e-06,"cw"
"LOC111125741",540.291952006784,-5.48958970060535,3.34173591722206,3.63990730474467e-05,0.00819338918264996,"cw"
"LOC111123716",28.1845350958744,-1.42634985390108,1.45931978766246,0.000151104627815982,0.0262158897713869,"cw"
"LOC111127438",4.58651437767328,-42.9775558502059,2.57347278290184,5.47923149480453e-64,1.88222560309525e-59,"cw"
"LOC111122536",4.48083266372629,17.3372684953649,2.71583534689049,1.07713389262065e-10,8.40947806347835e-08,"wc"
"LOC111123405",4.31576529906034,17.3178560483332,3.60189958575997,3.81513503754226e-07,0.000151176987840778,"wc"
"LOC111127083",25.1253314517599,23.0374508234304,2.82794083180427,1.61296361220472e-16,2.63850123840269e-13,"wc"
"LOC111125731",488.27210335719,2.15943403259154,0.488209021542188,2.88432786185405e-07,0.00011795527465525,"wc"
"LOC111126488",50.5739827403345,22.1036845010509,3.85162223481601,4.19501759249872e-09,2.40178740562526e-06,"wc"
"LOC111125702",7.12263912350238,-21.5289102441674,4.07462956911544,4.9362126112734e-08,2.3882926144009e-05,"cw"
"LOC111127273",5.79146742046696,-18.7902424409589,3.93624609221229,4.08364327439273e-07,0.000159410583820385,"cw"
"LOC111126263",6.22679366298922,15.5937501068289,3.13804126381247,2.30613819998444e-07,9.78030363529202e-05,"wc"
"LOC111123449",423.824667972648,-3.74122475528627,3.36003839901267,9.78535782613201e-05,0.0189040351031228,"cw"
"LOC111123050",321.569269393728,3.57526833653047,2.3616555651545,4.15165277919358e-05,0.00914215232505498,"wc"
"LOC111123051",440.262803573121,1.55495434798108,1.94239755213526,0.000241520077707158,0.0360725987365056,"wc"
"LOC111123476",5.49793131604731,20.1865719030907,3.57904155665571,8.41581759774493e-09,4.44769486334975e-06,"wc"
"LOC111124806",15.0383918290511,-3.3756947767212,3.60641373769189,0.000156553778211848,0.026889676945667,"cw"
"LOC111127640",51.3705458588386,-16.3665462077622,5.42584265261794,9.59849911716579e-06,0.00283754542454833,"cw"
"LOC111126375",8.13236545158736,17.7493453317087,3.01121505625836,2.24172492372177e-09,1.32771956171879e-06,"wc"
"LOC111127528",57.6443312188435,-5.86913065063686,4.99080968690748,0.000107656403821192,0.0205456265781421,"cw"
"LOC111126624",1087.72318691411,-1.13322129756747,0.710013110470859,1.6394590898665e-05,0.00436579059341813,"cw"
"LOC111126982",286.128418328031,2.43991400455119,1.77820148461895,5.81291254474279e-05,0.0120292272130725,"wc"
"LOC111128249",13.8853548042529,18.6358782135166,6.2081738743666,9.71994029088525e-06,0.00283754542454833,"wc"
"LOC111129478",79.4220285301448,-1.66122243842023,1.58062068977675,0.000123244471093912,0.0222826003737793,"cw"
