"","MEgrey60","MElightcyan","MEblue","MEyellow","MEblack","MEmagenta","MEpink","MEcyan","MEred","MEbrown","MEgreen","MEsalmon","MEturquoise","MEmidnightblue","MEpurple"
"B4_W6_O67",-0.01672650526391,-0.0125342097821339,0.0401016815593141,0.163171655270683,0.11072581536821,0.172401420437833,-0.0310424123481611,0.0630743194075372,-0.0609495626970481,-0.188730989238605,-0.0697462946865396,-0.0305031720036075,-0.0463198033818811,-0.00262507127188015,-0.0921585897111174
"B5_B6_O69",-0.174071805879376,-0.0815748592609922,-0.033948470500755,-0.00838440279428404,-0.0335459015558565,-0.0419362267290258,0.00348725547289936,-0.00102993183588296,0.186885531441299,0.0430082663234275,-0.0551183419822641,0.0152939350804586,0.121356236724354,0.0177104936346745,0.128952993190456
"B5_H2_O21",0.0788861056689119,0.0416150875463977,-0.137939828342213,-0.0326587972371282,0.0272950303383576,-0.0657104141322253,-0.0258162884258896,-0.0270891359880689,-0.0527347913074551,0.105854283358749,0.135513608290243,-0.194677537394187,-0.0377671913246966,0.133355890648586,-0.0813972178434203
"B5_W3_O33",0.0149663444233447,-0.114104436984705,-0.239555153576544,-0.16102785478077,0.13109651441454,0.0308887084042282,0.0189602144177302,0.0553098340324815,0.247412854451124,0.138446412173623,0.198943328883909,-0.0502798260998958,-0.0487655817726294,0.0839609621760951,-0.0676509696242669
"B6_C2_O24",-0.123630426632591,0.0467894205828194,0.106933201950502,-0.00110898980152181,-0.149601529574017,-0.0288127838009575,-0.029411278870121,-0.0281150102411973,-0.0720800964998812,0.0645434956486805,-0.00611336626195477,0.0263906561445372,-0.100733006600774,-0.109268589174186,-0.0342399136886668
"B6_H3_O35",-0.0913473018006043,-0.0990113130383544,0.0601390993214091,-0.0395831574875354,0.0831315401870292,0.130856192171667,-0.0334843208561539,-0.028218687153749,-0.07404413026904,-0.0735030118583872,0.0081048101159006,0.0908585131307809,-0.0830531133539828,-0.112431467359231,-0.0628366496119572
"B6_H6_O72",0.103877723794881,-0.0736770231207752,-0.0704348185076498,-0.110478801410748,0.0508972478160542,0.0532511395741859,0.0189959709695219,-0.000368035658990871,0.258466639430996,-0.0143001181454428,0.135718681646469,0.0739158216405432,-0.0619529582778644,-0.00615706936932368,-0.0529023576205702
"C2_W5_W52",-0.0294908724772686,0.0790064831571127,0.0717959132944534,0.0504678077905136,-0.0965283166203224,-0.0510433081026719,0.0424944192046527,0.377224206799829,0.187096178701461,0.0233689695460789,-0.0875829040630729,-0.0174081667745206,-0.0542357726839246,-0.0603854951480646,-0.0664008297988981
"C1_H2_W13",0.114185992412129,0.0770781981245816,-0.0545714639318898,-0.0751435422547716,0.010507582520821,-0.0593285761931251,-0.0288390395633381,-0.0208791175554775,-0.0570933051476857,0.0961818772908084,0.0932918110879086,-0.127769783242232,-0.0823859664928967,0.0477127643238974,-0.0884005337392059
"C1_H6_W62",-0.0107867754497927,-0.0254664598318673,0.0504137580562638,0.0767036353404164,0.0391055720407213,0.0856116653567364,0.444934741171318,-0.0639386912225722,-0.0337647189456802,-0.147894493736597,-0.0170687154513571,0.0439490543150999,-0.0328730095761557,0.0172865868696981,0.12530093218929
"C2_B2_W16",-0.0466673222831764,-0.0347579302142119,-0.0862633497542097,-0.0149122107437339,-0.0286932072279085,-0.090120481491312,-0.0403767530457101,-0.0392464383223807,-0.0548874853081849,0.0958540815983243,0.0374163352132304,0.099713464218684,-0.0438598335984794,0.0873928230747391,0.187766694502442
"C2_C1_W03",0.0103578952830107,0.0938076509404097,-0.0529681651685691,0.00839496709748339,-0.0709133912621095,-0.0491693834058075,-0.0353563873345748,-0.00399977463320231,-0.0475814622168029,0.113806592617892,0.0126179585942364,0.085957698716581,-0.0591351531456808,0.0133764740848712,-0.0566981599429065
"C2_H1_W04",-0.0386078668644173,-0.00508254838021381,0.106572599063511,0.0549807765297696,-0.03653518999585,-0.0748382974875279,-0.0266129468374321,-0.0265323089987556,-0.0417502424708223,-0.0452512386407191,-0.084681619853302,-0.128376101542255,0.140575614552479,-0.0540749195126147,-0.0901451882681285
