"X","Gene","log2FoldChange","lfcSE","pvalue","padj","pair","DEG_group"
"LOC144619144",44.1897107349415,3.73730029591031,1.32362168971622,1.06869842045342e-05,0.00643192033971349,"B vs. W","W"
"LOC111103995",5480.33134006026,-1.76898417477783,0.750584321858827,1.42761183970073e-05,0.00801405713011679,"B vs. W","B"
"LOC111103795",444.046248787391,-6.78223241611425,1.95524293242599,1.64053410127859e-06,0.00124214891694229,"B vs. W","B"
"LOC144622286",335.752195827083,5.37516298074948,2.07278407983822,9.14296040530692e-06,0.00580009639549633,"B vs. W","W"
"LOC111105442",311.879350346513,-5.32374524612431,2.07488676111988,9.61820135213471e-06,0.00594101110887648,"B vs. W","B"
"LOC111102924",67.2898099214058,1.7035563424537,1.37158693548716,0.000119697764332996,0.0384869304715629,"B vs. W","W"
"LOC144622706",158.114866711331,-3.41586392085255,2.24056448648689,6.30917768787728e-05,0.0250998336762467,"B vs. W","B"
"LOC144622849",434.379514573014,25.3007756747907,3.55371332806433,2.59071111059477e-13,5.5281064716255e-10,"B vs. W","W"
"LOC144619748",34.0026432955382,21.0715012321833,3.75519450981628,4.85377079991752e-09,5.42512896265067e-06,"B vs. W","W"
"LOC111137838",12.6840525672698,5.25239917255541,2.5161954917765,1.75412325909771e-05,0.00957506538082357,"B vs. W","W"
"LOC144620030",191.53571949851,25.62111298619,3.03246483896893,7.06793469349922e-18,2.7649760520969e-14,"B vs. W","W"
"LOC111100140",304.621495640556,-2.9884335674142,3.84153439845959,0.000182340768875022,0.0482942234354346,"B vs. W","B"
"LOC111100030",65.6308312956358,19.7856376723701,4.76551853782437,4.4459850654685e-07,0.00035984883260923,"B vs. W","W"
"LOC111099646",291.018803844339,-3.934159530778,2.07830040802632,3.35941111354499e-05,0.0160922648279853,"B vs. W","B"
"LOC111101301",1453.41693781126,8.13693316212358,1.64676299821026,8.62687317740675e-09,8.80391161826483e-06,"B vs. W","W"
"LOC144626438",665.920211126436,3.03308390627957,2.73017333144144,0.00012532763978911,0.0394957660107587,"B vs. W","W"
"LOC111099801",855.5301857883,8.24685790202346,1.66497613208116,7.7506825187069e-09,8.26927363995856e-06,"B vs. W","W"
"LOC111126099",3723.45167427248,5.52179401024219,3.30667181621983,2.66981770763859e-05,0.0136230350508028,"B vs. W","W"
"LOC111123156",543.562420267665,-3.23176732637917,1.68632231062583,3.7902855774235e-05,0.0174442319751538,"B vs. W","B"
"LOC111124393",178.480156195149,-2.66189663364048,2.21841148544311,0.000126200683827833,0.0394957660107587,"B vs. W","B"
"LOC111127359",13.9127446972659,21.3778674827796,2.66956838606553,4.14863374316991e-16,1.3910961602812e-12,"B vs. W","W"
"LOC111126330",275.922499004923,-1.8535102574464,1.53344464797618,0.000133816541598304,0.0397587577771569,"B vs. W","B"
"LOC111126892",114.794814731725,24.4919699175194,2.0940039318027,3.75626408257221e-32,8.8167030546135e-28,"B vs. W","W"
"LOC111123540",97.6703590673361,4.49426536553402,0.987196596445776,4.60194830696544e-07,0.000360056435536976,"B vs. W","W"
"LOC111125789",161.72047316928,23.6918932231189,2.67648305468177,2.56121318533124e-19,1.50291989715237e-15,"B vs. W","W"
"LOC111126834",34.1889010543958,-1.21181935691565,1.11176911675306,0.00014574053368703,0.042232367983975,"B vs. W","B"
"LOC111125415",69.9425089686354,20.4633259919838,3.97760779822918,3.77703602574208e-08,3.54618358384873e-05,"B vs. W","W"
"LOC111125416",78.7180674439756,21.2972472160636,3.54166920266104,5.25034488059624e-10,6.8464497242975e-07,"B vs. W","W"
"LOC111127347",533.138640390633,4.8597209898549,3.82125519839412,5.25420508963566e-05,0.0216362634848997,"B vs. W","W"
"LOC111126876",37.4848944183471,5.22807600155744,3.144677652176,2.93308513057427e-05,0.0146479519542211,"B vs. W","W"
"LOC111127619",58.4082013367342,-4.61555153781668,7.0059879764758,0.000164054769364965,0.0458415898396959,"B vs. W","B"
"LOC111127616",64.3974797464896,-2.24821654576008,2.00871982289147,0.000160507588192378,0.0457779284442117,"B vs. W","B"
"LOC111113340",329.039332532617,-2.81056400998151,2.05402252077229,9.26876474780575e-05,0.0334702224862302,"B vs. W","B"
"LOC111126852",445.250563241377,2.81449638914987,2.32166732377785,0.000118275399697454,0.0384869304715629,"B vs. W","W"
"LOC144623634",118.119081216677,22.3549300736528,3.48669207153414,4.27800176074156e-11,7.17237552343756e-08,"B vs. W","W"
