"Gene","GO.terms","ModuleColor","GS.ambient","GS.normoxic","phase1_treatment.GS.both","phase1_treatment.GS.control","phase1_treatment.GS.hypoxic","phase1_treatment.GS.warm","p.GS.ambient","p.GS.normoxic","phase1_treatment.p.GS.both","phase1_treatment.p.GS.control","phase1_treatment.p.GS.hypoxic","phase1_treatment.p.GS.warm","MMlightyellow","MMcyan","MMmagenta","MMdarkorange","MMpaleturquoise","MMsaddlebrown","MMroyalblue","MMdarkolivegreen","MMyellowgreen","MMmidnightblue","MMsteelblue","MMdarkmagenta","MMgreenyellow","MMdarkred","MMlightcyan","MMpink","MMdarkturquoise","MMblack","MMorange","MMgreen","MMsienna3","MMblue","MMgrey60","MMskyblue","MMlightgreen","MMbrown","MMdarkgreen","MMwhite","MMpurple","MMyellow","MMdarkgrey","MMsalmon"
"LOC111103362","GO:0005515;GO:0005886;GO:0007165;GO:0038023","brown",0.0736059828959915,0.169583536813406,0.0286625556192861,0.289030208201313,-0.221313984933152,-0.111044170705138,0.757778741832127,0.474750766209921,0.90452017719469,0.216479901088636,0.348389631052347,0.641162150566601,-0.180186012322755,-0.525132818296335,-0.249755099069924,-0.298621726289315,0.0397038320542346,0.0953486887165702,-0.213967134982756,0.475073557306251,0.318389835070655,-0.0149095045926881,0.0376188951980621,0.0909592463366328,-0.293755231447393,-0.134694111372577,0.089319100274185,-0.0188850909785225,-0.24981210094164,0.0756826715093157,-0.054003896666349,0.219802839674321,-0.0445460576948307,0.353927826831886,-0.121082589722873,0.119148833666944,-0.124893301968005,0.586693077458909,0.387050379419676,0.360675712415753,-0.202855136227895,-0.219756374174303,0.0969978922807513,0.255626674214195
"LOC111103367","GO:0005783;GO:0005794;GO:0006612;GO:0018230;GO:0019706","orange",-0.280956547781841,-0.177806735772496,0.370259485469526,-0.174853756963714,-0.137746675245041,-0.0192365638317813,0.230166972270214,0.453265444935952,0.10806570031495,0.460922565606674,0.562502367184551,0.935842622892041,0.190524536055378,-0.0866991238549086,-0.352377010032622,-0.442647316312464,0.080019865019178,0.315976752154978,0.042058536879866,0.329141670461128,0.157605142552617,0.355692941719302,-0.126151075883078,-0.486412966099254,-0.17885668350578,-0.0357812879651697,-0.151519445153303,0.240818251277391,0.311555954070997,0.265629393599365,0.684296266874204,0.511936413195322,-0.446459170731499,-0.221571372820541,-0.117930122929229,-0.105182002324311,-0.374900757759531,-0.307259071729805,-0.360179121594952,-0.518067964372621,0.0776121289167,-0.139609312278178,-0.0805700479677593,0.0238939348745802
"LOC111103370","GO:0000149;GO:0001786;GO:0005509;GO:0005544;GO:0005886;GO:0030276;GO:0030424;GO:0030672;GO:0031045;GO:0048488;GO:0048791;GO:0070382","grey60",0.234149154818119,-0.433795448497462,0.105288906440032,-0.124836376461558,0.401131300374012,-0.366278623258658,0.320405552290673,0.0560153255603116,0.658649141102418,0.600002734509195,0.0796217195793804,0.112207225299267,0.26597463066069,0.00970315328117796,-0.00973105132686844,0.188028694492455,-0.166820113966911,-0.237033191953607,-0.0918947600355047,-0.19544131003479,-0.29455260246714,-0.308448185670275,-0.260144449805451,-0.159938087198057,-0.208185825486816,-0.382962941185386,-0.25640327086691,-0.224974895863192,0.00501946385488353,-0.0950077902779046,0.0183546122706585,0.456700133964011,0.359049315253803,0.390867581024054,0.402079867612518,0.00216928366001155,0.26472554092752,0.0418934265565223,-0.0257252256800737,0.0342722816109363,0.0749449958479812,0.182451360678965,-0.0711305492583698,0.0923037539467747
"LOC111103373","GO:0000776;GO:0031616;GO:0035196;GO:0035198;GO:0051661;GO:0072686","cyan",-0.208224867930234,0.22201167954814,0.124558538445039,0.123690848400372,-0.370134249407259,0.124169910556693,0.378337747984481,0.346833070878247,0.600820992804253,0.603379379237287,0.108194282038171,0.601966309498177,0.51824824376292,0.828349370892819,0.365965677659422,0.0755773724999321,-0.0262602899429493,-0.17721992222126,0.463868621088313,-0.240157640031281,-0.191696023328954,0.134238325317033,-0.0918173852411304,0.351506423647211,0.607874693051598,0.0789522595167717,-0.131337506770377,-0.12584958400018,0.0636572297133496,-0.0112487262535604,-0.130691806526208,-0.210332405739377,-0.175611334164958,-0.56401124946848,-0.494160716293732,-0.306712506297529,-0.11075416079619,-0.182333022316564,-0.197581403062501,-0.168298565638596,-0.0757766184604108,-0.0605638650881,-0.250327176742559,-0.216912660952007
"LOC111103374","GO:0005783;GO:0016094;GO:0045547;GO:1904423","magenta",-0.0311860486109559,-0.109979788933732,0.0882251314046067,-0.0762432902732298,0.0448582720913871,-0.0456688433964603,0.896155768120959,0.644382859671375,0.711477723974837,0.749361932752214,0.851042205012096,0.848380174361696,-0.0448465177815981,0.475602990797983,0.581196036697332,-0.0673899813278577,-0.274822259173378,-0.406097920378789,0.516083312398826,-0.0700863243176725,-0.0178143374462557,-0.367693826388051,-0.0131885054332698,0.56936072705179,0.3455789674688,-0.0479528029371438,-0.172528039268033,-0.384120791601293,-0.132178678980417,-0.390541148258341,-0.652618865109304,-0.155402429331253,0.366151853194214,-0.0481181357542927,-0.199561022306349,-0.037818413514299,0.471397712496294,0.0543364607716695,0.297383840431422,0.403683857508238,-0.110839928083102,0.0575268489699328,0.00642867729258461,0.0425772117983144
"LOC111103375","GO:0003351;GO:1904158;GO:1990716","greenyellow",-0.158469209029987,0.398796096088247,-0.289280684573205,0.0083988637348858,-0.190955781659229,0.449293309539536,0.504580637947745,0.0815547110976289,0.216064034785962,0.971965915209242,0.419980696820054,0.0468834669524016,0.204092456770235,0.468128818593583,0.0653784328099926,0.389329065805179,0.078389199179218,-0.0561831952950969,0.0844420552142622,-0.19886266546177,0.200940400029606,0.267339177591519,0.46320364682145,0.180220397954944,0.54909978733924,-0.023469966413547,0.16042594063377,-0.203296831882164,0.131425490533329,0.0514023580025381,-0.0182736901278836,-0.436833726116199,-0.0945509381215119,-0.211053094754506,0.210626171412022,-0.022156033077751,-0.290036922157633,-0.371847434530243,-0.440639907142173,-0.409302684070416,-0.22078673552635,-0.232076990303413,-0.332327923113709,-0.25844825380127
"LOC111103377","GO:0005634;GO:0005829;GO:0019888;GO:0019903","grey60",0.00400044068602452,-0.167998048978001,0.337364964832367,0.116437151291696,-0.118629341847727,-0.316240561644711,0.986645216881595,0.478951131161109,0.145767947973325,0.624939245419795,0.61839144936554,0.174345100437028,0.0367483125777572,-0.429568110948287,-0.499488549175644,-0.103760227453076,-0.0132602004745323,0.0694022861794432,0.000183486907230183,0.343233821452019,0.243744889231221,0.130197427076294,-0.00273353669985722,-0.446713335541775,-0.367873745585368,-0.15070785044692,-0.207493593341989,0.164046626940881,0.0473504244765966,0.121262331390919,0.508723858213385,0.558918951196991,-0.154710460976248,0.422746378229528,0.460563146294695,0.332258695466251,-0.519171804320044,-0.0268780912422826,-0.224896227521463,-0.417450420914422,-0.0808081234782075,-0.371846546921534,0.0495557828162057,-0.0534284088662398
"LOC111103379","GO:0005085;GO:0005515;GO:0005737","orange",-0.167989545650371,-0.133141859718949,0.167078023247651,-0.181076710686186,-0.0013717159099066,0.03866522707408,0.478973708526096,0.575758769956101,0.481396987014214,0.444863543357473,0.995420589934386,0.871430279148318,-0.0854375512092383,-0.407484172807013,-0.535747258145389,-0.269552016745206,0.0600397638128928,0.362530024395414,0.202726736472035,0.120858075762733,0.18898202226182,0.453003251296676,0.180414312932576,-0.148479925583648,-0.100530510891534,-0.0216307275963796,0.154763854023756,0.543988641804087,-0.0561358675560259,0.141900157822279,0.404109327199123,0.195004522927614,-0.396626055807977,0.0160512658352337,-0.0187832154359613,-0.241926548536668,-0.551258106259548,0.165964845435335,-0.260510289786802,-0.317298556329338,-0.242705709692605,-0.522923785478076,-0.0345576543354893,0.246668266552035
"LOC111103388","GO:0005515;GO:0005886","lightgreen",0.127771915175199,0.156260231378166,-0.269205120029882,0.0733695698743577,0.0691516999634843,0.101882283387949,0.591385636134984,0.51061479974202,0.251072584452356,0.75853453849883,0.772053642605577,0.66908162053069,-0.0469882829087193,0.381402068508432,0.641064341085591,0.0277520573769142,-0.199675392697179,-0.348737120190998,-0.0997125595207474,-0.123752255018499,0.0023032337303064,-0.475148869931599,0.14325454172824,0.620231554469189,0.289313287604718,-0.180431012587597,-0.156637514139661,-0.341594014587017,-0.170351963810936,-0.189193806626813,-0.725326011795892,-0.3209600192922,0.551548859587503,0.115969450731212,-0.144538202481923,0.0712199181173919,0.733127773596285,0.301208776753771,0.649682790906933,0.664300476326026,-0.121676877382945,0.184896393756444,-0.0842356502775429,-0.193585135041886
"LOC111103389","GO:0006357;GO:0035098","orange",-0.297744861550024,0.0784471344326378,-0.179270362013172,-0.394554064296648,0.0754739711877068,0.507685668797424,0.202319190676201,0.742349315619237,0.44949471678454,0.085154728693587,0.751814397914449,0.022304148552411,-0.0757095119148362,0.193511873724268,0.216061036603996,-0.223415485370867,-0.0591907859322032,0.215435605412919,-0.248230308810357,-0.37141572878547,-0.225262928143278,0.264509378434494,0.103415049630196,-0.232466171992255,0.102528147804975,0.109740748548821,0.385445292804318,0.402091622582461,0.195391005413167,0.19172929151462,0.431264686715455,0.0612783470613252,-0.176093514673189,-0.491143102374656,-0.257041365553177,0.0351997007976573,-0.105579996442075,-0.417667690675306,-0.222919570467065,-0.462076120784897,-0.0291652239806082,-0.135839491572362,-0.327039050797118,0.0438285603168306
"LOC111103391","GO:0005634;GO:0005737","green",-0.265200084066506,-0.209316711293387,0.420702898295242,-0.147925468631347,-0.148142098328946,-0.0839369911699434,0.258465132170769,0.375785764293658,0.0647334896480868,0.533688287498252,0.533082553627578,0.724966453814933,-0.0189794603792359,-0.320848982609105,-0.270272093846325,-0.164343722629265,-0.218063269203686,-0.030421821947351,-0.124639531865124,-0.215253373174865,-0.233734516681157,-0.148879359500632,-0.146334691946495,-0.446459048052737,-0.453699470339276,-0.100758332775162,0.0684492718461159,0.165786587392576,0.273233352522974,-0.084799253829898,0.470322015046798,0.798981954569627,0.0148500600295124,0.301442047644511,0.166369466097929,0.142672268769745,-0.28769320135537,0.109557531735359,-0.201733981071873,-0.26404829112122,-0.097184645453024,-0.0945308546890788,0.306260703436547,0.154515176474473
"LOC111103394","GO:0005524;GO:0005858;GO:0007018;GO:0008569;GO:0016887;GO:0045505;GO:0051959","cyan",-0.326450785182416,0.100766128694506,0.00670449104104457,-0.239155684173014,-0.121964811318663,0.368870053766661,0.160091520917856,0.672512594679177,0.977619937420717,0.309865497185705,0.608481856445737,0.109498448713198,0.139535554571682,0.445367817771851,0.158801166721534,0.292867397648217,0.112126741553449,0.0208744858476588,-0.150522511840324,-0.295115729606617,-0.136588411407895,0.312687270791179,0.106019419298032,-0.210733309110209,0.299181403389153,0.0282113423329257,0.144200408262197,0.0416190292333336,0.262291410390473,0.52820976869163,0.470289563922065,-0.168443572795038,-0.181078047709512,-0.483241796910031,0.0290930274635225,-0.147374812609073,-0.224627187619735,-0.613549946487207,-0.528181917703068,-0.602158607405001,-0.0142633664142292,-0.128553689354235,-0.328802959853359,-0.263179844279896
"LOC111103396","GO:0003677;GO:0005654;GO:0006338;GO:0006357;GO:0016514;GO:0031491;GO:0035060;GO:0045893;GO:0071565","orange",0.012491858863728,-0.118957738354718,0.0559193958898713,-0.0667710693022552,0.08501591082193,-0.0660081783947809,0.958313646435488,0.617412935419511,0.814861267525691,0.779712318042168,0.721565086762734,0.782170774164415,-0.10917053220335,-0.310935872078266,-0.330140089642735,0.171960095144458,-0.180683201376424,-0.122332390166007,-0.251780936899964,-0.238261614094512,-0.351619505397727,-0.157780953117689,-0.247819879443081,-0.781886073634284,-0.560930722586497,0.0938673390953091,0.343108025420558,0.147139233639389,0.440865416932731,0.37655205208673,0.683685793509902,0.292074710265645,0.105951612262028,0.326964202664072,0.665612976984501,0.313861942384296,-0.303053094346982,-0.191856222897691,-0.331550706354334,-0.594747932492408,7.46192021577613e-05,-0.105716971898677,-0.112424945866213,-0.17270123763728
"LOC111103397","GO:0005634;GO:0005737;GO:0009408;GO:0042026;GO:0051082","brown",0.387642212004836,0.244396743913602,-0.386986231996186,0.348365042453443,0.0766920871407637,-0.0878844259157877,0.0912698842465285,0.299058837578458,0.0918665614698042,0.132263611706076,0.747932308043362,0.712546490243763,0.0901141633606676,0.06527188860489,0.416882293958057,-0.0355675196909599,-0.268837348564121,-0.292925691283334,-0.216790377276799,-0.0163166216745307,-0.101838553841676,-0.627826575302637,-0.106267108690443,0.373137419211801,-0.0892172702616247,-0.0622168323462303,-0.059096274941727,-0.360918680185564,-0.224000062511107,-0.216355684466057,-0.649539917217915,-0.221019683611115,0.712238510563536,0.596365139947922,0.255915974634921,0.0941763556035076,0.349515604777141,0.665451659422195,0.643452257131133,0.638631764915077,0.0208707760920612,0.167651166189322,-0.0926900278035969,-0.196729585643117
"LOC111103400","GO:0004672;GO:0005524;GO:0006468","orange",-0.326146656641844,-0.0947722446942223,0.302580294661612,-0.192844368436036,-0.170626683959174,0.0952022768886275,0.160504068947401,0.691042633151508,0.194734386411402,0.415310627872525,0.471997319638773,0.68970739561332,0.14665893856714,-0.0191798322490833,-0.295226976613567,-0.070960249989097,0.109396289213034,0.195995351065466,-0.209501690335623,0.0628136966232261,-0.00881387067576834,0.258244310266428,-0.11594577894482,-0.704913362947222,-0.243012815559178,0.0157012537104509,-0.0757079550675472,0.251546215238869,0.527115302731076,0.214940393883578,0.862799260569798,0.647467339975405,-0.304859265008353,-0.149085804770603,0.136659648396624,-0.0585394753143334,-0.426176394102705,-0.471123497763641,-0.532921517847361,-0.760040372378711,0.0206491244526396,-0.133291962873608,-0.0795928048216046,-0.134986639292821
"LOC111103401","GO:0005509;GO:0016460","darkmagenta",0.0219798414142164,0.131010180047518,0.0154135246112367,0.17954309977598,-0.164757641456972,-0.0394913193265209,0.926715387316301,0.581940737291134,0.948574987498984,0.448793866557769,0.487593113383873,0.868705909023376,-0.00635837577425845,0.0234989981991395,0.0389780784744853,0.0276820990929314,-0.0708173638313841,-0.163467307960768,0.229570579522127,0.163006951800393,0.524774445859053,0.0173994350461258,0.57576913613569,0.822658276202847,0.471697944613156,-0.133737719592606,-0.14811295385284,-0.394640514309824,-0.579610852453032,-0.25573834868697,-0.696464172772179,-0.17826308295901,0.147753813221497,0.266499198699201,-0.0366180481080934,-0.0555830603031135,0.184669603753079,0.384883557904833,0.269644065167797,0.549222985133032,-0.335098459106282,-0.2479533772369,0.0900085513580575,0.0224776182128498
"LOC111103404","GO:0008028;GO:0015718;GO:0055085","paleturquoise",0.0419685480836414,0.105585173421152,0.0424981054185698,0.197282702530674,-0.160566196818215,-0.0874762588956809,0.860544908198984,0.657744679439474,0.858802066811632,0.404446730395755,0.498884372198951,0.713827557418235,-0.101733508776428,0.112148413767583,0.012322020065155,0.498916110955413,0.475924385509194,-0.0751099860134697,0.0363987488157545,0.490160221560721,0.334337580712074,0.309338327166307,-0.02825155026677,0.000433750459581174,0.173248731651085,-0.18401851236799,-0.161481164213012,-0.138748438420953,-0.138656382029454,-0.262230495073267,0.0382725723623316,0.315292221937992,-0.228934351969079,-0.150143705589187,-0.129280184995022,-0.130369296647336,-0.246681915604993,-0.203098245509016,-0.150974598869525,-0.153098506772993,0.218190286164216,-0.0346414111716554,-0.233200027215893,-0.167274174807906
"LOC111103406","GO:0005975","salmon",-0.0108203938142649,0.00294359761298309,-0.228080225124304,-0.207635951953656,0.20730955081696,0.223123173021008,0.963887710471474,0.990173113387519,0.333465393428669,0.379718268523468,0.380484626221392,0.34436169512466,-0.0807810904680271,0.0759090497691138,0.369811356829652,-0.108449240062149,0.22161049539081,0.345214281904841,-0.046957753636407,0.085940499978026,0.000824641732365817,0.0896803280284398,-0.0785557925933471,0.100021157999332,0.0620400184586428,-0.0813518614072955,-0.115371620731867,-0.00714852874393335,-0.127925366571425,-0.156849528092187,-0.114626687887138,-0.122314750185527,0.0368467262460771,-0.183888635463553,-0.165180694968734,-0.113094346046722,-0.058162007926282,-0.104403315370871,-0.0221986848616494,0.0528122476468682,-0.0357200413561293,-0.0697223647072292,-0.0724332881542464,0.550618053010426
"LOC111103411","GO:0005068;GO:0005104;GO:0005737;GO:0008543","orange",-0.159681108952901,0.204621455029491,-0.232051815224261,-0.15376327833395,-0.020731868671466,0.39781991154679,0.501284812080971,0.386828952267235,0.324883834758744,0.517476840190465,0.930866526256054,0.0823729810907947,0.158798801539729,0.154450245657919,-0.0767930828198731,-0.105157257562872,0.0945124356852007,0.276654652355228,-0.127306053064128,0.0252931150403236,-0.136173046930728,0.00890452148054713,-0.268423826876383,-0.660677075471386,-0.234417294043614,0.244250846382769,0.422286851829647,0.273340696165793,0.658770159070561,0.0893316224724743,0.554126600783299,-0.017885666207262,-0.0577650466610772,-0.187782241614614,0.235220461932267,-0.215890722198601,-0.255128671887182,-0.40415844742045,-0.36920558657573,-0.674294705358965,-0.140989255444891,-0.0402564209537238,-0.234987312839078,-0.153874087247824
"LOC111103414","GO:0003352","blue",0.038040598933174,-0.112499571754483,0.24919933989962,0.136684844639362,-0.100948322026211,-0.273905810293365,0.873491168242887,0.63676823866852,0.289360811388349,0.565547197667749,0.671952118377286,0.24256973773294,-0.110939370312217,-0.365373230316597,-0.0261367055727144,0.0436480251244065,-0.25553126410873,-0.214472004329889,-0.0275101160665445,-0.01765644795907,-0.0496655668335536,-0.533541011070275,-0.0870683527636542,0.0587013251868899,-0.386580270873393,-0.00362380600976794,-0.0123951222611716,-0.282125663475575,-0.213334492254931,-0.148520273917692,-0.227897562455968,0.333490679033273,0.598126292668994,0.860753927413526,0.590576846041847,0.00118041152416187,-0.0522137037774268,0.582915748604123,0.185217237342085,0.323769468300161,-0.203481106261463,-0.158135200685494,0.34339527192534,-0.0152340052464115
"LOC111103416","GO:0005634;GO:0005737;GO:0009408;GO:0042026;GO:0051082","brown",-0.00690609989809951,-0.0616780298587256,0.248443068939982,0.14240256609696,-0.158639215081574,-0.221567371667696,0.976947121553193,0.796161974703245,0.290874977851511,0.549237647504845,0.50411766893563,0.347823855583044,-0.169608513940218,-0.457604228142318,-0.11260116259167,-0.0873935802260887,-0.239321048365645,-0.137088047700797,-0.080654612008925,-0.072987489388799,-0.145639230846562,-0.498511850909787,-0.145614685503012,0.0249660913842514,-0.476359429364764,0.00935446656534622,-0.0462887285212078,-0.167513742990226,-0.0450361666814273,-0.135969798149612,-0.161764558982138,0.359176213444401,0.440454217506998,0.74031904873618,0.302627600438002,-0.0450703686187912,-0.0674589879357962,0.764734282595184,0.268061337024804,0.424235768087855,-0.111276687087003,-0.0369040127647991,0.431400938359664,0.115001643058965
"LOC111103421","GO:0005669;GO:0006366;GO:0046982","greenyellow",-0.34782351815236,0.159985829533682,0.317829505496808,0.0735039293304739,-0.477408044950898,0.106020477105118,0.13290690057756,0.500457751317437,0.172071979303416,0.758104974363484,0.0332810422976616,0.656416588719608,-0.00900936358089069,0.269079513260493,0.112501574565485,0.283952479653335,0.309991548969784,0.101359688625369,0.280079216229809,-0.0932513403128984,0.106041421298004,0.412851196063409,0.281924971138088,0.4949106520292,0.538072501198169,-0.144383210244702,-0.197053726261229,-0.249566142582112,-0.434398863577093,0.106619868907807,-0.114092692060981,0.0713047385605022,-0.310646974875474,-0.328744972579475,-0.447599191251915,-0.0175222474037312,-0.202880665786425,-0.0350647359860831,-0.168511007600853,0.0643379906735035,0.00250878739589814,-0.234836255312973,-0.151980264424012,-0.168247198628632
"LOC111103427","GO:0005634;GO:0005737;GO:0031398;GO:0043027;GO:0043066;GO:0051726;GO:0061630","salmon",-0.0838647011675681,-0.245030523181721,-0.0693775262395757,-0.417613000659071,0.345606851666485,0.160441419458264,0.725194531120609,0.297767813661694,0.771328182790331,0.0669324052279052,0.135563193310392,0.499222441495533,-0.185395532653791,-0.162156736236181,-0.0130700668459993,-0.036414863753977,-0.371684318501377,-0.299141136984057,-0.199856979875907,-0.214288033872067,0.0501149745576547,-0.180729792246136,0.287863748702731,0.05817504945938,-0.0533902211409167,-0.347963546620736,0.223186550847541,-0.155140403030889,0.210551286169385,0.199837867805997,-0.131694393955432,-0.346571322921908,0.180371974515583,0.1374032903523,0.248687886971715,-0.0311334343509042,0.142464126259756,0.0292092151626446,-0.0893537674992943,0.192949100562645,0.0411576335127017,0.255673626004739,0.394335471050341,0.435810109661771
"LOC111103428","GO:0005634;GO:0005737;GO:0031398;GO:0043027;GO:0043066;GO:0051726;GO:0061630","saddlebrown",-0.166038091913191,-0.131232646736776,-0.0437763819228329,-0.360934306309999,0.191213721509754,0.231202133561065,0.484169066561556,0.58129425137913,0.854597698999366,0.117945337364445,0.419341210192152,0.326708630066335,0.128792980820606,0.190925007053467,0.20292669145855,-0.140054805093185,0.181388844292277,0.405572494529273,0.0482267581045676,0.0466381001483435,-0.104625750323268,-0.0683108676010938,-0.177700569862703,-0.0746308320353059,0.0213243469664529,-0.248193733987096,0.316881647886486,-0.0450116676564476,-0.167087888307808,0.14379926979881,-0.0437183941982832,-0.116294118072673,0.20117098578776,-0.0659816729320054,0.130922559024275,-0.182204950792585,0.293969161995654,-0.232632728589035,-0.0185864924243378,0.0117208193193482,0.170264714153532,0.216150274027585,-0.23571171436273,-0.365893515097112
"LOC111103429","GO:0003729;GO:0005515;GO:0005634;GO:0031124","grey60",-0.0806414683911893,-0.00372739149586959,-0.104222585796142,-0.182565477850943,0.100559147535306,0.188926694160467,0.735386324131901,0.987556674620762,0.661908240185339,0.441065375979137,0.673149526911518,0.425029448834802,-0.0149468876906886,-0.120980184600817,0.0457040927247456,-0.0494084311780692,-0.32289616292045,-0.0733197604567175,-0.158341378484619,-0.221411678586922,-0.000871257688817811,-0.320491854022626,0.217889303409534,-0.0893470257369835,-0.160743215803398,-0.20022872264096,0.219787646739797,-0.301757334803471,0.0188218767466976,-0.0579817458971657,-0.0443092220525223,0.108102559677427,0.481919101469,0.600415428427616,0.736925954696388,0.304277535818217,-0.121801967501495,0.0550492447328819,-0.132834454154258,-0.0819408028092035,-0.0553476376140994,-0.0679606616405173,-0.00453717344779142,-0.0935866437900736
"LOC111103430","GO:0008270","lightgreen",-0.0969841403635714,-0.174856782650085,0.154138788390019,-0.160572658668827,0.0585078348698356,-0.0309610195434297,0.684184202262389,0.460914686310168,0.516442098089067,0.498866867618046,0.80644359534117,0.896901237498828,-0.166535258259406,-0.125664215737177,0.388470072490122,-0.279737399187143,-0.205085195631974,-0.0146816703431525,-0.15555801553233,-0.214183095834669,-0.39019463576068,-0.644099932251985,-0.340209955084475,0.108527223187985,-0.351671319005423,-0.0673312563662479,0.1690262497193,-0.100365678956329,-0.140887882859192,-0.192928503013059,-0.360898782917728,0.214186412196822,0.550452443237029,0.296718223557853,-0.108896966115363,-0.0178116259466171,0.579426718783637,0.427913659586749,0.521368758914167,0.62957751621806,0.0129509180832348,0.353541701458434,0.409417903059702,0.0771440543745246
"LOC111103438","GO:0008270","orange",-0.0359560326271191,-0.0336257277528789,0.121932155558806,0.0308917396043763,-0.0740030806132281,-0.0713257641461069,0.880374564913783,0.888079177534089,0.608578561825936,0.897130762726507,0.756509723314856,0.765077175761655,0.145073298494565,0.00974774668601085,-0.290059592583312,-0.309098157659891,-0.243535659206466,-0.169978577004395,0.120656936018504,0.32536746867571,0.442537354285116,0.339158861113657,0.277969007790793,-0.193780367859141,0.106924495227656,0.109948081684376,0.0817301372704366,0.322458253578657,0.0600369785441224,0.0161303832678452,0.411124933283085,0.37973220257836,-0.278052160930977,-0.0411556143744448,0.11831877999543,0.103584368056294,-0.358480425133394,-0.31423399912549,-0.21791168823892,-0.59364982262786,-0.252607753645346,-0.516605335638959,-0.30120108118414,-0.168725654591913
"LOC111103439","GO:0008270;GO:0061630","brown",0.0271916483266789,0.106294443997656,0.0488724949029051,0.187574622065406,-0.16726949544575,-0.076387302396105,0.909400195278843,0.655581236978116,0.837874650122853,0.428411554644321,0.480887453706745,0.748903101810365,0.0628842083175745,0.206443735859378,0.350788089044024,-0.20221649105514,-0.530979977326024,-0.483169227707363,0.308810603507227,-0.268830536370172,-0.298268339906622,-0.584225937945931,-0.16534752533594,0.367397429710708,-0.00723484723058118,0.0364164058077637,0.243499225488756,-0.134644812079442,-0.115675564737625,-0.268905000013873,-0.478067442841619,0.0504585475543005,0.528682627944833,0.376328933398072,-0.0106370618150737,0.0304134326568662,0.182338527345258,0.615145004393051,0.462028355468813,0.380652250282894,-0.198607560114562,-0.0884008710769473,-0.0455531293800694,-0.23349950924699
"LOC111103444","GO:0019783","orange",-0.127224019384053,-0.470544690229725,0.33411254583802,-0.357312504462497,0.231974740957358,-0.162470679347528,0.592990001042802,0.0362740232498726,0.149938948530502,0.121951636026997,0.325049110737893,0.493738240949439,0.00245383217806309,-0.0551187969207999,-0.132186252918464,0.0383963023880416,-0.208728154565107,-0.163496381344656,-0.0583240762230666,-0.106928446416946,-0.228893415933879,-0.034646016801413,-0.281219038289792,-0.731042433689437,-0.383326152823821,0.0995001607823912,-0.0829496528798236,0.221795265612837,0.513363780473752,0.313567636405954,0.732156954844726,0.407351333941789,0.0501023978374052,0.0712241929696202,0.523017743086892,-0.131576023256955,-0.318776673679193,-0.469489198294463,-0.537925055610665,-0.705212934003682,0.096272359071357,-0.103492217173933,0.0364278545675757,0.0226687507511119
"LOC111103445","GO:0004014;GO:0005829;GO:0006597;GO:0008295","blue",0.385878168512873,-0.128398246211994,-0.0349628648101419,0.249007339256454,0.179815664869724,-0.411042951535071,0.0928809453937388,0.589553831733981,0.883657018444306,0.289744764824658,0.448094026668264,0.0717940333092906,0.0192210721935129,-0.576301288506602,-0.397769710856442,0.0748057219158956,-0.139497499987431,-0.0762936060607513,-0.234688477963929,0.090277791409633,-0.0392347465764525,-0.204392738818693,-0.10821693739787,-0.222410061370892,-0.494550052223658,-0.140631387335402,-0.0473953463950986,5.01176905292104e-05,-0.18684617129513,0.140587303520376,0.112750739527897,0.259655376795458,0.280593252116216,0.796850155376717,0.652785748367308,0.188519161807608,-0.236655532670899,0.516184937522226,0.119410262269017,0.0654459261446244,-0.092097924747801,-0.229521595027637,-0.022354835913201,0.0872462270894689
"LOC111103448","GO:0003676;GO:0003724;GO:0005524","cyan",-0.192166752226838,0.121684273777947,0.011193515965752,-0.0667467074112053,-0.150144713892789,0.210442662220157,0.416982992164067,0.6093128322257,0.962643260116127,0.779790794536426,0.527497991826968,0.373164262472684,0.634288088934922,0.754597982146162,0.235826434396278,-0.154589781368358,0.0103852963519645,0.061163128458786,0.333516119048913,-0.152468338713686,-0.232270711522762,0.188453048029446,-0.240014007163077,0.0024186579884736,0.423471516508014,-0.000833122608887576,0.015862375352901,0.106221293127975,0.295148546918257,0.0495441751418869,0.0958387321263302,-0.281662270256682,-0.308278678389682,-0.70044683657225,-0.46674241066362,-0.332188037142474,-0.1177740695113,-0.400227056484897,-0.308788853399014,-0.342079875456999,0.119039410784831,0.192203407880672,-0.18387031723205,-0.142660999054225
"LOC111103449","GO:0004888;GO:0022848;GO:0034220;GO:0045211","grey60",0.192209709125479,-0.107338830277622,-0.37527215979046,-0.235426847220503,0.469984498946213,0.125829428890197,0.416876866478715,0.652400418714015,0.103009351249176,0.317695565747223,0.0365272562079357,0.597081879864148,-0.235717406111945,-0.472302590244094,-0.284296120795899,-0.0198233887294287,-0.0875526073573823,0.102225642740377,-0.354219258510828,-0.024583976351113,0.11174442983511,-0.159469787440037,0.224409922784201,-0.137821241291235,-0.28374498386362,-0.174734173933027,0.398831258706454,-0.0388050174520824,0.0102180993362874,-0.0277464458361171,-0.12551271241465,-0.215707175886653,0.231191487583493,0.401671520994868,0.485341463590795,0.0996649510415628,0.262694401959636,0.120645521247963,0.0887475858599651,0.215580396248446,0.122675479222613,0.301120988559128,0.135729825755142,0.0993237976721935
