"Gene","log2FoldChange","lfcSE","pvalue","padj"
1961.04311425075,-0.000344374690747522,0.0092930807424694,0.0897457970182649,0.99986105466773
2462.20766425767,-0.00686335415237282,0.16151342975559,0.043320451981242,0.99986105466773
129.321827560953,-1.39432572585365e-05,0.0307254298470108,0.980226487071572,0.99986105466773
865.904208241957,3.5189294806851e-05,0.00625678162722634,0.839115925624432,0.99986105466773
12437.0262104932,2.43583680761619e-05,0.00617344767569479,0.90201355259311,0.99986105466773
171.623978210642,1.39040701597872e-05,0.00738113198080892,0.910871447883655,0.99986105466773
32.9114854183003,-0.000274649695360368,0.0206769435271103,0.328110706470562,0.99986105466773
386.269749016267,0.000662100189058856,0.0280923701664673,0.0841532068490606,0.99986105466773
1031.3931643995,-9.84245004075149e-05,0.00820197897065848,0.467418347177527,0.99986105466773
331.983045514154,4.29064840332015e-05,0.00712734147456497,0.737606668426782,0.99986105466773
1071.68249000541,-4.96795289553878e-05,0.00615777312672785,0.812516677648007,0.99986105466773
907.820083353041,-0.000217564930521374,0.0073391202696324,0.215954037350449,0.99986105466773
8008.23428889674,0.0002962740877096,0.00613571454422512,0.335407703657785,0.99986105466773
174.55194063653,-0.000225788316540097,0.0102845317456077,0.180903217476062,0.99986105466773
1026.89351653938,-6.96881960257895e-05,0.00646736404809342,0.651890908321348,0.99986105466773
1761.80447893633,0.000359826130540229,0.00778229190082513,0.0978816918796484,0.99986105466773
1092.93625498923,-0.000104724499720268,0.0066560594403903,0.497938293181588,0.99986105466773
45.1267032220198,-0.000118052879177488,0.00985063190809309,0.41899313458233,0.99986105466773
503.405849324725,-0.00102206805594338,0.0577465930516583,0.289180848783439,0.99986105466773
357.593975204033,-0.000345705968488215,0.0151910552612082,0.112743014327935,0.99986105466773
82.4349386446566,0.000234266234657895,0.0207012730123902,0.422288557252667,0.99986105466773
22.8526565027515,0.000261425812961877,0.0202901669748596,0.34472999926649,0.99986105466773
5061.02111969534,6.79629361780973e-05,0.00606082956361081,0.846942018715001,0.99986105466773
41.3561585660431,-2.47358402808656e-05,0.0104492132318887,0.872851381896913,0.99986105466773
145.253064145147,2.363762689773e-06,0.0104780655468925,0.987877678391525,0.99986105466773
53.953563813441,0.00026745532801518,0.0230708391140761,0.419064960771609,0.99986105466773
88.9379130071164,0.00209378073649921,0.066583077192077,0.0538079819623333,0.99986105466773
105.081346954808,0.000587580026633354,0.0413855279093583,0.376986395504844,0.99986105466773
39.1641939570894,3.23104106401716e-05,0.00984183195110093,0.824631236650904,0.99986105466773
328.02781004035,0.000414373585436537,0.0310207659371974,0.370141876300695,0.99986105466773
19.7087520919611,0.000111838129663898,0.0170091655142232,0.659644594917932,0.99986105466773
980.076757348354,-5.87333546629938e-05,0.00946960594957012,0.675696007800761,0.99986105466773
226.873922931807,-0.000211577128287893,0.0139093785616579,0.262870571964287,0.99986105466773
269.312860483558,1.74841651902243e-05,0.00762733787849984,0.888409366507709,0.99986105466773
124.055423414769,-0.000108222440642865,0.00823628191453893,0.43106932651275,0.99986105466773
