"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","svalue","B1_Nu_O03","B2_Nu_O12","B4_Nu_O32","B5_Nu_O36","B6_Nu_O47","C1_Nu_W01","C1_Nu_W05","C2_Nu_W15","C3_Nu_W21","C4_Nu_W29","C6_Nu_W42","H1_Nu_B08","H2_Nu_B14","H3_Nu_B18","H4_Nu_B28","H5_Nu_B35","H6_Nu_B45","W1_Nu_G02","W2_Nu_G15","W3_Nu_G21","W4_Nu_G27","W6_Nu_G41","W6_Nu_G45"
"1","LOC111116054",8.73976335174402,0.00749505846575545,0.105582277832951,0.746829422231443,0.455166533047079,0.962815480200109,0.980734171316395,0.852423460610706,15.2400130413943,10.8742931863067,12.3725449504634,1.04120272983656,13.9466949034799,2.14255279120189,1.04938944715092,1.53590893056254,6.91797913086831,6.32240918533363,6.87608595382982,6.28790942661749,20.3870787735739,27.6308829303459,15.3623933635793,0,2.219589836915,27.1000418028699,11.1388828294047,8.23262178977022,0.989200856370717,2.49445776962675
"2","LOC111126949",670.509082397718,-0.000841390221024105,0.0698537176209574,-0.0744074674376874,0.94068616712072,0.998373799556635,0.988473565975436,555.78009631818,498.157926290576,371.398936516937,1617.42905806966,634.092462470463,457.625926520435,1152.69340166662,567.719690908649,434.662227349199,424.072120722227,1038.13958823178,431.22881910447,821.021316561198,574.660782930115,579.295752470699,762.998870391105,516.68904508748,1007.69378595941,1455.1544185454,250.624863661605,372.297452048498,486.686821334393,411.585531988413
"3","LOC111110729",160.018312911164,-0.0659273934036211,0.133612705783269,-2.1737021441027,0.0297275115424321,0.535282173245176,0.988360153593842,178.156503267638,168.592644270425,173.152206889653,173.215629306487,191.581302289927,129.006927857189,154.263800966536,168.951700991298,119.032942118597,179.175659489489,235.193621694411,176.813638812767,183.247646147138,173.290169575378,143.871149051111,226.339262223402,187.529272709415,170.908417442455,75.4088119732031,84.4698614563186,128.063005618648,116.725701051745,143.431321753538
"4","LOC111112434",13.0480739457338,-0.0124548993632472,0.109063954127571,-1.10600105978784,0.268726060666306,0.89469270007121,0.979021941449535,5.96696422427494,1.90500163017429,8.36484091254363,21.3707594598912,18.741649137058,9.58835274614246,18.2116987252161,22.0371783901694,13.8231803750629,12.452362435563,24.0251549042678,7.85838394723408,35.0326382340117,7.64515454009023,5.7167343993819,25.6039889392988,6.55696757725228,17.75671869532,0,9.28240235783721,6.40315028093239,21.7624188401558,0
"5","LOC111120752",403.233516656779,0.0128102464638867,0.0770176978274729,0.961518578704999,0.336291488581046,0.926629345260809,0.987605226503624,499.520147917874,397.192839891339,324.555827406693,227.204916363054,343.596900846064,739.174829884437,252.821229361823,163.704753755544,536.800171231608,492.560114117824,212.43294862721,495.078188675747,214.687193280226,354.225493690847,386.832361024842,288.812995235291,301.620508553605,318.141209957816,539.644310683235,862.335179043077,396.080581663389,614.293731806215,313.054450088157
"6","LOC111128944",1.59456897844446,-0.00345720915194957,0.176957469781256,-0.282917018764261,0.777240448256398,NA,0.976053305682666,0,0,0,0,0,0,2.14255279120189,4.19755778860369,0,4.15078747852099,0,0,0,17.8386939268772,1.9055781331273,0,0,1.47972655794333,0,3.71296094313488,0,0,1.24722888481337
"7","LOC111128953",0.075797254910217,-0.00294490142239915,0.242710703788269,-0.212043437513504,0.832073146508572,NA,0.971599965999054,0,0,0,0,0,1.74333686293499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","LOC111105691",17.385312926618,0.0069557562240452,0.139729320551478,0.638447344099052,0.52318252036108,0.972404654921975,0.976631255134793,11.0815049879392,16.1925138564815,2.50945227376309,38.2424116650685,3.12360818950967,2.61500529440249,43.9223322196387,9.44450502435829,0,0.691797913086831,26.5541185784012,31.4335357889363,0,0,1.9055781331273,51.2079778785976,0,118.378124635467,10.6043641837317,0,0,25.7192222656386,6.23614442406687
"9","LOC111105685",0,0,1.04775848852624,NA,NA,NA,0.938555453596959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","LOC111105702",0,0,1.04775848852624,NA,NA,NA,0.938566965120426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","LOC111133554",3.80229099386594,-0.0492386264222112,0.397157394700149,-1.83326471713974,NA,NA,0.853196566872073,39.2114791880925,1.90500163017429,2.50945227376309,3.37433044103546,0,6.97334745173997,3.21382918680283,0,0,0.691797913086831,2.52896367413345,1.96459598680852,0,2.54838484669674,0,22.531510266583,0,0,0,0,0,0,0
"12","LOC111125466",2.66363967308813,-0.00850299709158672,0.189530209797481,-0.657141824309161,0.511089728163878,0.97148408512649,0.969730125644428,0.852423460610706,0,0,0,0,0,6.42765837360567,0,1.53590893056254,0.691797913086831,17.7027457189342,16.6990658878724,0,0,0,8.19327646057562,0,0,0,0,0,7.91360685096574,1.24722888481337
"13","LOC111128964",0.852423460610706,0.000259880485132455,0.239415931218317,0.0188843336352099,NA,NA,0.974706812073096,19.6057395940462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","LOC111113860",671.838462818893,-0.0333992388312915,0.156077530200141,-1.90288455856335,0.0570556102808405,0.643773280791707,0.923171069010843,796.1635122104,707.708105609748,1329.17322100318,229.454469990411,807.973318353169,306.827287876559,700.614762723018,806.980484859059,563.678577516453,443.442462288659,2464.47510044305,450.874778972555,618.909942134207,761.967069162326,649.80214339641,947.347590754056,352.764855656173,433.559881477396,361.726644933959,41.7708106102674,150.016663724702,753.771052554486,773.281908584292
"15","LOC111109550",32.7661216465863,-5.15853111922462e-05,0.103572445206864,-0.0055708110168697,0.995555158888653,0.999571052536147,0.983838815822977,0,18.0975154866557,13.3837454600698,0,1.04120272983656,6.97334745173997,36.4233974504321,32.5310728616786,10.7513625139378,38.7406831328625,146.67989309974,0,23.3550921560078,89.193469634386,0,63.4978925694611,2.62278703090091,15.537128858405,28.2783044899512,144.80547678226,40.2483731944322,22.7516196965265,18.7084332722006
"16","LOC111109753",30.2884888292859,-0.00255536175871758,0.102712739240977,-0.274049880152308,0.784046289583609,0.995096322791519,0.982850729537434,5.11454076366424,3.81000326034858,27.603975011394,0,0,20.0483739237524,27.8531862856246,34.6298517559804,26.8784062848445,85.7829412227671,46.7858279714688,54.0263896372343,57.4894576147885,78.999930247599,0,0,31.4734443708109,40.6924803434416,15.3174149320569,98.3934649930744,32.0157514046619,0.989200856370717,8.73060219369361
"17","LOC111109452",4687.80528259107,-0.01453622789689,0.0815150163353967,-1.07609903047436,0.281882969232157,0.901710548504655,0.986846073441877,2553.86068798968,3309.94033242783,3173.62064221905,4478.86127206773,5089.39894344109,1499.26970212409,7312.53267637205,4273.11382879855,4292.86546092231,3744.01030562593,7747.48021570783,3384.01658727767,10040.8930815329,9355.12077222374,3521.50839001925,5022.47847033286,7245.44917286377,4334.85895149499,2164.46855616835,2831.13271914035,4070.57410716416,2194.04749943025,6180.01912425027
"18","LOC111124802",2919.80298211291,0.0187741188740263,0.0594071157261204,1.43199879771468,0.152144165398181,0.81259574886667,0.990844022656868,2829.19346576693,3107.05765881426,2697.66119429532,2507.12751768935,2874.76073707874,2742.26888539674,3284.5334289125,2673.84431134055,2887.50878945758,2606.00273859809,2651.61841232892,2700.33718386831,2828.66096920264,3458.15823696748,3124.19534926221,2103.62373125279,3180.12927496736,3157.73647465107,3284.99637158266,3276.68803231654,3475.08113103745,3167.42114209904,2536.8635517104
"19","LOC111101273",1215.16632332556,0.0127655522626507,0.0655917294260553,0.935753095225258,0.349400326452483,0.931319167253933,0.989804742043425,1142.24743721835,1290.63860444308,1437.079668775,918.942656775323,1003.71943156244,850.748389112276,1252.3221064575,751.36284416006,1198.00896583878,1273.59995799286,1320.11903789766,1584.44666336107,1180.33042665363,1051.20874926241,1586.39379582848,1052.83602518397,1328.44163115131,776.85644292025,916.68837054925,1836.98742661598,1108.65973435572,1921.02806307193,1166.1590073005
"20","LOC111101250",1363.50601086619,0.0174725073134447,0.0641828176384971,1.2449652080061,0.213144539486902,0.865171069729523,0.990615286953394,1387.74539387423,1447.80123893246,1313.28002326935,1510.57526077021,1334.82189965047,847.261715386406,1482.64653151171,1419.8239219952,1436.07485007598,1227.94129572912,931.923113918176,1524.52648576341,1576.46872053053,1243.61180518801,1210.9949036024,1408.21939166143,1637.93050079762,1561.11151863022,1205.36272888417,1109.24708176155,1766.35474178292,1255.29588673444,1521.61923947232
"21","LOC111101262",12612.7169998288,-0.00070156685768811,0.0469258905554091,-0.0650710166846758,0.94811745684503,0.998668164576595,0.99058410601974,11874.2588063071,10633.7190996329,13655.6027897275,16538.7182683285,10122.572939471,13386.2121020463,13779.828276615,15030.4050515426,11671.3719633448,9073.62142804688,15147.2279262223,9284.68063365706,16912.6798120506,14390.7292292965,8539.84840361,9563.60194860689,13117.8693350509,17365.331020744,15146.5668424301,11293.8989487805,12243.7380728971,11342.1770191466,9977.83107850699
"22","LOC111133260",2871.43659757596,-0.000185308986488323,0.0380661404801969,-0.0203535030601872,0.983761375340305,0.999415353524898,0.990794533459649,2367.17995011593,3016.57008138099,3002.14140351191,3042.52128100031,2872.67833161906,1859.26876432017,2543.21016315664,2509.09016813785,3200.83421129234,2446.19742067503,3009.46677221881,3573.6001000047,3007.41725147362,3214.78748410794,3237.57724818328,3781.19708655565,3825.33488456898,2397.89688714717,2137.36851436548,1885.25591887674,3229.01721309876,2443.32611523567,3441.1044932001
"23","LOC111113503",2.79602364865157,-0.00265424259696091,0.100055255028285,-0.285705455521908,0.775103725898053,0.994413973089518,0.983161511755487,3.40969384244282,1.90500163017429,3.34593636501745,1.12477681367849,2.08240545967311,0.871668431467496,0,1.04938944715092,3.83977232640636,3.45898956543415,2.52896367413345,8.84068194063834,7.18618220184856,0,7.6223125325092,2.0483191151439,5.24557406180182,0,2.3565253741626,0,6.40315028093239,0.989200856370717,0
"24","LOC111102393",725.433327168891,0.00442703460589332,0.0584054831664982,0.365985405201493,0.714375966155177,0.991291593172235,0.989834873804256,688.758156173451,697.23059664379,930.170309474852,574.760951789707,791.314074675784,288.522250815741,667.405194459389,659.016572810779,713.429698246301,530.608999337599,861.11213104244,689.57319136979,1078.82560305251,962.01527962802,643.132619930464,611.423255870456,1315.32769599681,621.4851543362,728.166340616243,741.663948391193,629.338199040212,346.220299729751,915.466001453016
"25","LOC111119377",198.674014516254,0.00215283408479852,0.0759462907608367,0.204576894638271,0.8379027090016,0.996187122618438,0.987207183356698,79.2753818367957,200.977671983387,164.78736597711,47.2406261744964,118.697111201368,195.253728648719,187.473369230165,204.63094219443,87.5468090420649,291.938719322643,120.125774521339,554.998366273407,143.723644036971,231.903021049404,176.265977314275,39.9422227453061,549.473882973741,192.364452532633,177.917665749276,143.877236546477,171.055586076337,43.5248376803116,446.507940763188
"26","LOC111101799",6091.88839489586,0.00429274055444025,0.0624937359500619,0.353182831640089,0.72395137795633,0.991291593172235,0.989378669781755,7128.81740108734,8963.03266997003,7867.13287824729,2764.70140802172,5287.22746211004,6897.5122982023,5158.19584481855,4945.77246442229,5725.86849313716,5527.46532556378,8668.0229930924,4740.57011616896,4291.04904727882,8052.8961155617,4859.22423947462,3751.49645938606,5654.72883862237,2696.06178857275,8329.1389349777,10303.4666171993,5295.40528233109,8138.15544536189,5067.49095899674
"27","LOC111117743",88.7028189743659,-0.0142700449480417,0.194792038717045,-1.03743211337915,0.299534518555539,0.914185030416743,0.963896473623318,7.67181114549636,1.90500163017429,0,0,0,0,65.3478601316576,161.605974861242,191.988616320318,1.38359582617366,311.062531918414,8.84068194063834,5.38963665138642,992.595897788381,0,88.0777219511879,0,0,164.956776191382,22.2777656588093,9.14735754418913,7.91360685096574,0
"28","LOC111117672",2499.76327612603,0.0611857788928288,0.129924955320989,2.12369320369305,0.0336958060661393,0.558013619354247,0.988231284312142,1983.58939284111,1928.81415055147,1689.69786433381,1654.54669292105,2383.31304859588,3255.6815915311,2335.38254241006,2016.92651742407,2793.05039022798,1952.25371073104,1987.76544786889,2012.72858848533,2860.99878911096,3335.83576432604,1896.05024246166,1750.28868389047,2075.93593495807,3711.89407060085,4662.3854527807,3140.23671765633,3278.41294383738,2713.37794902488,2075.38886432945
"29","LOC111114053",3313.64618427262,-0.00278111277616521,0.0423007892421932,-0.28017533000922,0.779342992801402,0.994544472348545,0.990713936159051,2773.78594082724,3129.91767837636,3892.99696069781,2621.85475268455,2997.62265919945,3584.30059019434,3613.41528236199,3892.18545948277,3166.27626035468,3149.06410037125,3599.97979012897,3357.49454145576,4627.90133799047,2813.4168707532,2395.31171334102,2668.95980703251,3620.75749615871,2897.30460045305,3151.85268794247,4382.22215313495,3234.50562762528,4140.79478476782,2501.94114293563
"30","LOC111109809",239.408119311793,0.0366488474426926,0.165428731826125,1.97379188500154,0.0484054119610318,0.621082431130365,0.911910987728238,286.414282765197,522.922947482842,102.887543224287,155.219200287631,181.169274991561,194.382060217252,172.475499691752,98.6426080321866,123.640668910285,184.710042794184,207.375021278943,245.574498351065,54.7946392890953,200.048210465694,241.055633840604,184.348720362951,243.919193873785,116.898398077523,1010.94938551575,105.819386879344,110.683026284688,643.969757497337,118.48674405727
"31","LOC111102064",1776.88647868159,0.010433303854333,0.0745777660563929,0.818985724730291,0.412794558248423,0.953866662851044,0.987713456722019,1172.08225833972,2012.63422227914,2129.68849633361,1068.53797299456,628.886448821281,1483.57967035768,1824.38370170841,993.771806451923,867.020591302555,1536.48316496585,2545.40193801532,2062.82578614895,2054.34983695346,2333.04632715087,2264.7796112218,807.037731366699,3657.47651459132,1342.85185133357,1088.71472286312,2251.91081201131,3392.75491313975,1424.44923317383,1925.72139815185
"32","LOC111112773",596.81183503887,-0.0114704980301354,0.0750010542760495,-0.879147401790611,0.379321359085213,0.940923720988547,0.987797310083645,821.736216028721,186.69015975708,277.712718296449,817.71274354426,577.867515059289,437.577552596683,1016.6412994253,591.85564819312,830.926731434335,367.344691849107,608.215763629095,381.131621440853,691.670036927924,937.805623584401,871.80199590574,620.640691888603,590.127081952705,297.42503814661,460.700710648788,413.066904923756,575.368789529496,585.606906971465,767.045764160225
"33","LOC111135169",282.188552610688,-0.00377590399873913,0.0720442784392497,-0.333900110308621,0.738454936544961,0.991360716138279,0.987843601835875,121.04413140672,198.120169538126,145.548231878259,129.349333573026,209.281748697148,213.558765709537,243.179741801414,234.013846714656,313.325421834759,163.264307488492,240.251549042678,425.335031144044,234.449194335309,266.30621647981,157.210195983002,202.783592399247,1724.48247281735,178.307050232172,225.048173232528,216.279974937607,203.071337480999,274.008637214689,172.117586104246
"34","LOC111135172",463.632368938505,-0.0163822661005717,0.0778178040493349,-1.12302745499098,0.261425834305138,0.890337291347454,0.988365494790091,340.116960783672,714.375611315358,283.568106935229,257.573890332373,319.649238059823,479.417637307123,431.724387427181,457.533798957802,549.087442676109,481.491347508434,666.381928134164,940.059179687876,661.128762570067,581.031745046857,282.025563702841,312.368665059446,470.790272046714,365.492459812003,338.161391192333,513.316850388398,482.980478333186,298.738658623957,436.530109684681
"35","LOC111135178",0,0,1.04775848852624,NA,NA,NA,0.938578471952015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","LOC111114201",1072.14509782894,0.0184300448062258,0.0790426453155967,1.20745925011612,0.227255329333651,0.874238398607685,0.988685325099021,1183.16376332766,961.073322422929,841.502995801889,2146.07416049855,1498.29072823481,795.833277929824,699.543486327417,972.784017508904,1085.88761390772,868.89817883706,575.33923586536,1021.58991314043,1340.22298064476,722.467104038526,862.274105240104,1585.39899512138,1223.53014991528,1364.30788642375,820.070830208584,789.004200416163,932.115733752872,749.814249129004,1620.15032137257
"37","LOC111114212",5875.62976790252,0.0314686430264602,0.0956573746772762,1.62105088777476,0.105006725535605,0.745654297022054,0.988813815353285,8197.75642069316,5518.78972261491,5024.75993616496,4915.27467577499,4704.15393340157,8191.06825050006,5018.92991339043,5275.28075082768,4864.99153755685,5750.91605149083,5200.81379585544,4639.39342284832,5184.83045863374,6317.44603496122,3321.42268604089,3412.49964582975,5123.61446486493,7588.77765241238,9054.94875021978,10193.006029141,6115.92325404485,7591.12737178888,3933.75990270138
"38","LOC111138315",2308.05621414639,0.00623312989260602,0.0631677988816854,0.502331521236507,0.615434339906356,0.983824094139397,0.989348337049361,1721.89539043363,2219.32689915305,1807.64212120068,4613.83448970915,2313.55246569683,2421.4949026167,2016.14217652098,2289.76777368331,2043.52683211346,2172.93724500574,1119.06642580405,2370.28505808448,2305.86621401816,1717.6113866736,1568.29080356377,4413.10353357754,2590.00219301465,3567.62073120137,2211.5990636516,1658.76530134551,2071.87648375884,1588.65657533137,2282.42885920847
"39","LOC111138321",9683.05665063257,0.00831771164457268,0.0601006501034694,0.65972753990695,0.509428690225764,0.97148408512649,0.989881040104658,8892.48154109089,5724.52989867374,10226.8544996758,12542.3862493288,12991.0864601707,12689.7490253038,12717.1220921788,9998.58265245398,6331.78456624408,8208.18223877525,5656.02725719946,8145.21496130812,11508.6707962605,6492.01039695995,9558.37991576654,11950.9178773071,6887.43874314579,12689.395097643,8124.12122742555,9054.05525983441,10995.1237681153,10687.3260522292,10638.8623874581
"40","LOC111121058",55.9236551953479,0.00714349757972866,0.0880317022430414,0.691756408918062,0.4890903158216,0.967448529861946,0.984289827486497,28.1299742001533,96.2025823238016,26.7674909201396,3.37433044103546,34.3596900846064,59.2734533397897,8.57021116480756,46.1731356746405,43.0054500557512,100.310697397591,35.4054914378683,22.592853848298,51.201548188171,22.9354636202707,26.6780938637822,38.9180631877342,237.362226296532,33.293847553725,68.3392358507153,107.675867350912,32.9304871590809,102.876889062555,59.8669864710419
"41","LOC111138070",1291.06761622088,-0.00541178155531095,0.0480342153001534,-0.494910234529093,0.620663485958541,0.983824094139397,0.990577844952746,1270.11095630995,1324.92863378622,1486.432230159,1743.40406120165,1565.96890567418,873.411768330431,1495.50184825892,1535.2567611818,1005.25239505318,1037.00507171716,1586.92470551874,1235.73087570256,1629.46681426916,1060.12809622584,1302.46265399251,1336.5282226314,1146.1579325037,866.379899675821,1061.61468106025,979.293448751826,1310.8163360823,1656.91143442095,1184.8674405727
"42","LOC111108931",29.2914687878683,-0.00058938599549601,0.0854701383589793,-0.0627051412409412,0.950001303334573,0.998688153339911,0.985851584772904,69.0463003094672,56.1975480901415,9.201325003798,3.37433044103546,14.5768382177118,68.8618060859322,10.7127639560094,10.4938944715092,17.6629527014692,31.1309060889074,15.1737820448007,61.8847735844684,0,43.3225423938446,35.2531954628551,13.3140742484354,64.2582822570723,41.4323436224133,23.565253741626,12.0671230651884,31.101015650243,9.89200856370717,31.1807221203343
"43","LOC111108878",0,0,1.04775848852624,NA,NA,NA,0.938589974094593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","LOC111108901",1737.94276596691,0.00429414410411817,0.0586987633041614,0.354942288104943,0.722632827068973,0.991291593172235,0.989800926317618,1292.27396628583,2458.40460373992,1986.64971672911,1140.52368906999,1203.63035569106,914.380184609403,1637.98160887384,2025.32163300128,1763.99140675108,1322.02581190893,2182.49565077717,2104.08230187192,1732.76818342073,2716.57824657873,1966.55663338737,1068.19841854755,1927.74846771217,1598.1046825788,2381.2688905913,1265.19144137321,2041.69020386301,1147.47299339003,2095.34452648647
"45","LOC111130095",2582.53429577159,0.0065263147022014,0.0657464010274261,0.526316155014888,0.598668560321477,0.982161995227835,0.988994052424178,3995.30875988238,3775.71323100544,2142.23575770242,1204.63596744966,1772.12704618182,2824.20571795469,1731.18265529113,1767.17182900215,2717.02289816514,3494.27125900158,2271.00937937184,3254.35325214831,1411.18652988801,3549.90009144856,2369.5864085438,2142.54179444052,2319.85512883186,1427.19626513634,3662.04043144868,2661.26475599193,2802.75035153955,4164.53560532072,1938.19368699998
"46","LOC111103204",975.577323839754,-0.226507488247231,0.214438343677975,-3.15254022429724,0.00161856519986762,0.182731335707723,0.983213307989331,770.590808392078,1144.90597973475,1127.58055501088,976.306274272926,901.681564038459,1533.26477095133,1151.62212527102,1114.45159287428,681.175610704487,963.674492929956,1406.1038028182,1340.83676099681,983.608688878021,941.628200854446,1119.52715321229,909.453687123894,876.010868320904,688.07284944365,599.735707724381,611.710315381472,946.751505823575,891.269971590016,758.315161966531
"47","LOC111103224",1039.39595574137,-0.0406205442030386,0.133459040719644,-2.00134965314791,0.0453547223037873,0.611192241982531,0.976470200909246,787.639277604292,1679.25893699864,1181.95202094242,530.894656056246,636.174867930137,3463.13867822036,920.226423821211,653.769625575024,1161.14715150528,851.603231009889,1464.26996732327,935.147689720855,674.602854198533,779.805763089203,1131.91341107762,1109.16480085042,925.843821908022,429.860565082538,628.014012214332,1322.7423359918,1047.37243880966,735.965437139814,855.599014981974
"48","LOC111131060",324.093641947533,-0.0313458174183432,0.132042504857538,-1.8374805743665,0.0661389816108653,0.669609804476225,0.970206350086488,143.207141382599,314.325268978758,447.518988821084,76.4848233301371,543.507824974683,706.051429488672,368.519080086725,668.461077835137,182.005208271661,175.024872010968,472.916207062955,426.317329137449,441.950205413686,164.37082261194,300.12855596755,429.122854622648,196.709027317568,208.64144467001,234.474274729178,445.555313176186,203.071337480999,233.451402103489,72.3392753191757
"49","LOC111131074",397.496599381999,0.0157078235349507,0.0777137828959542,1.0950078653648,0.273513190665732,0.896989983406676,0.988193332277209,498.667724457263,418.147857823256,246.762806920037,133.84844082774,540.384216785173,330.362335526181,417.797794284368,430.249673331878,397.032458550417,322.377827498463,355.31939621575,455.786268939576,367.393565069508,439.596386055188,432.566236219897,287.788835677719,225.559684657478,453.536190009631,348.765755376064,763.013473814219,396.995317417808,612.315330093474,268.154210234875
"50","LOC111131094",67.4989205353032,-0.00134935753608809,0.0763209290642206,-0.129767228680178,0.896750591356659,0.996187122618438,0.987252874100686,58.8172187821387,40.0050342336601,138.856359148224,140.597101709811,87.4610293062708,81.0651641264771,35.3521210548312,147.96391204828,59.9004482919391,22.8293311318654,21.4961912301343,48.1326016768087,39.5240021101671,133.790204451579,64.7896565263282,55.3046161088854,26.2278703090091,99.8815426611749,129.608895578943,22.2777656588093,45.7367877209456,31.654427403863,21.2028910418273
