"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","svalue","B1_Nu_O03","B2_Nu_O12","B4_Nu_O32","B5_Nu_O36","B6_Nu_O47","C1_Nu_W01","C1_Nu_W05","C2_Nu_W15","C3_Nu_W21","C4_Nu_W29","C6_Nu_W42","H1_Nu_B08","H2_Nu_B14","H3_Nu_B18","H4_Nu_B28","H5_Nu_B35","H6_Nu_B45","W1_Nu_G02","W2_Nu_G15","W3_Nu_G21","W4_Nu_G27","W6_Nu_G41","W6_Nu_G45"
"1","LOC111116054",8.73976335174402,0.00354356481287952,0.0603746340609144,1.36231965851671,0.173097026243864,0.999656217402912,0.987816550041704,0.852423460610706,15.2400130413943,10.8742931863067,12.3725449504634,1.04120272983656,13.9466949034799,2.14255279120189,1.04938944715092,1.53590893056254,6.91797913086831,6.32240918533363,6.87608595382982,6.28790942661749,20.3870787735739,27.6308829303459,15.3623933635793,0,2.219589836915,27.1000418028699,11.1388828294047,8.23262178977022,0.989200856370717,2.49445776962675
"2","LOC111126949",670.509082397718,-0.00132319163892308,0.0413747289356828,-0.334194245499456,0.738232986045848,0.999656217402912,0.995112528622714,555.78009631818,498.157926290576,371.398936516937,1617.42905806966,634.092462470463,457.625926520435,1152.69340166662,567.719690908649,434.662227349199,424.072120722227,1038.13958823178,431.22881910447,821.021316561198,574.660782930115,579.295752470699,762.998870391105,516.68904508748,1007.69378595941,1455.1544185454,250.624863661605,372.297452048498,486.686821334393,411.585531988413
"3","LOC111110729",160.018312911164,0.00582890430766503,0.0401617150310189,0.739471983195147,0.459620446196556,0.999656217402912,0.996110389772889,178.156503267638,168.592644270425,173.152206889653,173.215629306487,191.581302289927,129.006927857189,154.263800966536,168.951700991298,119.032942118597,179.175659489489,235.193621694411,176.813638812767,183.247646147138,173.290169575378,143.871149051111,226.339262223402,187.529272709415,170.908417442455,75.4088119732031,84.4698614563186,128.063005618648,116.725701051745,143.431321753538
"4","LOC111112434",13.0480739457338,-0.000555621297581272,0.0432096576813607,-0.222881057964105,0.823628079148359,0.999656217402912,0.994047626017283,5.96696422427494,1.90500163017429,8.36484091254363,21.3707594598912,18.741649137058,9.58835274614246,18.2116987252161,22.0371783901694,13.8231803750629,12.452362435563,24.0251549042678,7.85838394723408,35.0326382340117,7.64515454009023,5.7167343993819,25.6039889392988,6.55696757725228,17.75671869532,0,9.28240235783721,6.40315028093239,21.7624188401558,0
"5","LOC111120752",403.233516656779,-0.00308262494973155,0.0412180875528258,-0.653784397129701,0.513250720205893,0.999656217402912,0.995231998515438,499.520147917874,397.192839891339,324.555827406693,227.204916363054,343.596900846064,739.174829884437,252.821229361823,163.704753755544,536.800171231608,492.560114117824,212.43294862721,495.078188675747,214.687193280226,354.225493690847,386.832361024842,288.812995235291,301.620508553605,318.141209957816,539.644310683235,862.335179043077,396.080581663389,614.293731806215,313.054450088157
"6","LOC111128944",1.59456897844446,0.0009816089327388,0.0840078462993232,0.36989509517796,0.711460656146032,0.999656217402912,0.988784855820024,0,0,0,0,0,0,2.14255279120189,4.19755778860369,0,4.15078747852099,0,0,0,17.8386939268772,1.9055781331273,0,0,1.47972655794333,0,3.71296094313488,0,0,1.24722888481337
"7","LOC111128953",0.075797254910217,-0.000951078165387658,0.148039775458742,-0.185800064947956,0.852601553598625,NA,0.985406846455739,0,0,0,0,0,1.74333686293499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","LOC111105691",17.385312926618,3.80010989922859e-05,0.0535323435604808,0.0199931558410805,0.984048832323243,0.999656217402912,0.992357419031968,11.0815049879392,16.1925138564815,2.50945227376309,38.2424116650685,3.12360818950967,2.61500529440249,43.9223322196387,9.44450502435829,0,0.691797913086831,26.5541185784012,31.4335357889363,0,0,1.9055781331273,51.2079778785976,0,118.378124635467,10.6043641837317,0,0,25.7192222656386,6.23614442406687
"9","LOC111105685",0,0,0.88378419853823,NA,NA,NA,0.924593716623919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","LOC111105702",0,0,0.88378419853823,NA,NA,NA,0.924637099469733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11","LOC111133554",3.80229099386594,0.0012309607505634,0.0681771219315186,0.561694476654566,NA,NA,0.989392270610105,39.2114791880925,1.90500163017429,2.50945227376309,3.37433044103546,0,6.97334745173997,3.21382918680283,0,0,0.691797913086831,2.52896367413345,1.96459598680852,0,2.54838484669674,0,22.531510266583,0,0,0,0,0,0,0
"12","LOC111125466",2.66363967308813,-7.22889116203196e-05,0.0737083931524548,-0.0303572076646971,0.975782172449461,0.999656217402912,0.990623914207348,0.852423460610706,0,0,0,0,0,6.42765837360567,0,1.53590893056254,0.691797913086831,17.7027457189342,16.6990658878724,0,0,0,8.19327646057562,0,0,0,0,0,7.91360685096574,1.24722888481337
"13","LOC111128964",0.852423460610706,0.000227974020525971,0.145166018883222,0.0451277062008817,NA,NA,0.987166970153292,19.6057395940462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","LOC111113860",671.838462818893,-0.00272568842474297,0.0432317950523959,-0.85703314472314,0.391426567184854,0.999656217402912,0.993708655003332,796.1635122104,707.708105609748,1329.17322100318,229.454469990411,807.973318353169,306.827287876559,700.614762723018,806.980484859059,563.678577516453,443.442462288659,2464.47510044305,450.874778972555,618.909942134207,761.967069162326,649.80214339641,947.347590754056,352.764855656173,433.559881477396,361.726644933959,41.7708106102674,150.016663724702,753.771052554486,773.281908584292
"15","LOC111109550",32.7661216465863,-0.0010496067716588,0.049950551988632,-0.52213501378625,0.60157632931406,0.999656217402912,0.991843624027336,0,18.0975154866557,13.3837454600698,0,1.04120272983656,6.97334745173997,36.4233974504321,32.5310728616786,10.7513625139378,38.7406831328625,146.67989309974,0,23.3550921560078,89.193469634386,0,63.4978925694611,2.62278703090091,15.537128858405,28.2783044899512,144.80547678226,40.2483731944322,22.7516196965265,18.7084332722006
"16","LOC111109753",30.2884888292859,-0.000226786519688546,0.0467797626152193,-0.114368009307479,0.908946072441022,0.999656217402912,0.993193188808423,5.11454076366424,3.81000326034858,27.603975011394,0,0,20.0483739237524,27.8531862856246,34.6298517559804,26.8784062848445,85.7829412227671,46.7858279714688,54.0263896372343,57.4894576147885,78.999930247599,0,0,31.4734443708109,40.6924803434416,15.3174149320569,98.3934649930744,32.0157514046619,0.989200856370717,8.73060219369361
"17","LOC111109452",4687.80528259107,0.00500571280885151,0.0421517445095522,1.10589731540645,0.268770966910186,0.999656217402912,0.994553180327872,2553.86068798968,3309.94033242783,3173.62064221905,4478.86127206773,5089.39894344109,1499.26970212409,7312.53267637205,4273.11382879855,4292.86546092231,3744.01030562593,7747.48021570783,3384.01658727767,10040.8930815329,9355.12077222374,3521.50839001925,5022.47847033286,7245.44917286377,4334.85895149499,2164.46855616835,2831.13271914035,4070.57410716416,2194.04749943025,6180.01912425027
"18","LOC111124802",2919.80298211291,0.00500987826385898,0.0383312474646402,0.396388493396747,0.691818453339181,0.999656217402912,0.996314439826021,2829.19346576693,3107.05765881426,2697.66119429532,2507.12751768935,2874.76073707874,2742.26888539674,3284.5334289125,2673.84431134055,2887.50878945758,2606.00273859809,2651.61841232892,2700.33718386831,2828.66096920264,3458.15823696748,3124.19534926221,2103.62373125279,3180.12927496736,3157.73647465107,3284.99637158266,3276.68803231654,3475.08113103745,3167.42114209904,2536.8635517104
"19","LOC111101273",1215.16632332556,0.00689016521990312,0.0405981636195292,0.982088237274875,0.326056379873628,0.999656217402912,0.995868473003584,1142.24743721835,1290.63860444308,1437.079668775,918.942656775323,1003.71943156244,850.748389112276,1252.3221064575,751.36284416006,1198.00896583878,1273.59995799286,1320.11903789766,1584.44666336107,1180.33042665363,1051.20874926241,1586.39379582848,1052.83602518397,1328.44163115131,776.85644292025,916.68837054925,1836.98742661598,1108.65973435572,1921.02806307193,1166.1590073005
"20","LOC111101250",1363.50601086619,0.0142705437325172,0.0400017961911404,1.43938016192353,0.150042841888482,0.999656217402912,0.996201207046698,1387.74539387423,1447.80123893246,1313.28002326935,1510.57526077021,1334.82189965047,847.261715386406,1482.64653151171,1419.8239219952,1436.07485007598,1227.94129572912,931.923113918176,1524.52648576341,1576.46872053053,1243.61180518801,1210.9949036024,1408.21939166143,1637.93050079762,1561.11151863022,1205.36272888417,1109.24708176155,1766.35474178292,1255.29588673444,1521.61923947232
"21","LOC111101262",12612.7169998288,-0.00466742268862919,0.0401095110849542,-0.593128344229023,0.553095262716812,0.999656217402912,0.996140270993506,11874.2588063071,10633.7190996329,13655.6027897275,16538.7182683285,10122.572939471,13386.2121020463,13779.828276615,15030.4050515426,11671.3719633448,9073.62142804688,15147.2279262223,9284.68063365706,16912.6798120506,14390.7292292965,8539.84840361,9563.60194860689,13117.8693350509,17365.331020744,15146.5668424301,11293.8989487805,12243.7380728971,11342.1770191466,9977.83107850699
"22","LOC111133260",2871.43659757596,0.0265397180341288,0.0461967001328043,2.55840573413011,0.0105153324933595,0.663341293072718,0.995789596865638,2367.17995011593,3016.57008138099,3002.14140351191,3042.52128100031,2872.67833161906,1859.26876432017,2543.21016315664,2509.09016813785,3200.83421129234,2446.19742067503,3009.46677221881,3573.6001000047,3007.41725147362,3214.78748410794,3237.57724818328,3781.19708655565,3825.33488456898,2397.89688714717,2137.36851436548,1885.25591887674,3229.01721309876,2443.32611523567,3441.1044932001
"23","LOC111113503",2.79602364865157,0.0037029482130831,0.0650493612712289,1.40631460660473,0.159630724667914,0.999656217402912,0.986014747051246,3.40969384244282,1.90500163017429,3.34593636501745,1.12477681367849,2.08240545967311,0.871668431467496,0,1.04938944715092,3.83977232640636,3.45898956543415,2.52896367413345,8.84068194063834,7.18618220184856,0,7.6223125325092,2.0483191151439,5.24557406180182,0,2.3565253741626,0,6.40315028093239,0.989200856370717,0
"24","LOC111102393",725.433327168891,0.0120671771750011,0.0443432030982812,1.89937519436416,0.0575151625766238,0.924489031154816,0.994411983135055,688.758156173451,697.23059664379,930.170309474852,574.760951789707,791.314074675784,288.522250815741,667.405194459389,659.016572810779,713.429698246301,530.608999337599,861.11213104244,689.57319136979,1078.82560305251,962.01527962802,643.132619930464,611.423255870456,1315.32769599681,621.4851543362,728.166340616243,741.663948391193,629.338199040212,346.220299729751,915.466001453016
"25","LOC111119377",198.674014516254,0.00394953176130646,0.0446966634464539,1.1805355443942,0.237787282150682,0.999656217402912,0.992905726674172,79.2753818367957,200.977671983387,164.78736597711,47.2406261744964,118.697111201368,195.253728648719,187.473369230165,204.63094219443,87.5468090420649,291.938719322643,120.125774521339,554.998366273407,143.723644036971,231.903021049404,176.265977314275,39.9422227453061,549.473882973741,192.364452532633,177.917665749276,143.877236546477,171.055586076337,43.5248376803116,446.507940763188
"26","LOC111101799",6091.88839489586,-0.00410320706332001,0.0410181583465289,-0.762521541761295,0.44574879125772,0.999656217402912,0.995454874142491,7128.81740108734,8963.03266997003,7867.13287824729,2764.70140802172,5287.22746211004,6897.5122982023,5158.19584481855,4945.77246442229,5725.86849313716,5527.46532556378,8668.0229930924,4740.57011616896,4291.04904727882,8052.8961155617,4859.22423947462,3751.49645938606,5654.72883862237,2696.06178857275,8329.1389349777,10303.4666171993,5295.40528233109,8138.15544536189,5067.49095899674
"27","LOC111117743",88.7028189743659,0.000673510661868247,0.0618825981402789,0.328473468017522,0.742553701879116,0.999656217402912,0.990663618349777,7.67181114549636,1.90500163017429,0,0,0,0,65.3478601316576,161.605974861242,191.988616320318,1.38359582617366,311.062531918414,8.84068194063834,5.38963665138642,992.595897788381,0,88.0777219511879,0,0,164.956776191382,22.2777656588093,9.14735754418913,7.91360685096574,0
"28","LOC111117672",2499.76327612603,-0.00150733841300027,0.040106283736925,-0.198429392614439,0.842709122648731,0.999656217402912,0.996173394602198,1983.58939284111,1928.81415055147,1689.69786433381,1654.54669292105,2383.31304859588,3255.6815915311,2335.38254241006,2016.92651742407,2793.05039022798,1952.25371073104,1987.76544786889,2012.72858848533,2860.99878911096,3335.83576432604,1896.05024246166,1750.28868389047,2075.93593495807,3711.89407060085,4662.3854527807,3140.23671765633,3278.41294383738,2713.37794902488,2075.38886432945
"29","LOC111114053",3313.64618427262,-0.00570064157165669,0.0397422537655404,-0.626104841719669,0.531246176690817,0.999656217402912,0.9962406412295,2773.78594082724,3129.91767837636,3892.99696069781,2621.85475268455,2997.62265919945,3584.30059019434,3613.41528236199,3892.18545948277,3166.27626035468,3149.06410037125,3599.97979012897,3357.49454145576,4627.90133799047,2813.4168707532,2395.31171334102,2668.95980703251,3620.75749615871,2897.30460045305,3151.85268794247,4382.22215313495,3234.50562762528,4140.79478476782,2501.94114293563
"30","LOC111109809",239.408119311793,0.00142951924091591,0.0422022692016056,0.453065657893182,0.650501463423961,0.999656217402912,0.994427424089943,286.414282765197,522.922947482842,102.887543224287,155.219200287631,181.169274991561,194.382060217252,172.475499691752,98.6426080321866,123.640668910285,184.710042794184,207.375021278943,245.574498351065,54.7946392890953,200.048210465694,241.055633840604,184.348720362951,243.919193873785,116.898398077523,1010.94938551575,105.819386879344,110.683026284688,643.969757497337,118.48674405727
