"Gene","GO.terms","ModuleColor","GS.Actual_shell_growth_mg","GS.Actual_tissue_growth_mg","GS.Ratio_tissue_shell_mg","GS.P1_trtmt_code","GS.P1_temp_code","GS.P1_DO_code","GS.both","GS.control","GS.hypoxic","GS.warm","p.GS.GS.Actual_shell_growth_mg","p.GS.GS.Actual_tissue_growth_mg","p.GS.GS.Ratio_tissue_shell_mg","p.GS.GS.P1_trtmt_code","p.GS.GS.P1_temp_code","p.GS.GS.P1_DO_code","p.GS.GS.both","p.GS.GS.control","p.GS.GS.hypoxic","p.GS.GS.warm","MMturquoise","MMblue","MMgreenyellow","MMyellow","MMblack","MMbrown","MMpink","MMmagenta","MMtan","MMgreen","MMred"
"LOC111099696","GO:0000030;GO:0005515;GO:0005783;GO:0035269","blue",0.214833340760528,-0.0604496021549533,-0.251735137790961,-0.0384836376105447,0.427288699478391,-0.255880829361298,-0.0422198874237772,-0.234651057740264,-0.251429540723101,0.52573927707084,0.324916110473469,0.784092732268705,0.246565025207059,0.861603928430078,0.0419888369207292,0.238607921352982,0.848311958457736,0.281155402362817,0.247158310361609,0.00998002690182857,-0.24197700004747,0.747063279627187,-0.199216116242258,0.192561301809571,-0.351213323093414,-0.626864257792702,-0.36563715932776,-0.044577783746959,0.502271757971432,-0.0448672744532209,0.3344352018224
"LOC111099700","GO:0004252;GO:0005777;GO:0016485;GO:0031998","brown",-0.265344877720186,0.058040617317909,0.28986659599284,0.0980113082678836,-0.430757119094339,0.322947720921296,-0.0599903908678176,0.0662920478646335,0.423734200190449,-0.433675088065402,0.221078168879647,0.792510689505326,0.179711353235535,0.656387107332744,0.0401742519988247,0.132828144718327,0.785695626203514,0.763775562683067,0.043914451558015,0.0386958483166697,-0.174277349225359,-0.555427332489892,-0.0917591857714889,-0.197473526995804,0.153371112962543,0.531939293036888,0.25027695006979,0.280239151351195,-0.218400493968802,0.272817778193221,0.0262769620165714
"LOC111099701","GO:0005515;GO:0015347;GO:0016323;GO:0043252;GO:0055085","greenyellow",0.428351288158769,0.533363990635881,0.278346215852573,0.0470738724650001,0.159245774751275,-0.0279584715732015,0.0516293799325164,-0.100854148546148,-0.0803027170305808,0.132659507805619,0.0414262283963546,0.00877086555465861,0.19842433038964,0.831103588413782,0.467975134014772,0.899232447368222,0.815021204962555,0.647040856904138,0.715685747166993,0.546235947458315,-0.0127624071487823,0.279898641200192,0.469593626825268,0.166688499725204,0.00790061832812631,0.116199487332064,-0.402979854440579,-0.411752874365138,-0.408610420708707,-0.236515038396054,-0.536246040731331
"LOC111099702","GO:0008270","green",-0.336510902010287,-0.399350187389719,-0.254500554984762,-0.0510090576117033,-0.322227583992871,0.105130440210349,0.0936641916472265,0.334950361304167,0.0316134562268418,-0.454546005552531,0.11640534555274,0.0590493769749866,0.241238296495536,0.817207045500171,0.133744225344186,0.633078915743445,0.670775332211933,0.118215673441998,0.886137599181278,0.0293286560834834,0.241847373166224,-0.45637565502282,-0.345658479697293,-0.367176663247196,0.107373606602852,0.207264571590499,0.139859572360513,0.260832194788919,0.0248413521024777,0.294478641976583,0.360848819728496
"LOC111099708","GO:0005515","green",-0.238479454065424,-0.0131545685151221,0.293871424454137,0.116527116813037,-0.112058822362036,0.183920003138667,-0.0223011745922615,-0.102697076203934,0.230174398921178,-0.106529016843136,0.273151651816958,0.95249709683696,0.173500894384177,0.596466110654027,0.610714571783643,0.40087391980669,0.919550087938462,0.641009295145114,0.290699452110772,0.628538476816018,0.147721588778614,-0.410356694520589,-0.411783835073225,-0.517632158076067,-0.25712653742263,0.273248126938685,0.275240658953972,0.00460315201977357,-0.144066182815186,0.598238773083632,0.353128086300425
"LOC111099717","GO:0004222;GO:0005615;GO:0006508;GO:0008270;GO:0030198;GO:0030574;GO:0031012","green",-0.234553239767279,-0.0976365809743416,0.0537283021338773,-0.0206268759194609,0.0126544845773523,-0.0289656070206328,0.0895647242036569,0.102686826256936,-0.117082478292934,-0.0697357568450104,0.281361814714632,0.657622840563757,0.807635173953575,0.925573079440316,0.954301099573111,0.895621464646054,0.684447239864403,0.641042781116373,0.59470502737964,0.751869329449975,-0.452806369069871,-0.271380083721526,-0.717150089871641,-0.434426075311011,-0.298716266348598,0.334304826178517,-0.0885298652909373,0.452332159024388,0.131360739525308,0.747633475946238,0.590811237930742
"LOC111099718","GO:0004558;GO:0005975;GO:0030246","turquoise",-0.139663358865393,-0.0216400036493184,0.106964289769613,-0.203631012645334,-0.550670615236262,0.0518466342483818,-0.293693435076342,0.291581683329345,0.334857308708094,-0.350562047271873,0.525052495495765,0.921928039827473,0.62712801820412,0.35136986199979,0.00646999407654007,0.814255976612627,0.173773712600933,0.177033232415431,0.118324262737291,0.101003886111615,0.401854761448472,-0.467607273903078,-0.302472389221639,-0.705168432079302,0.547711656083621,0.589869551936493,-0.385804534260874,-0.301921448109193,-0.531565223567519,0.338168333045345,-0.0506605026151661
"LOC111099722","GO:0005515;GO:0016020","green",-0.17782846942591,-0.133314531618957,-0.0797928085377279,-0.240650518190983,-0.141903397633946,-0.193166543083239,-0.109804947815752,0.278029403185536,-0.116601102998576,-0.0582845117816181,0.416919955295083,0.544238301408524,0.717418960196454,0.26867758411378,0.51836071812447,0.377186770101197,0.617954316725536,0.198956884123117,0.596231369196073,0.791657387723169,-0.21873599817172,-0.18538426198949,-0.607142828797371,-0.282308638625839,0.0399503811307571,0.0361308947768428,-0.126260771445252,0.323745236592518,0.235604646698328,0.487198147059307,0.421729854124372
"LOC111099724","GO:0005515;GO:0008175;GO:0030488;GO:0031591","yellow",-0.0199983690255325,-0.156384146906103,-0.234727976122119,-0.0379904036140497,0.133489847201639,-0.108440070102267,0.107962559211483,0.0729167166334747,-0.224773821433499,0.0504439391410995,0.927835059279051,0.476111612071932,0.280993158550178,0.863361438364529,0.543704207620247,0.622355313115861,0.623897996659341,0.740919857307197,0.302478550978642,0.819199510905519,-0.227846425791299,0.396664569862092,0.365602474486716,0.695994105558403,-0.118799179765337,-0.392950034017211,-0.0218469944681796,0.280135311837089,0.331657563279436,-0.499210458617876,-0.302810908982095
"LOC111099725","GO:0000813;GO:0008333;GO:0015031;GO:0036211;GO:0043130","turquoise",0.250079629875808,0.210183156286657,-0.0434583454462957,0.208454095534118,-0.0470761482955733,0.25232016713159,0.143113576271749,-0.0990523455193074,0.152605838426554,-0.187985289675401,0.249790096180344,0.335747693564782,0.843914682858454,0.339829410449408,0.831095537071947,0.245431831765402,0.514762573180697,0.652958668996801,0.486963472940098,0.390359579979468,0.203376928666602,-0.161938903120339,0.433436776109029,0.127449763628554,0.284780823495622,0.00932245819703752,0.361418137903562,-0.277606644381013,-0.249145288836418,-0.238169522934076,-0.282917443029159
"LOC111099729","GO:0000712;GO:0000727;GO:0003677;GO:0005634;GO:0006308;GO:0008821;GO:0031573;GO:0043130;GO:0048257;GO:0048476","yellow",0.0897347553094506,-0.00506429782237918,-0.0875319290726974,0.073443364127844,0.222598257408685,-0.0306937248244764,-0.126036499440357,-0.336699913467131,0.0834737122823088,0.371616877454159,0.683878234268748,0.981703608177034,0.691262725205978,0.739111654720626,0.307305508641801,0.889430176574928,0.566621081897663,0.116187457474054,0.704938071769183,0.0808151856057958,0.261708761110804,0.36367747444126,0.427204925478684,0.43152816686213,-0.391815341268148,-0.531415603044036,-0.0665710963012881,-0.114738569165051,0.27961495883499,-0.491218215823772,-0.123385745548506
"LOC111099731","GO:0005515;GO:0005680;GO:0010997;GO:0031145;GO:1904668;GO:1905786;GO:1990757","yellow",0.0795617157011838,-0.0498463204955997,-0.136551192647459,0.262262513295684,0.38757395584049,0.0940508146126381,0.112619449269837,-0.442105375823472,0.00120398846233236,0.335113835189034,0.718204904863323,0.821307740872938,0.534417067487801,0.226690746179261,0.0676605366836492,0.669491042650808,0.608919192973705,0.0346639386897967,0.99564987419657,0.118025080162003,-0.297718023228657,0.563208740306045,0.471382435804158,0.690984579582954,-0.46835525603705,-0.484068890009066,0.193592191751356,0.0853694774784804,0.331233086340063,-0.475039233511937,-0.16350650369072
"LOC111099735","GO:0016192;GO:0046872;GO:0071782;GO:0071787;GO:0072659","red",0.0197377238802725,0.158632968964592,0.243998986617504,0.0859946241550169,-0.00721998758217772,0.0979906297250098,0.110865878444018,0.000880319538202745,0.00733308720325143,-0.11235376594266,0.928773273834491,0.469711496769234,0.261869087888218,0.696432419289324,0.973917678180696,0.656455276025254,0.614542129381605,0.996819314271508,0.973509242032279,0.609769758900557,-0.209655599361888,-0.307975086784114,-0.460649249895443,-0.107167217956109,-0.390912693766271,-0.0169982790767539,0.433124947667069,0.56564733484167,0.401836341039756,0.370933856112394,0.471924359991814
"LOC111099738","GO:0004930;GO:0007186;GO:0016020","black",-0.0827336032725211,0.147594916572358,0.243712297872763,-0.19611493270142,-0.392088126158027,-0.0191955783098756,-0.164807728859878,0.313063524731038,0.132973150813927,-0.291226770789019,0.707441784541139,0.501544089062318,0.262447652339686,0.369805661034311,0.0642533851760044,0.930725065813946,0.452367300080846,0.14579959338992,0.54527900087465,0.177585157439949,-0.13022445693225,-0.489920616914831,0.166762786979125,0.00475723842361491,0.544483154300378,0.466856959575351,0.012672563177208,0.189977381831379,-0.293839474355092,0.0599512526052407,-0.306684521801105
"LOC111099741","GO:0016538;GO:0044772","greenyellow",0.52405374807017,0.498826114437086,0.157187056306658,-0.0440480059431677,0.216646209863985,-0.156666578182637,-0.144790488645381,-0.204239385886032,-0.0422158081644052,0.382462175712176,0.0102650609118484,0.0153957712087793,0.473821475747539,0.841822605916709,0.320751201873037,0.475305393945027,0.509796679554473,0.349901642050805,0.848326449600745,0.0716830118695737,0.0743265982349108,0.572088180119588,0.681726620855873,0.730569826676819,-0.358880093576597,-0.533934290087307,-0.154199714570696,-0.112470856747299,0.193528375156515,-0.687036147258029,-0.517603657765313
