"Gene","GO.terms","ModuleColor","GS.Actual_shell_growth_mg","GS.Actual_tissue_growth_mg","GS.Ratio_tissue_shell_mg","GS.P1_trtmt_code","GS.P1_temp_code","GS.P1_DO_code","GS.both","GS.control","GS.hypoxic","GS.warm","p.GS.GS.Actual_shell_growth_mg","p.GS.GS.Actual_tissue_growth_mg","p.GS.GS.Ratio_tissue_shell_mg","p.GS.GS.P1_trtmt_code","p.GS.GS.P1_temp_code","p.GS.GS.P1_DO_code","p.GS.GS.both","p.GS.GS.control","p.GS.GS.hypoxic","p.GS.GS.warm","MMturquoise","MMblue","MMgreenyellow","MMyellow","MMblack","MMbrown","MMpink","MMmagenta","MMtan","MMgreen","MMred"
"LOC111106898","GO:0005615;GO:0062023","turquoise",-0.0579155009768785,-0.00324523657412358,0.185422124467298,0.0974651407520246,0.213871117431095,3.417405499248e-05,-0.0826349792189824,-0.32095919163532,0.0776609230833034,0.320920315472382,0.792948517441703,0.988274986175398,0.396970662119368,0.658188486146739,0.327139914940742,0.999876525294932,0.707775641675159,0.135368730234294,0.724679902929534,0.135418743175123,0.579986698639402,0.0763376048000263,0.343680405367991,-0.00755053031419429,-0.0993348849227843,-0.145289878498319,0.0408325121509462,-0.382882136889385,-0.185201740655709,-0.337020712858033,-0.23309715403624
"LOC111106902","GO:0008146","turquoise",-0.203163902426992,-0.0112972687412513,0.115556669530984,-0.258530228314526,-0.341363276223617,-0.113059904993049,-0.191255733566414,0.337295113469234,0.0510373320242901,-0.208678966240628,0.352499614265975,0.959198188614159,0.599548722858077,0.233611703710209,0.110905190181857,0.607510184993941,0.382014948007623,0.115503263475764,0.817107385678109,0.339296907973623,0.139891546762543,-0.496118050032514,0.262182656987042,-0.0180671301897883,0.317702465218694,0.460371239587949,0.240416275986391,0.00620011731560809,-0.423936587290361,-0.0825656588761192,-0.429608780477327
"LOC111106903","GO:0005044;GO:0007154;GO:0016020","green",-0.0194540153865872,0.130030735884213,0.191589115386955,0.0416026868636111,-0.137485137715772,0.114402260743618,-0.180619629344178,-0.143403681642846,0.299805800637056,0.0132604800189701,0.929794611134198,0.554286676782688,0.381170050009921,0.850505036579793,0.531598628379141,0.603224361493546,0.409524515112544,0.51390181255652,0.164573924079406,0.952115060339807,-0.0695179591777571,-0.308538708234792,-0.281382125485572,-0.456558785909141,0.248848874694105,0.436666637851361,-0.034046358108513,-0.152857032494795,-0.342094402492812,0.593812718962899,0.176744940877411
"LOC111106916","GO:0016020","turquoise",0.409697407665743,0.298215013462839,0.128472227724977,-0.16239697462311,-0.0581646558690485,-0.14915125223724,-0.0882537898369821,0.152941108383818,-0.0867734077899184,0.0167322998704635,0.0522016583642923,0.166934805166986,0.559084921420344,0.459098594202706,0.792076692978761,0.496992721866146,0.688839807892415,0.485995552782009,0.693811852979394,0.939597878081067,0.643769878955147,0.147216752675843,0.509356245218107,0.328460259620491,-0.126893983213507,-0.436266977416989,0.104231365491253,-0.173203003881531,0.114726215615005,-0.628773110983347,-0.343324365776567
"LOC111106917","GO:0005515","brown",-0.180978262494068,-0.185327792612303,-0.0956252458388738,-0.0717473064943781,0.0794443621550639,-0.1184661314119,0.237987413630978,0.267941137436351,-0.358316481198109,-0.133174905320614,0.408579555474177,0.397215156088638,0.664270350310966,0.744939666155648,0.718604129070732,0.590326989278834,0.27417215509203,0.216422927441496,0.0931770940092809,0.544663841623363,-0.457927659422153,-0.289163663842466,-0.212975165872784,-0.0431887643219241,-0.0684067949947699,0.334403244679155,0.306470647535373,0.440534910496573,0.0457164798808162,0.28583793826282,0.219553610231447
"LOC111106920","GO:0004560;GO:0005764;GO:0006004;GO:0016139","brown",-0.259983117374367,-0.0811695221532217,0.124583511421493,0.383262214473419,-0.013050819237835,0.427162535333174,0.44175675274611,-0.0561323415055817,0.0709788610444979,-0.429804733519681,0.230901242494929,0.712742536030672,0.571138010249995,0.0710417682817795,0.952871343710898,0.0420560326274494,0.0348238006281596,0.799194960769215,0.747584687924281,0.0406662636665992,-0.339304436234451,-0.323928901612111,-0.422712526842897,-0.432632526044651,0.038442058307604,0.490589814896511,0.0840527531965539,0.183544461597653,-0.170485673414128,0.486065496406631,0.314910795167395
"LOC111106924","GO:0004560;GO:0005764;GO:0006004;GO:0016139","turquoise",-0.142772759115436,-0.0621782614787372,0.127523766335103,-0.344312760787794,-0.221000570587797,-0.267389119336056,-0.433788853199196,0.148114976863278,0.103293707108936,0.156064991640745,0.51577468466085,0.778066440030988,0.562014101825494,0.107656229482214,0.310880228013055,0.217407211136099,0.0386390878705225,0.500020947649753,0.639061305403955,0.477023496152708,0.189938796126745,0.0285175923834247,0.045516426349598,-0.090962295095523,0.251558747044886,0.142304567328485,-0.347583043977392,-0.179929196110283,-0.200976689614774,-0.138622991566953,-0.235954278997118
"LOC111106925","GO:0004560;GO:0005764;GO:0006004;GO:0016139","green",-0.288121666715107,-0.269600695881185,-0.18160869485186,-0.0240313962636746,-0.140640893910501,0.0439455603384184,0.0652156020067864,0.171259317875776,-0.0112672329835417,-0.221251476093821,0.182464561940916,0.213481739715345,0.406921353396373,0.913330417148121,0.522127227767161,0.842186002379965,0.767508033971925,0.434610221950714,0.959306580026282,0.310317168064663,-0.148528972203841,-0.252913520222195,-0.464767056549033,-0.357329217233855,0.000979847320214805,0.295040359458074,-0.538687792774756,0.315134342606157,0.0672547462400201,0.330565199962421,0.293136025557406
"LOC111106926","GO:0004560;GO:0005764;GO:0006004;GO:0016139","green",-0.203618039918776,0.0197712930969901,0.160443009925965,0.0865720305738147,-0.267768029810284,0.228898364696574,-0.00163641554360558,0.0426807110123897,0.261930303363668,-0.303073869630485,0.351401209098296,0.928652433387079,0.464592340266008,0.694489153098697,0.216731269112421,0.293456423214221,0.994087496669363,0.846675237639037,0.227301223565132,0.159797084115459,0.08807392985899,-0.703724126154276,-0.380462982833393,-0.544970438011868,0.201570677963887,0.432829725329094,0.204110634652203,0.127000792636208,-0.162417594789936,0.518364668194511,0.362927667688627
"LOC111106935","GO:0004843;GO:0016579","turquoise",0.175715122888446,0.38692475702521,0.44163379883119,-0.40757557574643,-0.228062313306242,-0.333290317311805,-0.490482801194081,0.177862410384777,0.0815796620926022,0.201286294223453,0.422567636316667,0.0681616356088042,0.0348803202514441,0.0535531232779272,0.295271558167406,0.120163787879977,0.0174927334427393,0.416829589837236,0.71135129514073,0.357062237691137,0.549861729462518,-0.0746164354725744,-0.0492582121803744,-0.0760685628530811,-0.054122213712289,-0.253403620836283,0.107560425352639,-0.0716204345980219,0.107550426584729,-0.123579945202318,0.00716715034545463
"LOC111106936","GO:0016020","brown",0.0843741478030888,-0.0176020554853769,-0.121971958642306,0.230422040323638,0.0187584183265601,0.243513095589793,0.0697624678212725,-0.232827788887918,0.211488345046947,-0.0441909840926198,0.701895981374053,0.93646414237397,0.579296237679114,0.290166280321757,0.932299178228241,0.262850142144335,0.751777188961299,0.285018462430194,0.332686049199837,0.841315484052187,-0.00795379660776207,-0.25036753678934,-0.012964377560127,-0.557007234307301,0.420218175934043,0.680596147788687,-0.189585179919272,-0.558011846211619,-0.739142568188502,0.400596919659686,-0.0832057284029599
"LOC111106937","GO:0008270","brown",-0.00641092261011825,0.211187997967217,0.172244683878947,-0.0716293560364157,-0.363093198212064,0.102932101505954,-0.00674213650042386,0.289624286673567,0.123427964182469,-0.40671911638047,0.976839629726313,0.333389103747737,0.431931412420083,0.745345476461483,0.0885856880009677,0.640241667171312,0.975643408397944,0.180091956854103,0.574741571012703,0.0541062303833872,-0.238043759366766,-0.449141876762443,-0.167277710302533,-0.107601624031361,0.207648667707969,0.406013790371027,0.328818693046438,0.25215286726851,-0.147942864039988,0.259237243252799,-0.0152261512598724
"LOC111106942","GO:0001716;GO:0009063","greenyellow",0.314744749643343,0.220787931857307,-0.00419909022414787,0.0437257938848693,0.0101019581940884,0.0429388606646865,0.0604476874614784,-0.0035581445556305,-0.0079337715437859,-0.0452887992430351,0.143532242199771,0.311357901571594,0.984829061681864,0.842965665959135,0.963512280500545,0.845758627171117,0.784099413820008,0.987144538798114,0.971340103658744,0.837423746075234,0.446873650712302,0.28082149446521,0.662780792923671,0.354474170382309,-0.0268074733397385,-0.198360395981053,0.0136315410675846,-0.426387665366367,-0.240348832711574,-0.608939706865339,-0.552642510697688
"LOC111106947","GO:0005515;GO:0008270","brown",0.142970871473691,0.336517953076907,0.317166153791331,0.073708929562312,0.206935450404266,-0.0225708585147549,0.163650237878186,-0.0560092227596732,-0.179399080101092,0.081685671558991,0.515186241687076,0.116397211910163,0.140310849287176,0.738200362756161,0.343438601040882,0.91858033931674,0.455592770963216,0.799626692531414,0.412749538510285,0.710991843688697,-0.314578598060061,-0.205629667105674,-0.20118275249314,-0.374627337691761,0.0683731508767679,0.582577327903882,-0.0975063668061082,-0.0857200969326734,-0.453337066743433,0.499340580814379,0.0286959577835968
"LOC111106948","GO:0016020","red",-0.0130021820795547,-0.128960718518786,-0.139979934759828,-0.17380908238973,-0.294979775737221,-0.0432686844052005,-0.221341107720924,0.176875285372912,0.158691618455747,-0.127653136422853,0.953046792151282,0.557578975798491,0.524104293867832,0.427696715248167,0.171808707485354,0.844587805460052,0.310116175988151,0.419462109135015,0.469545172972332,0.561614157450617,-0.0743528953639254,-0.0907746047497456,-0.523464933014771,-0.36573412537667,0.0320505047166177,0.00380877029849817,-0.202313204161381,0.161973431419299,0.229804614540108,0.404107217846859,0.477965976687993
"LOC111106951","GO:0004674;GO:0005524;GO:0006468","yellow",0.318335773198942,0.215328742177171,-0.136968101868958,0.0391146190929082,0.111922102251096,-0.0130320580567829,0.171020262807411,0.0481489503215766,-0.175470741208868,-0.0333237733693583,0.138773398849427,0.323774746082966,0.533158065037379,0.859356517832577,0.61115274059554,0.952939020522171,0.435261452398879,0.827302063397272,0.423223385128631,0.880019656695953,-0.261778097059502,0.00237166056420921,0.0296763938215223,0.13401361744884,-0.0826391268769009,-0.019050391136087,-0.00414240770296396,0.16891334837659,0.135113707331103,-0.0737880604571821,0.0246852235391656
"LOC111106954","GO:0016020;GO:0046464;GO:0047372","black",-0.098708807721007,-0.0744839461982629,-0.0776841630632444,0.099380335748052,-0.499434225813074,0.358788806391932,-0.0937163760772611,0.0719660263230116,0.496186811963281,-0.480121631528215,0.654089292565102,0.735542833108246,0.724600625271733,0.651879902938541,0.0152513185764266,0.0927153737849958,0.670601933114668,0.744187330965459,0.016035693925106,0.0204134035308464,0.298771774222723,-0.515056007639829,-0.0291919585630615,-0.303172079490125,0.452620028337467,0.30459612194135,0.152664312532773,-0.107173371183499,-0.238089180686773,0.0636313387455575,-0.0269972011893311
"LOC111106955","GO:0004252;GO:0006465;GO:0006627;GO:0016020;GO:0042720","yellow",0.408125947427382,0.237565919859853,-0.0216418895075281,0.032411862949564,0.157327537774169,-0.0430911704015256,0.061791043584783,-0.0719119038034748,-0.107062788973073,0.120932114080109,0.0532000036018583,0.27504825914744,0.92192125626495,0.883280830167996,0.473421358438801,0.845217912509834,0.77941526193515,0.744373476301895,0.626809016233973,0.582558646193953,0.0891211563812789,0.6319304657,0.684587877762939,0.634698928401314,-0.0106892550432867,-0.396175973840625,-0.159579800575242,-0.310895650714772,-0.0160055399087466,-0.766284093244094,-0.618673796271706
"LOC111106957","GO:0004843;GO:0016579","pink",-0.00953288914124865,0.148817999061096,0.244332012280284,0.154100707329188,0.0926416335931922,0.122807461842986,0.287438882315375,0.0249084503070392,-0.13029691659359,-0.164613349175829,0.965566508627469,0.497965572536411,0.261198037061284,0.482655254680412,0.674176369927871,0.576680702521041,0.183549724864557,0.910179504198687,0.553469045906125,0.452908122787736,-0.0999230972453835,-0.340095768363095,-0.0820456709157302,-0.20101348420085,0.0465343537317279,0.385295041613637,0.406626095020782,0.0773537391054499,-0.258561621888213,0.336522346644926,0.0890041633075578
"LOC111106969","GO:0004672;GO:0005524;GO:0006468","greenyellow",0.318126500835334,0.325119592360749,0.104309943898778,0.0113851153023983,0.0823621038900709,-0.0286856845545766,0.0770800367156459,0.0113421725245405,-0.105036718620563,0.0212904590724135,0.139047598122313,0.130092584185565,0.635748620309056,0.958881176730569,0.708699636470006,0.896624900442962,0.726662345123646,0.959036143582382,0.633383640932028,0.923185466265171,0.0252823236472551,0.147162762413239,0.272841491299987,0.104098052957117,0.086530216854173,0.0818950540244914,-0.271796343148673,-0.198699779844049,-0.225906904646787,-0.160636376020063,-0.334762361565848
"LOC111106977","GO:0005975;GO:0006486;GO:0008107;GO:0016020;GO:0036065","pink",-0.0697309219762616,-0.00684190788269188,0.0697273854365311,0.124747553655991,-0.204892004841155,0.239358670636088,0.0171228541570804,-0.0231249141062032,0.256208607766077,-0.249167814468682,0.751886007856692,0.975283081123256,0.751898207603937,0.570627255281399,0.348330657905774,0.271334135721987,0.93819059827897,0.916588380354613,0.23798604335303,0.25157799460613,0.145395458547864,-0.204251194146758,0.275561316633868,0.19606112789829,0.298006659706258,0.0442512764187114,0.369764172206455,0.016690358514491,-0.0960831405562561,-0.194666776650289,-0.275912281501718
"LOC111106979","GO:0008270;GO:0061630","magenta",-0.561801439350344,-0.357713571929578,0.09406649747347,0.114214328629341,0.0323059501153194,0.109199290560379,0.163067372395289,-0.00780023513497168,-0.028950784925123,-0.116424104455943,0.00527469104202409,0.0937689462894588,0.669438965970259,0.603823625112419,0.883659715410662,0.619905679691272,0.45722151393662,0.971822302118877,0.895674593425846,0.596793010521586,-0.25272685505529,-0.291184540052609,-0.315874373561703,0.13383273199571,-0.214536387574887,-0.152590499923789,0.549120703232699,0.728873828008745,0.524846442257807,0.11922935401209,0.43791886735113
"LOC111106980","GO:0005515","red",-0.280064712476555,-0.385797612642248,-0.322480899367941,0.00783424692461678,-0.0361205489987841,0.0266585004242572,0.295051937873376,0.287916995390132,-0.246826514655239,-0.318243516676974,0.195552408196682,0.0690383529168012,0.133421470209933,0.971699485019288,0.87002979916903,0.903896212267047,0.171698931334466,0.182789386633735,0.256206630019247,0.138894230446748,-0.191897720963357,-0.415603138621972,-0.592640744240075,-0.428740551680466,-0.107984868319065,0.190692555903515,-0.0856012033430665,0.445104428039873,0.221397943601147,0.60166916286598,0.639384899420237
"LOC111106990","GO:0005783;GO:0006888;GO:0016020;GO:0042147","blue",0.318495037885004,0.0397081923917925,-0.254804802094168,0.0947348567575828,0.217926493522644,-0.00499004943945246,0.0142986762831092,-0.228803723142539,-0.0191079125310055,0.234480368045275,0.138564980806113,0.857243309523769,0.24065687782011,0.667220976194133,0.317829429629917,0.981971811535786,0.948370704540461,0.293661548768015,0.93104071015089,0.281515648191819,-0.055566406224523,0.796615787355482,0.582378062631246,0.672731337206274,-0.150276653635939,-0.606292395202534,-0.343429737216607,-0.206002447152106,0.240016332096605,-0.672468432863291,-0.372466163994128
"LOC111106992","GO:0004753;GO:0005737;GO:0019878","brown",-0.345565937324295,-0.0618506086903108,0.163379895975378,0.154438147292804,-0.246786973714823,0.292892111883974,0.131315591448705,0.0709006410809561,0.209842472468974,-0.404092633295019,0.106297150951002,0.779207734672284,0.456347830354682,0.48168541355167,0.256285267818472,0.175005639625756,0.550345036275755,0.747854079375285,0.336549608193895,0.0558299845969339,-0.245249889680272,-0.787893324026149,-0.483657634470779,-0.654744029681509,0.137880695788948,0.815068227407778,0.0170356445310114,0.239619010153427,-0.364932875718693,0.766270328483522,0.310983123924177
"LOC111106994","GO:0008270","green",-0.358371822041693,-0.279622942123484,-0.00273315837174718,0.456530668155376,0.243458886072098,0.379321119219691,0.62765440505934,-0.118891471202982,-0.158065633414137,-0.312621547665016,0.0931229075196288,0.196287976334604,0.990125024900593,0.0285416317985768,0.262959741199083,0.0742431549495153,0.00134501373797848,0.588983934004036,0.471321956976339,0.146399848552943,-0.412151249427578,-0.193984229244354,-0.376804400359091,-0.256997324220774,-0.291595092870716,0.295755035044865,-0.00028337354566931,0.343636105539161,0.0365398818305071,0.444220063975334,0.328870087660451
"LOC111106999","GO:0008270","pink",0.0540214880290704,-0.207743431337378,-0.32810776639487,0.189369178514387,0.307136990376542,0.0542675604964878,0.43703494192297,-0.000608412574442576,-0.34878845253038,-0.0611259799229039,0.806604711974861,0.341515550942832,0.126395373992178,0.386816102232156,0.153994669407926,0.805740079754926,0.0370469389640629,0.997801739494363,0.102860208689387,0.781733357336216,-0.149047916191539,0.103698399580718,-0.124638135935043,0.0855000859156799,-0.289138874671661,-0.261268879349669,0.279002546950031,0.313004205766132,0.406914108549174,-0.00273390968968253,0.418215471002065
"LOC111107014","GO:0005515","yellow",-0.218608521779149,0.0723626555983376,0.449163129381682,-0.171308188471535,0.0795444928038855,-0.22778604293283,-0.0863135255258181,0.0875610980782065,-0.178050349756937,0.171566691178929,0.31627957250395,0.742823614206533,0.0315505209470947,0.434477153574857,0.718263490857261,0.295872891223964,0.695358924878156,0.691164762770481,0.416329407981917,0.433773646578583,-0.0619938112872179,0.0593965411189272,0.146173183601256,0.204911072732519,-0.0954197638945699,0.0252115778918654,0.283956866518429,0.0319093731823621,-0.0921934255785954,-0.172920712367972,-0.313965626054458
"LOC111107022","GO:0005783;GO:0012505;GO:0016020","greenyellow",0.501140430606448,0.195033719279596,-0.221696698862893,-0.0399507794868058,0.143632656360282,-0.115663022215614,0.0310963752084606,-0.00260809944136384,-0.160787393226046,0.134185534387056,0.0148519080385579,0.372502695897287,0.309319574860163,0.856379935761048,0.513222920649398,0.599210569118123,0.887988494242115,0.990576846265577,0.463621623766771,0.541587202060237,0.221547995256588,0.646779588249467,0.851452520570006,0.627161592594815,-0.00276933249849898,-0.361239765416607,-0.24207078910614,-0.490510871460879,-0.163877145311399,-0.817440142940575,-0.747126631050525
"LOC111107025","GO:0005515","brown",-0.165731392189864,-0.0239312628254541,0.13182620926352,-0.0527744995527982,0.0515651062571596,-0.0837035089770383,0.227824627475719,0.250564393078695,-0.309224492772192,-0.155343874055584,0.449802017391127,0.913690238693374,0.548782138059012,0.810989640675426,0.815247625575423,0.704161293819798,0.295788862103635,0.248842923442416,0.151071974018845,0.479087116033154,-0.311795981888031,-0.210433024195317,-0.210404861481689,-0.186664623947875,0.180796048653153,0.398084104044796,0.0699493284704952,0.133223578357702,-0.235786589849767,0.346532980643046,-0.0358400808635228
"LOC111107026","GO:0005044","yellow",0.281297283350199,0.110998317637595,-0.126699734375394,-0.101608238848717,0.275381059693896,-0.249207386777221,-0.0709243841722613,-0.0963968432461586,-0.216874700009935,0.379893401554481,0.193510024277575,0.614116715902306,0.564564563516796,0.644570234431758,0.203446544660634,0.251500229578381,0.74777230457603,0.661717275187817,0.320228569820249,0.0737716320809583,-0.170274140091274,0.25349510643563,-0.0456369932410739,0.31908726653403,-0.285149087622994,-0.483316140268384,0.00948605976924265,0.379774525358457,0.595815369985807,-0.0885320845018657,0.305526435385283
"LOC111107036","GO:0005044","green",-0.324561741503376,-0.21888456976007,-0.0278893958616828,0.234029872023502,0.006861482017023,0.253421223473545,0.330624324869822,0.0144717127445675,-0.022277286094042,-0.302761901836191,0.130791321616151,0.315653583268044,0.899480183026034,0.282467826571184,0.975212389109009,0.243308292423115,0.123340964495632,0.947746732334833,0.919635993263838,0.160248836691123,-0.490327873078008,-0.118973210146212,-0.249514724496752,-0.0224417838796486,-0.114247833658464,0.204761826690957,0.191699694405556,0.413286644530821,0.10308881807858,0.329729084329822,0.304423785822649
"LOC111107048","GO:0004674;GO:0005524;GO:0005737;GO:0018105","green",-0.13500312559744,-0.0172133239655084,0.045639597187227,-0.00270114880312504,-0.224944191987993,0.109507536938171,-0.187056286955715,-0.0443888647767723,0.300283784525081,-0.0801861337105143,0.53910412145502,0.937864634816274,0.836180944880895,0.990240670961775,0.302102531216807,0.618912231799068,0.392748526358782,0.840613731867528,0.163869123636722,0.716081902306265,-0.279834143842443,-0.203724325036817,-0.292651231372411,-0.150436228459585,0.0752851979395307,0.137822434452977,0.158773496539538,0.181095347932838,0.0864122183436482,0.390100468082518,0.335915752428547
"LOC111107054","GO:0004843;GO:0016579","pink",-0.0686544917789201,0.0216934642905585,0.0427932029853321,0.146390128906529,0.165222442187055,0.0780545600108928,0.159083198884911,-0.127317549642098,-0.0606383304827498,0.0385232349569558,0.755601931309939,0.921735740241916,0.846275789343867,0.50508136724389,0.451214573949585,0.723337474054628,0.468435465450497,0.562651879022239,0.783434214690811,0.861462861091151,-0.395298615477194,-0.142356055133149,-0.0372344883455469,-0.0592933531747747,-0.0532111711571849,0.353330325943672,0.229683922436011,0.0532891730328406,-0.212594648997657,0.335376518318287,0.0576211877880667
"LOC111107062","GO:0005515;GO:0005524;GO:0016887","red",-0.299997082983792,-0.263719523038729,-0.0696264535818484,0.326072235030633,-0.00243709859461223,0.359088651120301,0.319448880712534,-0.105654307049793,0.108426733151465,-0.302842399394899,0.16429161966549,0.224026109188956,0.752246409179471,0.12890555965992,0.991194654199682,0.0924231453907477,0.13732142890854,0.631376685166501,0.622398379685258,0.160132184742049,-0.242825255432987,-0.317196512890157,-0.673604469847248,-0.317942521928987,-0.341783514123701,0.0358238885972658,0.303847003710684,0.610077883045021,0.459568037106331,0.54059839830909,0.813863071020695
"LOC111107064","GO:0005515;GO:0005886","red",0.0425545143783802,0.199621590586795,0.265945492540415,-0.0493303198765452,0.0393650827583382,-0.0738234485174958,-0.151124816521754,-0.102757453784469,0.0579760144225311,0.186738485999501,0.847123393327065,0.361136167265626,0.219995370021298,0.82312900856349,0.858464715635898,0.737807494236399,0.491250680198403,0.640812058894946,0.792736751154982,0.393567637269732,-0.138144078183791,-0.0506134468954791,-0.551037667901482,-0.192846796402486,-0.424013107977501,-0.171131017691432,0.0854964443604805,0.365456275862365,0.430747341631847,0.474679665246826,0.579065034235247
"LOC111107067","GO:0000793;GO:0005634;GO:0007129;GO:0031573;GO:0036297;GO:0070182;GO:1990918","blue",0.338147059513307,0.0152944516186505,-0.349669693593337,-0.0435755232390543,0.06476323479229,-0.0802065324401556,-0.104031396422133,-0.0801522951779638,0.00647809793219311,0.171394678458343,0.114529046560945,0.944780335285002,0.101934747858667,0.843498862004289,0.769078070719847,0.716012581430287,0.636655949308707,0.716196900362491,0.976597013476222,0.434241705857644,0.122456936249875,0.480314598428838,0.191432478090258,0.0576999374469626,0.121957485289567,-0.24149254098689,-0.363898306395535,-0.539427722862428,-0.120030985139907,-0.164161826171463,-0.101986861021591
"LOC111107084","GO:0005515","turquoise",0.0369160447621855,0.159060459097937,0.242501500867782,-0.0590652480307469,-0.101655569875033,-0.0139973797226334,0.0659583746088528,0.193523080977685,-0.0778804246137076,-0.177599760934814,0.867191792802944,0.468499871368018,0.264900166825113,0.788927422782621,0.644415284908179,0.949457254495048,0.764932002570254,0.376289756492868,0.72393123490778,0.417529154829828,0.474744508655119,0.029368408121622,0.211131115823887,0.143009865976644,-0.11254102245852,-0.202929882779085,0.132865158627686,-0.0269254670191858,0.0378161131051154,-0.437102684192447,-0.216283379060976
"LOC111107085","GO:0005515","turquoise",-0.0437941291220926,0.0958261097414989,0.210236977502466,-0.0758883070035965,-0.105702497602593,-0.0304375235530881,0.110879329374101,0.259024918071521,-0.138778505385057,-0.224399406836403,0.842723218305924,0.663605379272249,0.335621111445791,0.730734766720829,0.631220187605275,0.890347677234095,0.614498917601127,0.23268649198575,0.527707097237498,0.303305923073619,0.157658742054644,0.0143986149784342,0.112126661088002,0.0373975446633514,-0.207316719381736,0.0862461900421093,-0.14189037712249,0.00794131249024598,-0.159343482405648,-0.0781832807041823,-0.248542075292804
"LOC111107087","GO:0005515","turquoise",-0.0153077135026644,0.152161878123518,0.303126500279394,-0.0957223384320346,-0.239059737307134,0.0144728925568772,0.0296850893235087,0.283372690087517,-0.0114200259506005,-0.299836950163036,0.94473252507485,0.488246663751335,0.15972095904816,0.663948889307836,0.271951227397065,0.947742478014577,0.893043055624478,0.190103931325029,0.958755196345354,0.164527928944723,0.288574803774943,0.0409957611994902,0.231805966171601,0.21277148907926,-0.131150743423063,-0.143785000560559,0.0305172488907775,0.0969795205688468,0.0699906633612804,-0.394637300515907,-0.263276975690584
"LOC111107091","GO:0004563;GO:0005975;GO:0016020;GO:0030203;GO:0030247","black",0.296614447313138,0.102402937699812,-0.0997549080226526,-0.53618735818592,0.000250660987825075,-0.588600532782053,-0.3397232767755,0.350188195207082,-0.350473345371648,0.319399602410358,0.169333889166541,0.641970497024083,0.650648752818938,0.00835505954529817,0.99909433382995,0.00313100415182684,0.112742423432384,0.101393104701172,0.101096134041548,0.137385478461578,-0.0744540377391586,0.156157847935115,0.143956755336962,-0.0225730304389416,0.53172784351697,0.12088974160497,-0.321190393023529,-0.354592842146088,-0.285772212287603,-0.0366772681460764,-0.272246560263959
"LOC111107093","GO:0005635;GO:0005829;GO:0006606;GO:0031267","blue",0.279041844409076,0.105395587088484,-0.00467542864996813,0.0445227651860601,0.252655873458603,-0.0774634067300522,0.00491238758031647,-0.194683324790401,-0.0927362075444409,0.282805147689813,0.197258386837445,0.632217133095971,0.983108319561576,0.840138942022508,0.244783103939244,0.725353793269016,0.982252347227137,0.373379154189126,0.673861555826822,0.191031271991288,0.131039746691399,0.501621174472043,0.208660506559323,0.448713498775778,-0.232804104352556,-0.664485439506558,0.460702021209716,-0.0703821828446397,0.400937121381623,-0.461599792953236,-0.00714058799844147
"LOC111107096","GO:0004672;GO:0005524;GO:0006468","red",-0.187419840955459,-0.0433563945384326,0.203647914119673,0.0422087957887347,0.124455083111572,-0.0159026342992038,0.176228661758968,0.0420495061690237,-0.183628727324485,-0.0239587820128798,0.391812665051083,0.844276501900422,0.351329023997365,0.848351360444167,0.571538019843167,0.94258797756434,0.421191457231878,0.848917260466055,0.401633262696243,0.913591349045985,-0.121761379373117,-0.180166103318389,-0.764356307459369,-0.467554579903362,-0.41666987928011,0.063453142028766,-0.0312459977171419,0.367778851926866,0.306890968981693,0.533722653789225,0.669164464182305
"LOC111107102","GO:0002020;GO:0005615;GO:0008191;GO:0010951;GO:0031012;GO:0051045","turquoise",-0.100908818013485,-0.0436691445465338,0.119819734229532,0.0248627063607146,-0.229280266909119,0.141927397750669,-0.130141953106425,-0.0228750731660862,0.283702681036537,-0.138580529383689,0.646861621970341,0.843166663485575,0.586057393615085,0.910343812402431,0.292629595578645,0.51828924328313,0.553944982751955,0.917486557388443,0.189566154224147,0.528301901016756,0.788795399375463,-0.140447752074509,0.165667249699625,-0.135305389064929,-0.135373395177739,-0.104557644051511,0.117354234050677,-0.308670239277082,-0.134284749791733,-0.237334461876416,-0.156379714372644
"LOC111107113","GO:0004674;GO:0004712;GO:0005524;GO:0005634;GO:0005737;GO:0005856;GO:0018105;GO:0018107","magenta",-0.00965678817526907,-0.00977074291122413,-0.0386768170550617,-0.187545237465212,0.0959337786589511,-0.25380113713591,0.131936547513374,0.303521595387202,-0.412655182585553,-0.0147992192038258,0.965119238845228,0.964707876493079,0.860915756691001,0.391490160152962,0.66324903637376,0.242578360704282,0.54844468182821,0.159150303755227,0.0503619973291251,0.946565820457623,-0.551183953022427,0.0875387132250786,-0.293572997562167,0.350367276256188,-0.405614547582764,-0.287189803221312,0.0687103228689438,0.837022843775062,0.690262578929065,0.124017786757003,0.375703508850453
"LOC111107115","GO:0042981","green",0.289468542139289,0.506588676388685,0.467073048533625,0.0432035923192041,-0.177271156496662,0.136052292464861,-0.180433086317868,-0.122597084541438,0.324259496735768,-0.0321750398427612,0.180336882829933,0.0136332301838486,0.0246387351036452,0.844818846876986,0.41840529237779,0.535925494814695,0.410016511522221,0.577338800582058,0.13117102307473,0.884128058824958,0.0393188124655928,0.0146739644098564,-0.259745130075665,-0.255003532294952,-0.29525421051613,0.175837258766068,0.0795696770222133,-0.135501025796785,-0.149519398519039,0.274149956021975,0.0425219499377532
