"","MEyellow","MEgreen","MEgreenyellow","MEpink","MEblue","MEturquoise","MEbrown","MEpurple","MEred","MEblack","MEmagenta"
"H1_B2_B13",-0.00231024755722503,0.00944274064531919,-0.0730715715236119,0.00271582372582097,0.0908988343212651,-0.08409426282013,0.119728611038904,0.0818686208884279,0.128672503809059,0.188260433404451,-0.00576468713977922
"H1_B6_B61",0.0468436840430818,-0.00581074518554538,-0.0288763134477455,0.0807154467124079,-0.0339577971327488,-0.0518925455758584,-0.0817239878238227,0.0404589004235121,0.0540677660325779,0.035527703477088,-0.0275129931587236
"H1_C6_B62",-0.0386785002818604,-0.176832693128526,-0.146135921445419,-0.00185580443902912,-0.025620524528767,0.0570402515876172,-0.0801351326360675,0.146833125868303,0.0199487502143611,-0.0692639480337728,-0.0349988300331029
"H1_Nu_B08",0.105517079805918,0.0836694754086979,0.027730876541367,-0.167275014755071,-0.0996935125842177,-0.066519320862338,0.219051361893896,-0.104804628128064,-0.0127567793605226,-0.0316660362310435,-0.000706667730781394
"H1_W4_B38",-0.0671721155143704,0.0745680775007947,0.113599054607983,-0.0357512210597084,0.119167603840997,0.067954994800526,0.130436504746938,-0.108200706979262,-0.0824050414497306,-0.0518405565555859,-0.0325062309915767
"H1_W5_B49",0.0277356454548189,-0.169284613819256,-0.145891883595559,0.0352537340857709,-0.165712624482087,-0.0314041464907797,-0.0989094530084303,0.167812287617391,-0.0139622441743886,-0.0938673385506972,-0.0421982722327632
"H2_B5_B51",-0.13073603005925,-0.250926920243293,-0.173612380051539,0.029979112610065,0.0524460036286939,0.0988268825517018,-0.0756028718513435,0.280710568518804,0.0336931529821451,-0.0646348064437399,-0.00414600229592918
"H2_C1_B04",-0.0366901568467826,0.0791785029633759,0.169188935007921,-0.0298786048944976,0.0201181699541985,0.141647305681036,-0.090958793942271,-0.128696474757915,-0.148785056563299,-0.0773616653698818,-0.0436724093757507
"H2_H1_B03",-0.0666421152270642,0.00911198080760536,0.0776516019504514,0.0713780959617998,0.041886043470744,0.128162048076269,-0.0912422300319048,-0.0529849638210729,-0.0739065315751375,-0.0729008958310649,-0.0353055970042882
"H2_Nu_B14",0.130359504798329,-0.0780773434219388,-0.214601920375906,-0.142167669031564,-0.190679427004807,-0.250594119824609,-0.0199349844210064,0.170593778192273,0.400973296808158,-0.0376694497696293,-0.0383856439282434
"H2_W2_B16",-0.0634470468127422,0.076520185999222,0.0739268318607958,0.256115782888811,0.147805931875068,0.050309247364295,-0.00106875117547694,-0.0349259640411509,-0.0692311409492075,-0.0583431911754402,-0.0401938128770638
"H3_B4_B41",-0.172279405053665,-0.00509422074947179,0.0409844927060333,0.0231773412850027,0.35042139877425,0.0823363540822266,0.107919912089319,0.0191922953259495,0.0112426526228261,-0.0569296256410821,-0.00701384027242777
"H3_C5_B54",-0.147817602029186,-0.165226663567641,-0.0797300338146614,0.0605338342188736,0.0916218482662416,0.118394297610848,-0.0645690962282883,0.143778654264845,-0.027808479282279,-0.0670426561415495,-0.0373894084495614
"H3_H4_B41",0.00612544697752486,0.046727862376249,0.0522664189701394,-0.0104389635542619,-0.037035279697544,0.00723474765962262,0.0521891556077199,-0.0359646800906444,-0.0502846507480602,-0.0723791589492169,-0.0384534406294793
"H3_H6_B66",0.0386984716728673,0.0913519052924663,0.0901818008792817,0.0354640706142406,-0.0311300804446551,-0.0224484635102698,-0.0845051128839691,-0.113061618266125,-0.030395897413662,-0.0588273101985155,-0.0278618648695797
