"","Gene","GO.terms","ModuleColor","GS.Actual_shell_growth_mg","GS.warm","p.GS.GS.Actual_shell_growth_mg","p.GS.GS.warm","geneClass"
"31","LOC111114496","GO:0005198;GO:0005515;GO:0006888;GO:0006890;GO:0006891;GO:0030126","blue",0.463308017280515,0.331962909416748,0.0259801352788286,0.121738211581273,"Growth"
"32","LOC111115770","GO:0005737;GO:0015031","blue",0.453797082592562,0.129805774750391,0.0296300966547412,0.554978119559814,"Growth"
"33","LOC111116995","GO:0005839;GO:0006511;GO:0019773","blue",0.439392564923909,0.317926413201488,0.0359233404163761,0.139310124210144,"Growth"
"34","LOC111117769","GO:0008146","blue",0.434590077747659,0.160727466607828,0.0382411884301668,0.463790464231592,"Growth"
"35","LOC111117911","GO:0008663;GO:0030145;GO:0047631;GO:0047734","blue",0.495124966604408,0.304883711841849,0.0162991766601325,0.157193889617096,"Growth"
"36","LOC111118029","GO:0003743;GO:0005737;GO:0005852","blue",0.472948125441521,0.357192540665594,0.02265704395905,0.0942826673917604,"Growth"
"37","LOC111118050","GO:0004853;GO:0005515;GO:0005829;GO:0006783","blue",0.528824304594995,0.305118236234566,0.00947522617756047,0.156858752659813,"Growth"
"38","LOC111118194","GO:0000398;GO:0005686","blue",0.431518136549592,0.372939106791791,0.0397844728631869,0.0796572636345471,"Growth"
"39","LOC111118205","GO:0003924;GO:0005525","blue",0.511273632548958,0.110129211349382,0.0126518223489964,0.616910598730738,"Growth"
"40","LOC111118233","GO:0005506;GO:0005783;GO:0006643;GO:0008610;GO:0050479","blue",0.473066665370532,0.311453641349512,0.0226184218551358,0.147994421122238,"Growth"
"41","LOC111118273","GO:0000413;GO:0003755;GO:0005737","blue",0.466508164986857,0.395073880700716,0.0248363715766702,0.0620729614207144,"Growth"
"42","LOC111118325","GO:0005765;GO:0005886;GO:0015232;GO:0015886;GO:0020037","blue",0.499941054072618,0.28038951510274,0.0151317705871583,0.195012792195584,"Growth"
"43","LOC111118627","GO:0015297;GO:0016020;GO:1902600","blue",0.460921531503351,0.339199820725896,0.0268602202582544,0.113333482941902,"Growth"
"44","LOC111118739","GO:0000027;GO:0000956;GO:0003723;GO:0005730;GO:0006364;GO:0030687;GO:0042273","blue",0.528461864041492,0.316149045172753,0.00953341645442396,0.141657657495921,"Growth"
"45","LOC111118868","GO:0005319;GO:0005524;GO:0006869;GO:0016020;GO:0016887;GO:0043231;GO:0055085;GO:0140359","blue",0.439255023602471,0.34901809589183,0.0359881420111411,0.102618448130703,"Growth"
"46","LOC111118924","GO:0004312;GO:0004315;GO:0006633;GO:0016491;GO:0031177","blue",0.481867260471749,0.28800182337242,0.0198955217114815,0.182654711802596,"Growth"
"47","LOC111118971","GO:0006886;GO:0016192;GO:0030131","blue",0.570524360208584,0.313864115786733,0.00447233336253079,0.144716746406335,"Growth"
"48","LOC111120644","GO:0003924;GO:0005525","blue",0.427945330385598,0.227219562900374,0.0416404687999054,0.297108270832514,"Growth"
"49","LOC111120649","GO:0005737;GO:0006457;GO:0016272;GO:0044183;GO:0051082","blue",0.560552195417964,0.152974090097335,0.00539887909202952,0.485900387109003,"Growth"
"50","LOC111120752","GO:0004750;GO:0005975;GO:0006098","blue",0.448919210848798,0.347058700314575,0.0316542797988237,0.104694729929119,"Growth"
"51","LOC111120848","GO:0017101","blue",0.516630275288333,0.395270748292584,0.011601409888615,0.0619312120588336,"Growth"
"52","LOC111120869","GO:0005769;GO:0031623;GO:0032456;GO:0035091;GO:0043130;GO:0046872","blue",0.54964002789884,0.411848572106254,0.00659122928230139,0.0508586221498614,"Growth"
"53","LOC111120892","GO:0000027;GO:0005730;GO:0006364;GO:0019843","blue",0.552122952873569,0.259534884432878,0.00630230072912808,0.231735232841442,"Growth"
"54","LOC111121226","GO:0005634;GO:0005743;GO:0006744;GO:0008340;GO:0008682;GO:0010468;GO:2000377","blue",0.422702550249831,0.401486669077299,0.0444860659504086,0.0575818275231094,"Growth"
"55","LOC111121238","GO:0000398;GO:0003723;GO:0005654;GO:0005737;GO:0061574","blue",0.51275086790194,0.405767704669352,0.0123546581515895,0.054725822402142,"Growth"
"56","LOC111121384","GO:0005789;GO:0044183;GO:0045048","blue",0.493127042771914,0.240795995067143,0.0168044769791721,0.268379466149095,"Growth"
"57","LOC111121424","GO:0030246","blue",0.538921552489587,0.366507328556826,0.00796807134512858,0.085409008577808,"Growth"
"58","LOC111121439","GO:0005515;GO:0005758","blue",0.463394622536898,0.34197717352827,0.0259486365443306,0.110223125515815,"Growth"
"59","LOC111121616","GO:0004722;GO:0006470;GO:0043169","blue",0.472633525913093,0.339481870815017,0.0227598025170882,0.113014726341936,"Growth"
"60","LOC111125012","GO:0005515;GO:0031398","blue",0.451587244683582,0.333882040546398,0.0305339521816234,0.119466730492793,"Growth"
"61","LOC111125076","GO:0005783;GO:0005793;GO:0007030;GO:0016020","blue",0.495967561819147,0.200390007680025,0.0160898120406845,0.359252322186537,"Growth"
"62","LOC111125126","GO:0003735;GO:0005739;GO:0005840;GO:0032543","blue",0.547764215613976,0.353410692244538,0.00681674564763739,0.0980742708014482,"Growth"
"63","LOC111125175","GO:0005634;GO:0005737;GO:0008198;GO:0035513;GO:0035515;GO:0035516","blue",0.582485622968661,0.0819206255453804,0.00354042616421577,0.71019538607326,"Growth"
"64","LOC111125522","GO:0003676;GO:0003724;GO:0005524","blue",0.583575368027834,0.411404683290651,0.00346433221038592,0.051133536861401,"Growth"
"65","LOC111126532","GO:0005737;GO:0008175","blue",0.482150932474936,0.293259582331033,0.0198123756593227,0.174439955851629,"Growth"
"66","LOC111127020","GO:0005515;GO:0007165","blue",0.469393257103498,0.218695320973002,0.023840148248972,0.316082658172969,"Growth"
"67","LOC111127162","GO:0008053","blue",0.499765149671815,0.3351618417103,0.0151731751454985,0.117969152060675,"Growth"
"68","LOC111127293","GO:0000439;GO:0001671;GO:0003690;GO:0005675;GO:0006289","blue",0.50985962732609,0.403015738187198,0.0129417269056826,0.0565488667252614,"Growth"
"69","LOC111127743","GO:0000775","blue",0.416985733048932,0.388964254058237,0.0477597190185611,0.0665968475332719,"Growth"
"70","LOC111127753","GO:0004631;GO:0005737;GO:0006695;GO:0019287","blue",0.420139475446692,0.0211374849840575,0.0459313768906632,0.92373582034397,"Growth"
"71","LOC111127769","GO:0003735;GO:0005840;GO:0006412","blue",0.468761447807782,0.287660311630324,0.0240555203066489,0.183197318821737,"Growth"
"72","LOC111128037","GO:0005506;GO:0005737;GO:0006082;GO:0006805;GO:0016712;GO:0020037;GO:0043231","blue",0.414097515202035,0.311354542792759,0.0494833506782393,0.148130286265781,"Growth"
"73","LOC111128143","GO:0000287;GO:0004449;GO:0005739;GO:0006099;GO:0006102;GO:0051287","blue",0.598148663648294,0.373452900301989,0.00257180566233698,0.079210702403137,"Growth"
"74","LOC111128167","GO:0005743;GO:0030150;GO:0051087","blue",0.443394083588864,0.358648493896984,0.0340780293597964,0.0928523579082339,"Growth"
"75","LOC111128303","GO:0072669","blue",0.544337866018858,0.400778108815099,0.00724523697700924,0.0580653912575538,"Growth"
"76","LOC111128304","GO:0005634;GO:0005829;GO:0005838;GO:0008541;GO:0043161","blue",0.563741112792197,0.384823488587467,0.00508660259014723,0.0698029349043786,"Growth"
"77","LOC111128569","GO:0004222;GO:0008270","blue",0.456484503751459,-0.0136409257687515,0.0285597451151561,0.950742827970704,"Growth"
"78","LOC111128633","GO:0006487","blue",0.438693216587931,0.389539741458216,0.0362537920611447,0.0661603046770053,"Growth"
"79","LOC111128646","GO:0003735;GO:0005739;GO:0005840;GO:0006412","blue",0.476441847413564,0.345367600493589,0.0215407673670731,0.106511405130508,"Growth"
