"","MEbrown","MEblue","MEpurple","MEmagenta","MEpink","MElightcyan","MEmidnightblue","MEblack","MEyellow","MEcyan","MEturquoise","MEsalmon","MEtan","MEgreenyellow","MEgreen","MEred"
"C2_H1_W04",0.111521032624768,0.0654973366386423,-0.0123532037089251,-0.0341321763288346,-0.0577894210502796,0.120227546664547,-0.0269460635715737,-0.0583162331609933,-0.0152002642125688,-0.0152523418281144,0.113166924554217,-0.0605381622932107,-0.0360337374776625,-0.0571559600735575,-0.0895659051797722,-0.0682386541905578
"C2_W2_W15",-0.0259539446425334,0.0253856820756313,0.00544932214619523,-0.124738120807118,-0.0808288964484841,-0.0168854280937595,0.0138064415233185,-0.0198813277478357,-0.00709870360205422,-0.00670705541372467,0.159222517493,-0.0135275016816884,-0.0358923964603516,-0.12381333437234,-0.0713326348237454,0.0636589793251925
"C3_B3_W30",-0.0412562569442926,0.0310707637152675,0.0478213345751498,0.0043700216233032,-0.0453416987824436,-0.0299679174365362,-0.0260625387694881,0.123303851429353,-0.0172307693918427,-0.00142614595335778,-0.0449484321921316,0.0338489972528495,-0.0341420602813502,-0.0705969779487444,-0.0309879175915842,-0.0016964676992498
"C3_C2_W17",0.165169531517579,0.149384429993525,0.115796112046062,-0.148614072044758,-0.0715326609846565,-0.0337784485088939,-0.0363626358610187,-0.069979153756045,-0.0328171406484232,-0.0228224091191977,-0.0555555750396963,-0.102236368578686,-0.0747146849158078,-0.0666225059026663,-0.152047806774798,0.0450312956190177
"C3_W3_W29",-0.191232037254552,-0.137743978730087,-0.257886600610233,0.0269661849780294,-0.0120738619273842,0.0389774863787285,-0.0241140184173306,-0.0397447542516095,-0.0238114375727101,0.162392316652587,0.39682782508741,0.055798238199488,0.0722322787213324,0.155195996121814,0.195825483440206,0.0188889426494884
"C4_B1_W07",-0.108876335820149,-0.0226265468285945,-0.112847535973593,0.0341116093291381,-0.0507749132491401,0.0883180824120326,-0.0167682707761565,0.19442854032988,-0.012176071756007,0.0480491188742615,0.0464646083734602,0.183094682523664,0.0145780016489885,-0.0263247570525088,0.0264639110075646,0.00125685208725808
"C4_B5_W56",0.0633047163952558,0.166103109323615,-0.118753263681116,0.194273885524107,0.294791286948094,0.0345918903341669,-0.0153008789917339,-0.06072081766881,-0.0232635014903494,-0.00759269150072454,0.074251078589429,-0.00133726083413191,-0.0142774660777045,0.0557926232742882,-0.180813127383823,-0.231939371948981
"C4_C6_W67",0.017669356828957,-0.0322529455530434,0.0107026210603458,0.0256305909395811,0.00914736387761065,-0.043295004049949,-0.0207671632279326,-0.0469415610345576,-0.0129564546471649,-0.0487398971489331,-0.0717857891995494,-0.0204965975454357,-0.0101071973939055,0.0912060646618095,0.00109775256470682,-0.0336680970435446
"C4_H5_W56",-0.122388475678404,-0.132021520740613,-0.0122122567320455,-0.0481916699590283,-0.0669393628060104,-0.0509272253973413,-0.0308094724101858,-0.0599312709144475,-0.014136457319958,0.0405744870786657,-0.0649885546613138,0.0251680268011949,-0.024471781520282,0.0725778873715774,0.182148017018998,0.140161839606926
"C5_B4_W46",-0.0530605296083165,0.0425358111653748,-0.0117643553896791,0.197889749549314,0.0577261033686305,-0.00897334505512053,-0.0204098940638072,-0.0490024236282068,-0.0206177818415417,0.0426622900519756,-0.0437716468604062,0.0902429382202234,-0.000532594651645594,-0.070651828180385,0.0244433997693571,-0.0969698096925265
"C5_C3_W33",0.157750913479835,0.129297033048878,0.195825190387419,-0.121078003734617,-0.062496085221798,-0.0148146474142195,-0.0375976534713293,-0.0637061166831429,-0.0470448149467002,-0.0168630308390684,-0.0625443373141178,-0.071405774370577,-0.0629544196634529,-0.0503148362042268,-0.221338598967876,0.042682297902169
"C5_W1_W09",-0.00211660351095941,-0.0195574376558461,0.0718259829536303,-0.0933190131084507,-0.0841670078683741,-0.0420894995908265,-0.0281894869509239,-0.0549974256898907,-0.031745854724139,-0.00411801775401319,-0.0582408486074,-0.0263532651086341,-0.0281677970208887,-0.103782667390445,-0.0144365526240224,0.139156891558861
"C5_W4_W45",0.0624694835814267,-0.0739611602265084,-0.0228380405560844,-0.113286179992144,-0.0246574063449801,-0.0439289565137988,-0.037956250038585,-0.0666186928537399,-0.0375451412341444,0.0102782707841357,0.13140871186625,-0.100595694377912,-0.0732251759406307,-0.116027474102299,0.00358629519156289,0.0611171467142889
"C6_B6_W71",-0.00749814509281635,0.00386258585808029,-0.0146466525039418,0.0918594306551473,0.058417693654224,-0.0297882601037931,-0.0231293165034149,-0.0532602745984701,-0.0238096685749002,-0.0099601909015571,0.0774554858392911,-0.0383115769046481,-0.000959541990155169,-0.114523513924309,0.0128727750619163,-0.104046685514575
"C6_C5_W59",0.104028452641281,-0.0207303676791027,0.051820095304698,-0.144387777585132,-0.0540341281364182,0.0866435475779403,0.0417777553097971,0.251585404111971,-0.0105051466224847,-0.0410360279580743,-0.0583958697245383,-0.108907820053917,-0.0426701155649247,-0.0166988865254031,-0.0802239665594109,0.0754248976379839
"C6_H3_W36",0.0506243426071699,-0.0964178346989061,-0.113025260327287,0.0510327220501186,-0.00473574748759178,-0.0401812861410572,-0.0303464019032384,-0.0634562728291796,-0.0303863547078305,0.0159553591968089,-0.0605141772386518,-0.0406015095681888,-0.0238193629743511,0.00300863962299952,0.043536312698406,-0.032573306405644
"C6_H4_W48",0.0367621576241879,-0.105411359583257,0.0637789267554737,0.00482483823758374,0.00420527345226335,-0.0532246286150079,-0.0154388148329271,-0.053195413124253,-0.0336853790764984,-0.0467654926797142,-0.0771356810691848,-0.0847318421237441,-0.0129358718763508,0.00695482773207659,0.112821631062297,0.00442643214371246
"C6_W6_W72",-0.160857850686355,-0.0893156184120012,-0.135344522229533,0.153161518096449,-0.00857764895521836,-0.029867066557394,-0.0126701682736988,-0.0345306847831878,-0.0108219021581279,-0.0220855073357855,0.0273479011392234,0.145654588888503,0.0442855144627933,0.0294115776751936,0.176963431690416,0.0506984434239842
"H1_B2_B13",-0.129985361063125,-0.0529041565521666,-0.17952714719062,0.118668942881885,0.0120330479912566,-0.00697957592480037,-0.0254462822136663,0.201171372583678,-0.0113315076334533,0.915414996047715,0.0941244046971995,0.251788432505662,0.0739506365311635,-0.059778217633425,0.0353843096050647,-0.0236864519847742
"H1_B6_B61",-0.0948650845648075,-0.0532951716580529,0.0306627295384495,0.126007310387426,-0.00631831740805777,-0.0468824955410942,-0.0172685687224577,0.0224502076928221,-0.0188326029090066,-0.0384952621482705,-0.0768579347698463,-0.00371900946969153,0.0491254836883615,0.0834771793701241,0.144683407011752,0.0190088377251141
"H1_C6_B62",0.126924309700916,-0.00369102231145946,-0.0885297918040192,0.0771036223324863,0.235658717070871,-0.0342986781528073,-0.0192124619959988,-0.0661198600033853,-0.0219828928864799,-0.0269746115313979,-0.068699252432465,-0.109338177846518,-0.00150744360210604,-0.0425696465231763,0.0102411794247686,-0.190090592361765
"H1_W4_B38",0.0105008176159331,0.0721129596756172,0.0266808744670257,-0.111774147656537,-0.102485913481309,-0.024070859383107,-0.0317000606476082,-0.0543268908795739,-0.0365721857084267,0.0195862411180192,0.140436966573964,-0.00657815600371967,0.0119239183436956,-0.130877337640585,-0.0978245139058977,0.0657479201251369
"H1_W5_B49",0.0380139419685354,-0.157193644625937,-0.092833782930403,0.0849947317575584,0.37517389244821,-0.0585476833223258,-0.0258616971773555,-0.0648244136007864,-0.023592638717124,-0.033541339240289,-0.0663623048941176,-0.101570521481008,-0.0147096586096955,0.00705696173689003,0.143515402306332,-0.146707439156816
"H2_B5_B51",0.198351770712391,0.0962662354876472,-0.077571986275041,0.148949281642743,0.496764733055584,-0.0292051542520876,-0.00459617126921355,-0.0722952314722639,-0.0152873407281005,-0.020388240893214,-0.070198674040539,-0.100892084567711,0.00319692053989611,-0.0438370717883226,-0.101105460676837,-0.256440313909607
"H2_C1_B04",0.14210031726277,0.0326177751923368,0.213663536622406,-0.151245788669929,-0.0799762638022373,-0.0526223820219631,-0.0320064432749501,-0.0736509889075865,-0.0425197401511965,-0.0254297537629412,-0.0701294113090595,-0.143599885187269,-0.0714531933715722,-0.110962680539197,-0.0706833658893851,0.106779624590572
"H2_H1_B03",0.119491122697384,0.0599432704178575,0.109149597977352,-0.0675733443538231,-0.0741531977181901,-0.0354092627775519,-0.0223546594069323,-0.0676251952689902,-0.0251845129847658,-0.0464628332034545,-0.0778998976633515,-0.0770015537784332,-0.0362817267923229,0.0241172058533124,-0.0713481031706706,-0.00757887666139952
"H2_W2_B16",0.0111467364796243,0.0343466800706416,-0.0541956281276685,-0.0807205428902764,-0.0345156031213055,-0.0424523296048524,-0.0381422498579231,-0.0597218522835364,-0.0234798789732808,0.0028103857750523,-0.0213707697723938,0.00634421398622793,-0.0351658628707276,0.460889821071704,-0.0692408510536694,0.0525495399344089
"H3_B4_B41",-0.0311324766417139,0.537617758927965,0.0653247150988742,0.021282782624126,-0.0930895412028398,0.00464365583746046,-0.0378334660799353,-0.0623098949333401,-0.0251156326076595,0.0368444623889473,0.109571611554726,0.158963932555068,-0.0280915570953001,-0.0787532827175984,-0.179177686456743,-0.0352793988164855
"H3_C5_B54",0.191971750076251,0.0711520528715914,-0.0257505338315807,0.0668380877945693,0.117012526277551,-0.0300507704995748,-0.0387276128309438,-0.080651968535815,-0.0335953616315359,-0.00610333121956226,-0.0608718587852942,-0.0794270675792293,-0.064325727236458,0.0171928308732603,-0.128965553093375,-0.185898474400247
"H3_H4_B41",-0.0071586570478026,-0.0955991894878486,0.0433330082950441,-0.0234998440959932,-0.0589964038723468,-0.0451432674741998,-0.0297705435188697,-0.061935659678697,-0.0317278475645122,0.0204613042941101,0.0496332667595249,-0.000482629553775591,-0.040729868856337,-0.06561179913072,0.0525595617629262,0.0622590367291253
"H3_H6_B66",-0.0758971890294078,-0.0581092554053148,0.0290641487630746,-0.0636714558708973,-0.0760564123420194,-0.0443779097655285,-0.0211300551850387,-0.0401293760768292,-0.0171743469081597,-0.041408537798817,-0.0630672276568178,0.00864873726614109,0.0193925254144124,0.00072422059385755,0.0519625602727456,0.134814166630021
"H3_W3_B30",-0.186712374796162,-0.115509039627525,-0.267152154891906,0.279963238341543,0.0648654730765256,0.0258044741474793,0.00965207429365369,0.100126299819257,-0.000466356957743653,0.02568053364833,-0.018297491844662,0.220079086501019,0.913943664034226,0.0930887667269926,0.16428470811351,-0.0672338169008998
"H3_W6_B66",0.114361531388977,0.176960815892724,0.0898939764970061,-0.00280945167620341,0.114293579175055,-0.0430176235422877,-0.02548918451147,-0.0687664924681314,-0.0267248973616895,-0.0451229285293297,-0.0798848446558573,-0.0647863547712966,-0.0404040010733274,0.0783177898815688,-0.111250997924028,-0.117010159776089
"H4_H2_B19",-0.110878630078691,-0.0153399076290506,0.135654003071536,0.0832200517911593,-0.0338036646350588,0.229516591346856,-0.0227146476573392,0.0375002985805018,-0.0290743882267355,0.00526028223019156,-0.0116852685464943,0.0935938453085491,-0.0169197047398686,-0.0396068671916868,0.00934253362550586,0.00256155508302908
"H4_W1_B07",-0.0930200277443102,-0.14546277770829,0.00418762881608467,-0.0989418637577752,-0.0525126640557535,-0.0307754552728877,-0.00796160106405193,0.123512868692639,-0.0101279521202897,-0.0410917349488554,-0.0593105738552529,-0.0897436957537459,0.00403459663658306,0.114994512293961,0.191986326367535,0.163607132044621
"H5_B1_B09",-0.0495442747592478,-0.0687975783949376,-0.0440382611969078,0.0116674402118007,-0.0632012362434737,-0.0381089065124515,-0.0193710496227699,-0.0493007488515132,0.116724841642588,-0.0401121761340492,-0.0620435962547454,-0.045656264082748,0.000451997758487425,0.0877946171117987,0.140086971158225,0.0292380900612069
"H5_B3_B34",-0.149388444011404,-0.0774945893805491,-0.118893031065252,0.0648777984812293,-0.0544626550914718,-0.0232534860845594,-0.0334183688271278,-0.0465917507791313,-0.0300302948231382,0.0428558976583752,0.0212081843982789,0.19428418366457,0.00521026961434947,0.107712344797504,0.0954872998757446,0.0277219331684872
"H5_C2_B22",0.106682190148445,0.0983919012862919,0.234638353155159,-0.114117980139778,-0.0717941060187552,-0.0338907093796684,0.166315183681912,-0.049910710241891,-0.0258957409687352,-0.0410095014350306,-0.0671545129307619,-0.067257298524179,-0.0392463408981894,-0.0933319783314237,-0.129368987318101,0.0391763334594034
"H5_C4_B46",0.0448358258310345,-0.0446175320381602,0.0910336330217077,-0.0375710502464941,-0.000142557455408865,-0.0196451045626055,-0.0165335699359705,0.250937674439796,-0.0187867514738307,-0.0387618861163898,-0.059579247875855,-0.0822935691003003,-0.0276205398005824,-0.0178308482798934,-0.00367383239633929,-0.0310317788657222
"H6_C3_B36",0.0829329436476014,0.0480869972060833,0.0166251931210447,-0.139425400402963,-0.0767148483108527,-0.0243825939288614,-0.0388741497979723,-0.0233367172629773,-0.0266344457770365,0.00168201227235332,0.0827329462376891,-0.121958187338598,-0.0660147342443732,-0.0793546429288925,-0.0935521816016883,0.0366145940676449
"H6_H3_B35",0.0494699344880247,0.0447825956062374,0.114262861943668,0.0632054689282728,-0.0238632945800511,-0.0255709139434242,-0.0253496988934386,-0.0627933511145337,-0.0206866947662104,-0.0346113105885195,-0.060948513102799,-0.0319713040028886,-0.0237144685153294,-0.0856350061030655,-0.0380222496927652,-0.0386063175161163
"W1_C1_G02",0.0828713627216363,-0.0331285326241908,-0.0167082937155854,-0.151478176539461,-0.0549437625930267,-0.0184372739753019,-0.0174082414127081,-0.0573923605142278,-0.0318238092332406,-0.0159466802918087,0.140787127450443,-0.135077325193342,-0.0400843975206111,-0.0649978145582349,-0.00508276628366937,0.0602919106950881
"W1_C6_G61",0.14780505786585,0.102732079018872,-0.0264295077269289,0.0843304430928938,0.141161302429978,-0.0217392510121169,-0.026546822401711,0.096017793238131,-0.0192053726304675,0.0316908830468877,-0.0250595427417101,-0.0363895059324005,-0.0276048984860487,-0.00668939723325506,-0.179359700566135,-0.226225726594067
"W1_H5_G49",0.0265482080562019,-0.0757739636562816,0.0652458560285289,-0.0431210253891697,-0.0530612316284649,-0.0264910963651111,-0.0361573356991874,-0.05059259577867,-0.0389033754160702,-0.00230808826147138,-0.0133457142832796,-0.0717925415079789,-0.0655207278708267,0.00235277449074369,0.00551429840812925,0.065099632101651
"W1_W1_G01",0.00829382507680518,0.0767294420257754,0.0844119446203734,-0.118351188394395,-0.074593829737694,-0.0334129539081805,-0.0181628384013899,-0.042857528709136,-0.0269731671313305,-0.0417240419976206,-0.0685310760001716,-0.0487347024115732,0.0531513622723092,0.0322362356419629,-0.0448957135887765,0.0965401484990236
"W1_W6_G62",-0.0368942268742755,-0.00936429972377702,0.0593333877068839,-0.0579483528491861,-0.0428129869736423,-0.0305648552105058,0.00752117546958511,-0.0499980136414372,-0.0206563395423798,-0.0356927504734291,-0.0616507495140154,0.0226357028574149,-0.0114000866405178,0.0220456913072525,-0.00793461967664999,0.125977190089374
"W2_B1_G04",-0.00254635687505828,0.259444381696561,0.049376383982292,0.128320909099536,-0.0623949751249218,0.864440494832326,-0.0157005763689928,0.179600540647438,-0.00186331119180372,-0.0192536769341029,0.142056170074293,0.307646418102839,-0.0112253853987094,-0.0993541285042559,-0.246783639729939,-0.119868871231123
"W2_B6_G64",0.108319316908529,-0.0508497308007869,-0.126738516027754,0.125175272768609,0.298651116421478,0.107899427673652,0.177248251505899,0.0663903210487046,0.00857981946813018,-0.0146705531218253,0.00990308123235717,-0.0872021817586533,0.0501843302548639,0.0730237615598755,-0.00946837267858269,-0.238496075040754
"W2_C2_G15",0.167632017253786,0.227280403941613,0.21765613180691,-0.139441574433784,-0.0796145512052052,-0.0286793235431958,-0.0331566350950482,-0.0612397672185028,-0.00886450024521097,-0.0543739434588287,-0.0707222931808009,-0.100612694530358,-0.0614746704495277,-0.121903655051047,-0.15894065012928,0.0755508041871929
"W3_B5_G54",-0.0559975747773071,0.00417628398591138,-0.0153070118736241,-0.000663512124160049,-0.0192224961328345,0.058501038947332,0.177725606709324,0.461777375358356,0.828702408537887,-0.0402211298182129,-0.0402280762197796,0.0273040279880166,-0.012375050060572,-0.0939387814950241,-0.0326269913377155,-0.0155350416246427
"W3_C3_G29",0.0461512184969044,0.0188293706305545,0.130842131016064,-0.0680294190186263,-0.0337688480099214,0.180694325578988,-0.0291055811322272,0.0696975045568566,-0.0272288585683468,-0.0441489804686764,-0.047780575599554,-0.0724886791534909,-0.0590425501872971,-0.0474207547059826,-0.0618505549100414,0.00555497204970618
"W3_H2_G18",-0.0295657446789394,-0.0363826029114254,-0.0472783561797041,-0.0245779527401998,-0.0294992892048025,-0.0343420053649279,-0.0164215044973419,-0.0455683939834639,-0.00283231348188392,-0.0305803949178835,-0.0629124635147501,0.0335903822075877,0.00665709271159148,0.109145377234393,0.0481886253523186,0.0329585958713057
"W3_H3_G30",0.00566936265973953,-0.0273537192836931,0.029000137693169,0.0557465273221225,-0.0284319679831672,-0.0332952725474647,-0.024976558045946,-0.0654653801602153,-0.0243052571451946,-0.0111488972608702,-0.0505078614917463,-0.0349469918812974,-0.0260306760216761,-0.0943686115869284,0.0398125477188124,-0.0232677851527427
"W4_C5_G55",0.138045963615307,0.0154331369362796,-0.0618103402856965,0.0617952366498736,0.151780952046543,-0.0220004102121757,0.11149157597161,-0.0120496581409577,0.311367075125314,-0.0311870739822704,-0.0635261570046745,-0.057903241191262,-0.0222444291386107,-0.123661803951969,-0.0463646322743802,-0.175115543620159
"W4_H1_G08",-0.0772273663985673,-0.128294813978594,-0.0720581627485123,0.0127999119751644,-0.0320654885049737,-0.0308866293848448,-0.0144981280680805,-0.0544853049519795,-0.0138438958431483,-0.0327632318566053,-0.0666048385343123,0.0500239873886274,0.0314996458085951,0.0941988161143798,0.150397053150181,0.0643519948158847
"W4_W5_G56",-0.10301495513636,0.0136490851441055,-0.0294872707408227,-0.0259083051491811,-0.0925845174921913,-0.000283560439264111,-0.0385937879549012,0.0293450870457129,-0.0318133611202607,0.061949465761866,0.348402993314209,0.134835214708627,-0.0292032695607494,-0.0185087288843964,-0.0447462247730328,0.0236256486957166
"W5_B2_G21",-0.164722175826798,-0.101391131531526,-0.130596588166451,-0.0041141983533503,-0.0461218554387097,-0.00612891289795217,-0.0118930215281534,-0.0478656228433031,-0.0111558999999392,-0.0249232141329634,-0.0555737254445202,0.14060293543477,0.0854133882861953,0.384152763519524,0.123946543564553,0.137097763856755
"W5_C4_G45",0.167781163745234,0.0620035053236908,0.185446671553613,-0.0248446870069464,0.00602641936441792,-0.0410161783739614,-0.0248044606542473,-0.0593394513595044,-0.0365392001642333,-0.0486256482257085,-0.0684117014195356,-0.0945791692704034,-0.0493065301714401,-0.0272665836289262,-0.144223952444715,-0.0609035828782825
"W5_H4_G46",-0.112439407954941,-0.0932629779768804,0.0625496744169273,0.000296827360886504,-0.0613991186349895,-0.0285937576507467,0.00448573262213273,0.0911439285460155,0.000903435670399314,-0.0264302698035531,-0.0486673095191724,0.0800449823461252,0.0391839207212831,-0.0670510197930727,0.0839266619044952,0.118007151834789
