"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","svalue","pair","DEG_group"
"LOC111119645",653.221023566992,3.08622133945514,2.87040342852147,3.75397435678718,0.000174052677599143,0.0330040279902375,0.103966534811046,"B vs. W","W"
"LOC111106320",28.3174332287058,3.59282047709006,1.78290597394237,4.11614956412507,3.85254359127335e-05,0.0113089417065431,0.024922346393434,"B vs. W","W"
"LOC111115327",659.441389288178,1.94159942954492,1.47123414970373,3.80950938668418,0.00013924282048118,0.0282497392153845,0.075818639033041,"B vs. W","W"
"LOC111105368",25.438251718253,-5.44793818601931,3.35902856995933,-4.07632820814555,4.57524288722746e-05,0.0130192467806146,0.0408377069692456,"B vs. W","B"
"LOC111134528",1293.89047514596,5.99064222601074,1.93920455150877,4.56210453784145,5.06434196984557e-06,0.00219293566013671,0.0030335352625222,"B vs. W","W"
"LOC111100876",113.851700183536,3.41283848764953,2.36933576882496,3.91411039002036,9.07381194864039e-05,0.021577822315898,0.057044798211103,"B vs. W","W"
"LOC111108404",153.710112812751,-2.45511759988101,1.25503593438857,-4.07622417358178,4.57728929967838e-05,0.0130192467806146,0.0303409775022677,"B vs. W","B"
"LOC111129514",227.525867913896,5.27919268704139,2.92969584339281,4.13290531257537,3.58206322692203e-05,0.0108252935770273,0.031155576459935,"B vs. W","W"
"LOC111108533",47.6480498712126,-2.05730339615947,1.74440054942506,-3.73436829964221,0.000188186935927456,0.0343458377049813,0.0974073884135181,"B vs. W","B"
"LOC111118398",539.168156224309,-2.13982605584784,0.666490833147163,-4.52675833195852,5.98953690810077e-06,0.00251838325764956,0.00528138148490268,"B vs. W","B"
"LOC111119004",10.2369926977596,15.8125776120103,3.28069966174441,5.16797026228748,2.36649951343921e-07,0.000128190610011429,0.000314034455390944,"B vs. W","W"
"LOC111122279",24.4193388913043,1.70371294895697,1.17333889643859,3.89396889844489,9.8617299283498e-05,0.0225282290300224,0.0672058669398198,"B vs. W","W"
"LOC111121553",9.73911570030892,5.4800555969007,2.39325239753736,4.29418103256529,1.7533936274313e-05,0.0062035921852484,0.0131486377366589,"B vs. W","W"
"LOC111122008",202.334553786291,-1.51348430674793,1.10924486011613,-3.86300494069893,0.000112000741701148,0.0238923935164242,0.079541773276151,"B vs. W","B"
"LOC111121445",57.193186350195,22.1070796263189,4.21099860627658,5.45995746393381,4.76248671559262e-08,3.28974439506603e-05,7.72325194848329e-05,"B vs. W","W"
"LOC111121246",96.258513471209,-3.97684522023443,2.93833466590795,-3.91784033596201,8.93458509533631e-05,0.0214223291558593,0.0637384968916797,"B vs. W","B"
"LOC111120398",25.7356481070151,-2.02121559278048,1.41529257836033,-3.86321973233367,0.000111902265598279,0.0238923935164242,0.0660328789622031,"B vs. W","B"
"LOC111127206",203.378422212459,-5.54218761508776,4.32409666338714,-3.94067451082586,8.12528148771314e-05,0.0198092997076919,0.0683950619622155,"B vs. W","B"
"LOC111122631",661.087790441935,-2.84219225464604,3.40034755269431,-3.62961336162668,0.0002838460567459,0.0478775685948375,0.123632973922908,"B vs. W","B"
"LOC111127619",39.3500887732458,-6.25369788598483,7.77020372247637,-3.6344834614359,0.000278538123318321,0.047445700430049,0.138648008970187,"B vs. W","B"
"LOC111123482",59.9237650554014,-2.43738708197284,1.61864339940093,-3.89568885172652,9.79200297108016e-05,0.0225282290300224,0.0526402598580412,"B vs. W","B"
"LOC111122609",59.3624880296321,23.6259516998962,3.84895871437998,6.29021348868274,3.17029668155344e-10,5.41039101913109e-07,6.24724413728115e-07,"B vs. W","W"
