"Gene","GO.terms","ModuleColor","phase1_temp.GS.warm","phase1_temp.GS.ambient","phase1_DO.GS.hypoxic","phase1_DO.GS.normoxic","phase1_treatment.GS.both","phase1_treatment.GS.control","phase1_treatment.GS.hypoxic","phase1_treatment.GS.warm","phase1_temp.p.GS.warm","phase1_temp.p.GS.ambient","phase1_DO.p.GS.hypoxic","phase1_DO.p.GS.normoxic","phase1_treatment.p.GS.both","phase1_treatment.p.GS.control","phase1_treatment.p.GS.hypoxic","phase1_treatment.p.GS.warm","MMroyalblue","MMdarkturquoise","MMmagenta","MMpink","MMlightyellow","MMmidnightblue","MMsalmon","MMgrey60","MMbrown","MMred","MMdarkgrey","MMblue","MMcyan","MMorange","MMdarkgreen","MMturquoise","MMblack","MMtan","MMlightgreen","MMlightcyan","MMdarkorange","MMgreenyellow","MMdarkred","MMwhite"
"LOC111099050","GO:0005654; GO:0005874; GO:0006886; GO:0016567; GO:0030659; GO:0031462; GO:0043161; GO:0046907; GO:1990756","greenyellow",-0.100543960700149,0.100543960700149,0.133313088644216,-0.133313088644216,0.147163076660115,0.100957712155238,0.0134203854838207,-0.252613737672143,0.648058172838666,0.648058172838666,0.544242698391243,0.544242698391243,0.50281057970804,0.64670133763328,0.951538279983702,0.244864467013602,0.190281208727843,0.47588412329964,0.41747432411066,0.0158246512366272,-0.145602005654389,-0.247891628449923,-0.207117431962371,0.425332431161339,0.158465875305096,0.636462615251369,0.031992145693153,-0.369123042584839,-0.747400224863148,-0.0502333985058465,-0.189229562704539,-0.472036389105984,-0.216120000507565,-0.0722057087102509,0.127597764279423,0.244860503092015,0.4091459500079,0.726281515666615,0.1261754482199,0.152648222120087
"LOC111099052","GO:0004068; GO:0004782; GO:0005737; GO:0019449; GO:0019452; GO:0030170; GO:0042412","tan",0.0284904710438633,-0.0284904710438633,-0.177210330254196,0.177210330254196,-0.0431575145404375,0.128643232679878,-0.161053790769549,0.0729499840117945,0.897324771511691,0.897324771511691,0.418567579499049,0.418567579499049,0.844982405347605,0.558557530087784,0.462871445158567,0.740805597039062,0.113013514318539,0.0261458437879837,-0.436540348958221,-0.395243833921205,-0.554914919569171,-0.160307765140582,-0.209290787259047,-0.178367835594899,-0.575389264474662,-0.342236434950358,-0.00420801221359103,0.290760100382002,0.103044132699865,0.304135133887129,-0.203848232301448,0.06647694280452,0.212078941349791,0.615366764764711,0.11837729045259,0.489024720358144,0.381978387804409,0.03550329514417,-0.0954228184384607,-0.0836426952318666
"LOC111099053","GO:0001701; GO:0001731; GO:0001732; GO:0002176; GO:0003729; GO:0003743; GO:0005737; GO:0005850; GO:0006413; GO:0008584; GO:0031369; GO:0045202; GO:0046872","blue",0.368891692603399,-0.368891692603399,-0.549432721435102,0.549432721435102,-0.107697360265798,0.104218141179113,-0.523866718189731,0.520812631636904,0.0832415900239125,0.0832415900239125,0.00661584308665392,0.00661584308665392,0.624755429866325,0.636047598804527,0.0102970979840857,0.0108320052989537,-0.165744385304445,-0.152942279631941,0.121435784749449,0.0786075784216933,0.234327844342817,0.534428145145947,0.0747961223808436,-0.0681352842217204,-0.119005200735188,-0.397784576584181,-0.0463719581735212,0.675009418380064,0.213716286905814,0.238677753490638,-0.0729363408708041,-0.304696264345418,-0.553189133770376,-0.323225716010599,-0.422548611685524,-0.282281034089133,0.0629336531148814,-0.294117173912884,-0.198675549084493,-0.195657865665292
"LOC111099055","GO:0000165; GO:0001549; GO:0001570; GO:0001945; GO:0001958; GO:0001964; GO:0001974; GO:0002062; GO:0003417; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005634; GO:0005737; GO:0005886; GO:0005929; GO:0006182; GO:0006468; GO:0007033; GO:0007168; GO:0007173; GO:0007268; GO:0007283; GO:0007605; GO:0008217; GO:0010753; GO:0016941; GO:0017046; GO:0019228; GO:0019934; GO:0021647; GO:0030540; GO:0034699; GO:0035108; GO:0035112; GO:0035264; GO:0035483; GO:0035988; GO:0036342; GO:0042562; GO:0042802; GO:0043005; GO:0045202; GO:0048546; GO:0048668; GO:0048745; GO:0050872; GO:0051276; GO:0051402; GO:0051447; GO:0060385; GO:0060466; GO:0061042; GO:0061939; GO:0071321; GO:0071774; GO:0097011; GO:0097194; GO:1900194; GO:1901653; GO:1902074; GO:1903537","pink",-0.396570111599774,0.396570111599774,-0.312483771873267,0.312483771873267,-0.340671953949629,0.486609097029511,-0.0354737465874838,-0.131129771159978,0.0610018514080064,0.0610018514080064,0.146587321257249,0.146587321257249,0.1116769657112,0.0185421345525367,0.872338473315379,0.55091429815547,0.0547181082580031,0.103364512802705,0.219448115650309,0.546591637695803,0.0949741146703264,0.0259979273581247,-0.0481719579268824,-0.309869645415081,0.0658868613197635,0.0486120311156058,0.106647320421241,-0.121589993699093,-0.0648304957371854,-0.0467611241592353,0.230090662286976,0.0680367845980775,-0.335165258093152,0.0126279355053855,0.13954414320428,-0.0606718089985907,0.0392167468088455,-0.00493505022270954,0.183844996234466,0.0462181862911868
"LOC111099056","GO:0003723; GO:0005829; GO:0006397; GO:0008169; GO:0030697","cyan",-0.124984025038629,0.124984025038629,-0.183659420112457,0.183659420112457,-0.227811585556241,0.137118874388704,0.00506206735700542,0.0718107812532018,0.569891342951468,0.569891342951468,0.401553210313386,0.401553210313386,0.295817263039449,0.532703097368294,0.981711665136915,0.744721307440072,0.321392696326687,-0.231194469598407,-0.286376795347637,-0.0914905979308356,-0.00338974653061788,-0.0230591669240663,0.467399624504356,-0.286619469438171,0.0734498335395422,-0.224530115089797,0.064141417892813,0.315357159879286,0.523108390427492,-0.00235990644702533,-0.307892090497521,-0.0222527877840351,-0.149343979125283,0.189445782494801,-0.288237164415728,-0.0860622612031992,-0.423268790609122,-0.612708449042487,-0.271215656896045,-0.16082813925964
"LOC111099062","GO:0002039; GO:0004674; GO:0004683; GO:0004708; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006417; GO:0007165; GO:0007265; GO:0009931; GO:0018105; GO:0032007; GO:0032156; GO:0032212; GO:0032991; GO:0046777; GO:0051019; GO:0051973; GO:0060999; GO:0090398; GO:0090400; GO:0106310; GO:1901796; GO:1904355","blue",0.41137449866224,-0.41137449866224,0.0192866002635164,-0.0192866002635164,0.0721659292643825,-0.422128929350185,-0.0458477869692716,0.400188629478323,0.0511522729260755,0.0511522729260755,0.930397348111546,0.930397348111546,0.743499918392891,0.0448064012977227,0.835443552467337,0.0584700628383567,-0.382070006555649,-0.0779234640638358,-0.214088746032432,-0.228558162469453,-0.19673247879105,0.213567957281787,-0.342515411913814,-0.292681379140339,-0.57846967071189,-0.676452853196928,0.420891907969712,0.57007619531415,0.421848403805892,-0.0417376097447743,0.27354874882933,-0.0510311093523421,0.231324507119671,-0.152780060648325,0.0839356128021227,0.171728349827473,0.291528301079998,-0.213944088214355,-0.0449555217306727,-0.0851768260289268
"LOC111099064","GO:0003723; GO:0004521; GO:0005044; GO:0005576; GO:0006955; GO:0016829; GO:0030247; GO:0046872","brown",-0.251757351262317,0.251757351262317,0.0827703830092714,-0.0827703830092714,0.0684026702071668,0.256491498805326,0.0299058810423662,-0.350650500335913,0.246521936115346,0.246521936115346,0.707317292982973,0.707317292982973,0.756471999568416,0.237450181043077,0.892252013048352,0.100911958821323,0.330657328007913,0.306672151789595,0.431963847806131,0.100760474235988,0.32180446845614,0.0269943310199223,0.157798290096155,-0.200386469908799,0.27059864518426,0.217000156573119,-0.326152407051966,-0.234521199038206,-0.194513548597914,0.101710571363101,0.0347679066024837,0.0165534543671591,0.0443934835288825,-0.261678733483195,-0.28681458345517,-0.279679998793313,-0.111006165542485,0.0564382910275415,0.484360213710124,-0.133626852551371
"LOC111099067","GO:0000463; GO:0000466; GO:0001510; GO:0005730; GO:0008650; GO:0016435; GO:0030687; GO:0030688; GO:0031167; GO:0062105","blue",0.335161082114349,-0.335161082114349,-0.402898145428851,0.402898145428851,-0.0130506989077804,0.0647982065044178,-0.446075079903245,0.393535870406363,0.117970036847978,0.117970036847978,0.0566277958038079,0.0566277958038079,0.952871777773954,0.76895666256296,0.0328842333157368,0.0631889380624946,-0.36602150221137,-0.153949480231209,-0.0306112955918391,-0.0169867514533164,0.141575408729106,0.539385137497438,-0.0614015380959936,-0.0219313764791894,-0.374780609222819,-0.578615842956951,-0.328356437948716,0.731521637537717,0.174152779218141,0.43076167819981,0.0658415280521406,-0.0433094371119907,-0.463546248397152,-0.313864820754867,-0.249762383702212,-0.22872258779323,0.253178309805473,-0.168161434148288,-0.0749642856819338,-0.0763749053566332
"LOC111099068","GO:0005886; GO:0016020","turquoise",-0.00645286057572201,0.00645286057572201,-0.034663394130395,0.034663394130395,-0.193699514311338,-0.135175451381821,0.142516179873533,0.174608283058021,0.976688162679106,0.976688162679106,0.875232337664896,0.875232337664896,0.375846319421203,0.538581431562547,0.516537268691252,0.425542022180894,0.00668110659305638,-0.03174615825362,0.330129070578583,-0.0958099693008872,0.23619250352209,0.0167816694616044,-0.31053043424353,-0.135206920171405,-0.0010331046119419,-0.0920429823801777,0.0174743703154709,-0.177105541326451,0.0335879686731849,-0.188571212045889,0.215604311006228,0.566854291121654,-0.0191581071284972,-0.00207825173573664,-0.337463865362452,-0.230450881094561,-0.0499994066419757,-0.0395995824626324,-0.140162755478247,0.350846230826953
"LOC111099070","GO:0005524; GO:0005739; GO:0005886; GO:0006641; GO:0006814; GO:0008513; GO:0009437; GO:0009925; GO:0015171; GO:0015226; GO:0015293; GO:0015651; GO:0015697; GO:0015879; GO:0016324; GO:0030165; GO:0042908; GO:0089718","cyan",0.190229413332158,-0.190229413332158,0.0455058703350624,-0.0455058703350624,0.137416399748261,-0.139090557946225,-0.0773130754536481,0.0873234021261305,0.384622648480131,0.384622648480131,0.836654665653038,0.836654665653038,0.531805826079063,0.526770201889881,0.725866828726828,0.691963190434453,-0.134997153647211,-0.152515701011336,-0.449577923325862,0.00388458401356616,-0.104711257668264,-0.0353487044324742,0.0979368808881022,-0.347804203234093,-0.088059180421281,-0.371659443060428,0.372070111764489,0.0720516582860167,0.720613312564873,-0.207448379877773,0.435771559681597,0.300833546403876,0.265304660601371,0.212276659982332,-0.00232197059898035,0.0531894591400949,-0.37691142157535,-0.535534212794622,-0.174737623839099,-0.106053816272033
"LOC111099072","GO:0009925; GO:0016323; GO:0022857","brown",-0.300545876443836,0.300545876443836,-0.242952515495013,0.242952515495013,-0.494628643116335,0.153657214529163,0.188241646044155,0.122723846505587,0.163483557432825,0.163483557432825,0.263984916137664,0.263984916137664,0.0164235343401611,0.483931397061545,0.389701798683108,0.576942227102843,0.276199242323244,-0.121863418677472,0.444425724561808,0.345895954180618,0.575712194949803,0.149528086053046,0.226160998727502,-0.2335222993563,0.498026455396364,0.200917504467002,-0.0554680848408711,-0.226160866990897,-0.0901220864661341,-0.146734130318116,-0.12670971227908,0.225166918918891,-0.359003145469592,-0.11871519528452,-0.0940847151675176,-0.528344474861214,-0.373791972928111,-0.209357754672903,-0.0679324907583929,-0.0182855411183755
"LOC111099080","GO:0000122; GO:0000902; GO:0000977; GO:0001708; GO:0001827; GO:0003723; GO:0005634; GO:0005654; GO:0006357; GO:0007281; GO:0007566; GO:0008168; GO:0008543; GO:0009566; GO:0030718; GO:0031490; GO:0034972; GO:0040037; GO:0044030; GO:0046872; GO:0048873; GO:0060817; GO:1902093; GO:1902459","turquoise",-0.197326572068878,0.197326572068878,-0.0967057074658052,0.0967057074658052,-0.361806528823742,-0.00536901667511018,0.22984632759172,0.11538074461733,0.366796685162394,0.366796685162394,0.66069631838812,0.66069631838812,0.0898054659408578,0.980602909362399,0.291406728959146,0.600108260694383,-0.166537983908854,-0.206556626404039,-0.0655708378293242,0.0951865237446435,0.30533340324665,0.0978854493069826,0.106280415426192,-0.274453816029084,-0.0065584002247924,-0.246485642356857,0.0796468980498961,-0.0632392738750571,0.157676043057516,0.0636470848505552,0.0747723707926211,0.790262423109733,-0.1652011607127,0.208864911165647,-0.201144628308485,-0.284907020789297,-0.231196217563316,-0.328199733164632,-0.209434410587869,0.209509419078709
"LOC111099081","GO:0000774; GO:0001405; GO:0005654; GO:0006457; GO:0030150; GO:0042803; GO:0051082; GO:0051087","blue",0.147081354393098,-0.147081354393098,-0.607657189725166,0.607657189725166,-0.196902427452174,0.338990183904374,-0.506308891030199,0.352276331692098,0.503050429071373,0.503050429071373,0.00210130860450253,0.00210130860450253,0.367848389900948,0.113570826862042,0.0136937544206923,0.0992332445726095,-0.125567993468944,-0.374130153812855,-0.0220216033685239,0.259056915156603,0.347725118979089,0.561223962680798,0.222546840275185,-0.0166323433213246,0.10266495370307,-0.316531143054175,0.0909619103249994,0.568168326122384,0.33013307426084,0.402721447601841,-0.148093843717773,-0.166983122740167,-0.394020620113389,-0.351263221776905,-0.496088997797339,-0.391534187627612,-0.216826125727132,-0.521441244427446,-0.186068008891671,-0.307238539720626
"LOC111099087","GO:0001659; GO:0002407; GO:0005261; GO:0005272; GO:0005384; GO:0005509; GO:0005764; GO:0005765; GO:0005886; GO:0006828; GO:0009408; GO:0014074; GO:0015278; GO:0030659; GO:0032024; GO:0033194; GO:0035584; GO:0043005; GO:0043025; GO:0043204; GO:0044849; GO:0051209; GO:0051289; GO:0051489; GO:0070301; GO:0070588; GO:0071277; GO:0071415; GO:0071421; GO:0071502; GO:0071577; GO:0072571; GO:0097028; GO:0097553; GO:0098703; GO:0099604; GO:1900409; GO:2000249","blue",-0.173168547214486,0.173168547214486,-0.425387724749772,0.425387724749772,-0.393781010033245,0.311020525228168,-0.114025212298518,0.172897537846645,0.429427876221036,0.429427876221036,0.0430102636498437,0.0430102636498437,0.0630100443512855,0.148588877784864,0.604426914892995,0.43016146149127,-0.209666772840607,0.111005155257313,-0.132381602904475,0.18583122599826,-0.157615751825279,0.0238638008881474,-0.0114144108436796,-0.401020462790796,-0.203336984522411,-0.217049943875141,0.128873097786124,0.0944398277828443,0.134887743507002,0.180088306168458,-0.297813747159108,0.0616872419946783,0.205281312056419,0.330953469887265,0.095900195429295,0.112831843923864,0.11348654357648,-0.112641427392309,0.0541828205940648,-0.313518373021097
"LOC111099087","GO:0005886; GO:0015280; GO:0035725; GO:0046872; GO:0047631; GO:0070588; GO:0099604","blue",-0.173168547214486,0.173168547214486,-0.425387724749772,0.425387724749772,-0.393781010033245,0.311020525228168,-0.114025212298518,0.172897537846645,0.429427876221036,0.429427876221036,0.0430102636498437,0.0430102636498437,0.0630100443512855,0.148588877784864,0.604426914892995,0.43016146149127,-0.209666772840607,0.111005155257313,-0.132381602904475,0.18583122599826,-0.157615751825279,0.0238638008881474,-0.0114144108436796,-0.401020462790796,-0.203336984522411,-0.217049943875141,0.128873097786124,0.0944398277828443,0.134887743507002,0.180088306168458,-0.297813747159108,0.0616872419946783,0.205281312056419,0.330953469887265,0.095900195429295,0.112831843923864,0.11348654357648,-0.112641427392309,0.0541828205940648,-0.313518373021097
"LOC111099092","GO:0005634; GO:0007049; GO:0051301","blue",0.16868598166774,-0.16868598166774,0.020407841301131,-0.020407841301131,0.0969602724839725,-0.124033476995313,-0.067862501113937,0.100817661259702,0.441647811366699,0.441647811366699,0.926361316880461,0.926361316880461,0.659855288157583,0.572852043547074,0.758339300774824,0.647160491753247,-0.198578584122514,0.148563374394503,-0.0339676123352618,-0.327231490715676,-0.477590054686006,-0.285138121861624,-0.244432844290521,-0.0130747815822676,-0.580301356538055,-0.347621496139541,-0.03106621140841,0.344965145750048,0.0379682398707241,0.263089154063014,0.359478216369553,-0.0632414388942381,-0.0332426037580827,-0.278106577958651,0.257633807015666,0.452237789086586,0.511450042811036,0.213699817248641,0.132714675719832,0.343199712180256
"LOC111099097","GO:0003723; GO:0005829; GO:0006397; GO:0008169; GO:0030697","brown",0.155247430787432,-0.155247430787432,-0.00530492141786406,0.00530492141786406,0.205273893955118,0.0222477113161722,-0.198856089115949,-0.0162128702807216,0.479363449287963,0.479363449287963,0.980834430080534,0.980834430080534,0.347413303997755,0.919742348198789,0.36301855882363,0.941469802923514,-0.257497397219404,0.239498501888017,0.0414588808895142,0.137443112376732,0.178716139102406,0.159368957981856,0.562701058337048,0.28821381286315,0.228002259002076,0.10791091347294,-0.26227324332463,0.150836098977283,-0.0535195555131365,0.296683508899695,-0.0984089616450777,-0.398659289354229,-0.163659659628852,-0.523521628579487,-0.0855755743752505,-0.123434568400962,-0.143761863297439,-0.0285465727031713,0.0455135213394691,-0.0301581026388048
"LOC111099099","GO:0008188; GO:0032809; GO:0045187; GO:1900034","turquoise",-0.261404614129854,0.261404614129854,0.132735988268988,-0.132735988268988,0.0643080485524578,0.206779410720451,0.0905926270433284,-0.357778930937528,0.228269459628226,0.228269459628226,0.546002529186221,0.546002529186221,0.770658777575618,0.343810722929446,0.681009925429311,0.093704651332348,-0.0289540092142694,-0.00298146052500343,-0.121841120315127,0.0143361267345552,0.280192458249901,0.170205768581193,-0.116501972457706,-0.0820651818965139,0.0433838480998347,-0.117806280110762,0.033045645191173,-0.141484524277923,0.0416912254248039,0.389540729574285,0.361046598741344,0.697185688047939,0.17002786756334,-0.0540838783630502,-0.433711389645626,-0.27751663198906,-0.136947918563558,-0.17547415120169,0.113972848835245,0.187471410465409
