"Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","B1_B1_O01","B1_W5_O50","B2_B5_O51","B2_C4_O40","B3_B4_O41","B3_C3_O30","B3_C6_O66","B3_H4_O41","B3_W1_O06","B3_W4_O41","B4_B2_O19","B4_B3_O32","B4_C5_O56","B4_H5_O55","B4_W2_O19","B4_W6_O67","B5_B6_O69","B5_H2_O21","B5_W3_O33","B6_C2_O24","B6_H3_O35","B6_H6_O72","C_W5_W52","C1_C4_W37","C1_H2_W13","C1_H6_W62","C2_B2_W16","C2_C1_W03","C2_H1_W04","C2_W2_W15","C3_B3_W30","C3_C2_W17","C3_W3_W29","C4_B1_W07","C4_B5_W56","C4_C6_W67","C4_H5_W56","C5_B4_W46","C5_C3_W33","C5_W1_W09","C5_W4_W45","C6_B6_W71","C6_C5_W59","C6_H3_W36","C6_H4_W48","C6_W6_W72","H1_B2_B13","H1_B6_B61","H1_C6_B62","H1_W4_B38","H1_W5_B49","H2_B5_B51","H2_C1_B04","H2_H1_B03","H2_W2_B16","H3_B4_B41","H3_C5_B54","H3_H4_B41","H3_H6_B66","H3_W3_B30","H3_W6_B66","H4_H2_B19","H4_W1_B07","H5_B1_B09","H5_B3_B34","H5_C2_B22","H5_C4_B46","H6_C3_B36","H6_H3_B35","W1_C1_G02","W1_C6_G61","W1_H5_G49","W1_W1_G01","W1_W6_G62","W2_B2_G04","W2_B6_G64","W2_C2_G15","W3_B5_G54","W3_C3_G29","W3_H2_G18","W3_H3_G30","W4_C5_G55","W4_H1_G08","W4_W5_G56","W5_B2_G21","W5_C4_G45","W5_H4_G46","W5_W2_G22","W6_B3_G35","W6_B4_G48","W6_H6_G71","W6_W3_G36","W6_W4_G48","pair","DEG_group"
"LOC144624409",911.993119844727,-5.78745401706755,3.42592157348629,1.34129604128154e-05,0.0102478962542266,3468.54281716943,2148.62674234778,17.100813452796,1673.314291363,3624.50764715034,19.7615176329566,1.30934365577222,7753.06540708052,4365.54544372101,5.9877447161491,5.04376985200031,1465.15335997208,1613.14617536234,0,4.00738773273672,2031.81316691609,5.2592084337982,5.28604460472022,0,0,1.431814131568,291.376459984562,229.973099084932,1.10964169126372,215.860922009612,29.0326124458592,4.18003363143324,216.058647500506,1123.65579850575,2350.55112533167,4.5395417378078,12.0701067972934,0,6.00659558176141,3075.92716719189,237.446287616094,0,6.46892694480442,7.5862444265376,3049.58928818838,2063.70706132515,3.89772960604083,2.32430616697382,2357.0955853483,3.72136589784513,0,2.32606108546764,6.17084903799927,4490.92452300046,6.296739298692,2.15947946393415,9.23317654931729,16.6380135372623,3814.62444849352,5.92649591117768,1427.91876526306,28.1261077019129,2386.99038024849,154.160808766956,3410.38058836483,7.51513863950682,2.71428774902789,7.12002000110027,6.81075209764409,0,2911.83982241135,10.7022724645722,2.11136768379895,7.8093878999871,3.83374266515287,14.9194567986569,2469.51019409949,2742.56471255952,5216.91939793605,2.69585235117486,5.54263671405571,7.09301925496009,6.20138360516771,2070.97973850639,0,10.1628309538711,4039.98019434542,4.60313178279033,8.64014160261755,0.816888304102899,0,2315.01760306742,9.28662807430361,8.49508218114884,8.06952544080526,7.73797153272222,1617.85225868867,2024.85702711547,"BB vs. WB","BB"
"LOC111104604",174.192462980199,-19.4833367912158,5.40248226627645,9.32753470353987e-07,0.00105348421301676,0,0,167.207953760672,0,0,0,0,391.058263146595,0,978.996261090378,0,0,0,1092.42185856099,0,0,0,0,1308.69815791328,0,445.294194917649,0,0,2103.88064663601,0,0,0,1075.22143826543,0,375.587396857258,0,0,0,0,0,0,0,181.129954454524,0,0,0,544.707712444206,0,0,0,281.653449848079,0,0,0,0,250.499617816361,213.517207702962,1191.46663608506,0,0,0,0,0,0,0,405.817486533369,0,665.213297245654,1.94592917075545,0,284.76509686107,0,0,653.858750535283,975.687508281406,0,0,0,617.529805733734,0,0,0,0,0,3.9579350049247,614.512511677404,0,0,0,0,0,1185.27285913701,0,0,0,0,0,189.997127478415,"BB vs. WB","BB"
"LOC111104211",483.819311615996,2.34627575825566,0.76180192476146,4.5596725063108e-06,0.0040843659550495,39.662074141333,931.439217751326,191.909128748044,165.319603276324,158.391562251865,909.029811116002,1470.3929254322,1373.34709300295,254.849885645578,395.191151265841,117.015460566407,71.0827480942284,529.329966574387,189.582919628909,566.043517249062,55.7836772331766,333.584077800914,728.59314801727,510.511005075732,1625.96430580706,214.056212669416,317.865229074068,111.67417980256,1135.16345016278,897.933862904998,999.391851501691,426.36343040619,930.167980084337,126.547643326862,160.667941988938,431.256465091741,100.274733392899,369.919078580841,242.26602179771,217.481047595821,287.196938354705,1120.23205871051,197.302271816535,374.254725042522,190.535306551239,140.075453385282,463.829823118859,213.836167361591,116.55559272431,1153.62342833199,367.461848547314,493.124950119139,132.673254316984,316.934269721538,564.607623782716,211.628987465547,248.141619762902,359.565959221946,119.47583464337,787.236206868102,186.677453256868,391.128685229726,175.513998547683,282.14336698858,1128.79562166856,761.534048803358,218.95254508825,959.168408719651,165.403979514214,204.578813571242,357.123441145441,745.948390780684,183.688988490509,197.36453056331,67.0904966401753,265.159436739765,255.366506557879,879.419111109248,714.126646854095,854.585195322429,833.612561793979,29.3853654848347,771.629302871582,316.257989624128,939.020079918386,300.142274170992,377.46531183847,810.151193771099,716.051735316929,1322.54216434259,92.9108307577621,262.496544612966,946.307400771538,1077.81355173326,531.435889744461,1312.13888704875,49.8801634716345,155.840340516003,"BB vs. WB","WB"
"LOC144619712",78.6360391577656,-23.7843293481753,2.25646986641372,1.45829495857802e-26,1.89410640694907e-22,0,201.527753248672,0,0,320.251552874209,0,0,0,268.08884074405,0.997957452691516,3.02626191120019,48.8030807811121,0,68.9392435014216,167.308437841758,0,235.161748539834,0,0.913257611942276,0,98.7951750781921,0,0,0,9.51453099766885,0,154.66124436303,0,0,57.3814078531922,215.628232545871,0,368.80486448873,260.285808542994,0,0,172.667347395229,0,159.31113295729,132.145454543601,3.20783481034998,36.0539988558777,0,230.884008517581,0,16.1521691669149,188.410947922879,155.299700789648,0,119.638046675148,0,0,106.298419821398,78.3761475260508,645.000304999837,194.865060855853,181.940759196749,104.244677925291,46.5391120805905,145.052963943883,3.75756931975341,230.71445866737,0,152.755439904303,407.236699315523,0,11.7724997110295,174.187833913414,0.709944354544282,0,177.677167329459,326.17267428529,0,1.37995487314801,0,0,96.2624041744584,0,0,1.97896750246235,0,0,0,307.80504459325,0,0,64.6145340585762,141.156746729415,0,0,18.7922165794682,0,0,"BB vs. WB","BB"
"LOC111104559",151.239923489253,2.46156846264516,2.57848131659308,8.53105705538253e-05,0.0410391239125318,3.77734039441266,674.767054409733,4.75022595911,34.9882758256769,0,32.5483819836932,624.556923803348,1.03181599774827,3.3097387746179,37.9223832022776,59.5164842536037,8.48749230975862,0,50.3786779433465,14.0258570645785,38.6194688537377,13.5236788297668,121.579025908565,7.30606089553821,66.6682403292188,8.59088478940801,72.0494519234554,547.014202761691,156.459478468184,0.594658187354303,830.779371527662,0,8.11487877936172,17.4548473554292,11.4762815706384,19.2930523856832,9.28469753637951,6.68528455266579,1.0010992636269,5.19875014173276,3.01519095385517,25.2683923017408,7.54708143560516,2.5287481421792,2.0487667371101,5.3463913505833,0,49.5851982287747,4.45435386207552,159.088392132879,8.07608458345745,0,66.8508645783254,599.108006634907,0,9.71765758770368,4.61658827465864,3.69733634161384,0,2110.82029369778,24.5628227969563,18.4577581793803,0,20.3608615352583,7.63436652336227,157.817911429643,2.71428774902789,2.03429142888579,1.94592917075545,2.88139174044002,5.83535034551373,99.5311339205217,80.2319719843602,8.51933225453138,9.58435666288218,0,1.74113527198554,65.6417127924081,14.4895261680541,20.2188926338114,993.240499158783,50.6644232497149,2.65773583078616,866.025462626645,111.811663889123,473.587922450392,411.507276301355,414.28186045113,18.3603009055623,2191.71131990808,260.150326121734,18.1728377039746,174.588607796908,5.30942636321803,816.174858870017,116.069572990833,36.8679469138168,6.4043975554522,"BB vs. WB","WB"
"LOC144623030",590.913963651251,-4.91688166775618,2.95994741257656,1.57962857061743e-05,0.0111851149798514,8.4990158874285,1553.06711334424,0,1.74941379128385,1942.31988746812,1.16244221370333,5.89204645097498,2160.62269928488,1931.78419811865,15.9673192430643,3.02626191120019,11.6703019259181,5.24089075816225,54.3559419915055,1572.89968509916,2.14552604742987,1534.18623168799,10.5720892094404,5.47954567165366,0.925947782350261,4.29544239470401,170.587672936416,30.2845233362874,814.477001387569,10.1091891850232,2.2332778804507,1960.43577314219,1.01435984742021,42.5461904288586,6.25978994762097,2345.80819301218,6.49928827546566,1772.71462054855,1877.06111930044,7.79812521259915,4.52278643078275,2187.82163345906,11.8596993988081,3600.09443841579,1569.35532062633,6.41566962069995,104.264266961592,7.74768722324605,1757.98499089914,1225.25972186551,26.2472748962367,1778.27369984001,4.11389935866618,47.0289561522282,1224.71579359559,1.07973973196708,4.61658827465864,1432.71783237536,148.150034957779,1188.26243019112,1308.37969431787,1240.18556148122,1.06372120331929,2.9086945050369,14.1781092576728,10.0201848526758,1829.4299428448,5.08572857221448,1.94592917075545,1984.3184452497,1.16707006910275,1452.29837344245,1038.79290042909,1586.01568805193,3.83374266515287,1313.59035540902,1066.15516487914,7.19361236081184,1450.33257167856,0,16.6279101421671,18.2391923698974,0.885911943595387,0,2.96845125369353,14.2279633354195,915.128103502284,3.68250542623227,896.414691271571,0.816888304102899,1.23881107677016,29.2784607452923,1416.2107813313,8.49508218114884,0,1102.10823116058,5.42175689909071,2.13479918515073,"BB vs. WB","BB"
"LOC144619749",55.0591005478608,-22.0572967031108,3.19853025454841,1.59256385775843e-12,5.17125391662384e-09,0,191.501496868141,0,0,163.016133412503,0,0,38.1771919166861,127.976565951892,0,0,0,0,0,156.288121576732,0,148.760467127435,0,0,0,0,0,0,139.814853099229,0,0,215.271732018812,0,0,0,145.26533560985,0,250.698170724967,188.206661561857,0,0,202.147138413927,0,169.426125526006,115.75532064672,0,0,0,244.247070103808,133.969172322425,0,182.59579520921,0,0,124.885329424058,0,0,90.584740369539,0,130.382910045909,86.7886405492456,180.182877465379,0,0,0,0,177.333466269822,0,0,161.357937464641,0,224.747721756017,67.5637658815665,209.433584590563,0,117.32118300762,88.2175204472672,0,139.375442187949,0,0,0,0,0,0,0,91.1123166506651,0,88.5614514268299,0,0,0,220.093085360996,0,0,109.437025962786,0,0,"BB vs. WB","BB"
"LOC111104577",131.511796328746,2.32162328269859,2.68341758291843,0.000102859306076265,0.0477138606061274,8.4990158874285,6.01575382831857,11.400542301864,4.37353447820962,0,2.32488442740666,2552.56545692794,40.2408239121826,0,4.98978726345758,11.0962936744007,16.9749846195172,3.14453445489735,0,5.0092346659209,9.65486721343441,15.7776253013946,14.0961189459206,6.39280328359593,226.857206675814,1.431814131568,13.7741599265429,10.4103048968488,57.7013679457134,12.4878219344404,33.4991682067606,0,4.05743938968086,3.27278387914297,10.4329832460349,1.13488543445195,66.8498222619325,0,3.0032977908807,1.73291671391092,4.52278643078275,3.1585490377176,10.7815449080074,20.2299851374336,4276.80056371733,14.9698957816332,164.679075855225,3.87384361162303,0,6.51239032122897,12.1141268751862,4.65212217093528,6.17084903799927,3.40789537334987,4.197826199128,0,43.8575886092571,6.47033859782421,0.955806677146961,26.6692316002996,0,0,34.0390785062174,12.6043428551599,2.18124757810351,7.51513863950682,0,5.08572857221448,3.89185834151091,0,0,4.28090898582889,0,14.9088314454299,1.91687133257644,14.2412996714452,5.22340581595661,196.025936832123,0,13.4792617558743,100.875988195814,4.0531538599772,5.31547166157232,1.13354118144849,60.3585088251017,4.06513238154843,523.645512179097,5.5237581393484,6.48010620196316,3354.1433766465,0,8.07681675732202,0,12.7426232717233,11.5278934868647,0,17.3496220770903,26.6849898143842,"BB vs. WB","WB"
"LOC144620003",66.8239624216013,-22.4936564946362,3.51443139324426,4.29872283802997e-11,1.01516293785004e-07,0,273.716799188495,0,0,246.258414303994,0,0,0,268.08884074405,0,0,0,0,0,190.350917304994,0,274.981469538591,0,0,0,0,0,0,0,0,0,303.05243827891,306.336673920905,0,0,226.97708689039,0,162.675257448201,191.209959352738,0,0,222.151282319472,0,329.580174530689,320.63199435773,0,93.5455105449799,0,132.88822355192,0,0,200.041253350217,0,0,199.39674445858,0,0,249.570203058934,0,335.834768300069,203.052668454839,217.09839382414,0,0,1.09062378905175,0,190.000142431952,0,0.972964585377727,268.929895774402,0,1.07022724645722,270.255063526266,0,0,211.585023690043,204.873583670298,0,0.689977436574005,0,0,0,0,0,0,0,0,0,117.721929335664,0,0,0,0,0,0,0,0,0,"BB vs. WB","BB"
"LOC144620030",430.681675000595,-24.1201319367775,2.48099533397537,6.01499261775124e-23,5.2083821077108e-19,0,1974.16988132655,829.389452460606,0,1553.8559099745,1505.36266674581,0,632.503206619691,310.012198555877,0,0,0,0,0,619.141404707823,0,432.006407061995,0,0,1434.29311486055,410.214748694233,0,0,21.0831921340107,457.292146075459,0,582.069683177078,0,0,642.671767955753,633.266072424189,1050.09929136452,416.716070449501,218.239639470664,664.573559784838,0,853.861089862993,446.355959191505,2280.08790819825,842.043128952249,0,0,1397.68277507359,1109.13411165681,4.65170737230641,426.013461777381,131.422451328922,0,0,534.173383839038,627.328784272871,1483.07898323409,736.694266066557,0,760.566975267802,740.159726948283,3679.24646375648,543.561534896159,0,0,0,1287.47715562223,502.469982934791,8.75668126839954,342.885617112363,921.98535459117,68.4945437732623,783.317410689412,0,0,1154.90158764148,583.86069453915,0,0,0,0,0,0,887.562745074166,940.009563669617,0,0,428.091255799501,253.80415957689,0,0,230.189277583678,30.6458726452019,0,0,97.277356411365,0,548.643390583738,"BB vs. WB","BB"
