"X","Gene","log2FoldChange","lfcSE","pvalue","padj","pair","DEG_group"
"LOC144627481",51.0879102784215,21.9502338037027,3.33460083960766,2.07683213408946e-11,5.75374804793185e-08,"C vs. W","W"
"LOC144627831",128.381624822316,3.54491930881005,1.56430406820282,2.12174682825833e-05,0.015174176952309,"C vs. W","W"
"LOC144618663",617.597045621409,4.37679095081372,3.22164399797974,2.94840849377438e-05,0.0179306383862855,"C vs. W","W"
"LOC144618662",61.051970973441,3.07878935420036,2.87036769317477,8.42831620511721e-05,0.0356189213997276,"C vs. W","W"
"LOC144619219",117.450586305293,-3.99504523729286,1.92656082735226,2.12360728787998e-05,0.015174176952309,"C vs. W","C"
"LOC111129467",1144.35305482479,1.56863370385449,0.763480320263752,2.87739459279202e-05,0.0179306383862855,"C vs. W","W"
"LOC144619747",292.875806076768,-3.81390326416545,1.60540187326182,1.66323521272822e-05,0.0129597208731767,"C vs. W","C"
"LOC111120933",321.312926639367,-2.92162263278153,1.6169776942228,4.68388738416769e-05,0.0243308433410077,"C vs. W","C"
"LOC111118928",186.406215408816,3.67584345361567,3.1924160135976,5.14368832412803e-05,0.0261740254436344,"C vs. W","W"
"LOC144620607",948.843042805505,-26.4280885359926,3.99406592388569,1.32193415046504e-11,4.46331965285331e-08,"C vs. W","C"
"LOC111111853",24.410765736415,19.325596193798,2.32664392806817,5.33423772605191e-17,1.33003883461378e-12,"C vs. W","W"
