"X","Gene","log2FoldChange","lfcSE","pvalue","padj","pair","DEG_group"
"LOC111105442",311.879350346513,2.46661037446705,2.495282698245,0.000114827470938174,0.0485272569554648,"W vs. H","H"
"LOC111104336",27.7942220316807,1.66507658538947,1.34501007972848,6.72773024802048e-05,0.0364672230443788,"W vs. H","H"
"LOC144625532",61.0032691646051,4.1332177342427,2.62993828349589,2.71058907195525e-05,0.0187738410889256,"W vs. H","H"
"LOC111101639",996.102896565909,-2.04255901831881,1.55715917060296,6.21855167073381e-05,0.0346243454942297,"W vs. H","W"
"LOC111099646",291.018803844339,4.02674261260347,1.94487488394562,1.59010232207684e-05,0.0156039095850898,"W vs. H","H"
"LOC111101301",1453.41693781126,-7.20517121727149,1.48642680277124,1.77380171329981e-08,4.9142191021575e-05,"W vs. H","W"
"LOC111101591",45.5520247081715,3.33583840489166,1.30675141143506,8.77170759452133e-06,0.0109549718972756,"W vs. H","H"
"LOC111099415",2541.26712299537,-2.97768321152515,3.06316179775613,8.160174066958e-05,0.0432905915288363,"W vs. H","W"
"LOC111123156",543.562420267665,4.17576427801424,1.15659718529567,2.05382661474356e-06,0.00426750940100133,"W vs. H","H"
"LOC144622140",197.696128579532,2.40541447156887,2.28530029838941,0.000107510294384357,0.0483124607180338,"W vs. H","H"
"LOC144622141",58.1345642060987,4.57292991752022,1.33930322718116,2.55253511393268e-06,0.00454606503791411,"W vs. H","H"
"LOC111126834",34.1889010543958,1.63204820644663,1.0231993849194,2.47286266349525e-05,0.0179220037420046,"W vs. H","H"
"LOC111123420",170.109367305677,5.99308582381316,1.47062315372669,5.14787630951262e-07,0.00128357147901388,"W vs. H","H"
"LOC111127619",58.4082013367342,22.2365195040055,3.91484624827496,3.45564102901959e-09,1.23089933453678e-05,"W vs. H","H"
"LOC111115683",199.747928449348,-4.62598361058853,3.42978723419076,2.39612295014345e-05,0.0179220037420046,"W vs. H","W"
