"X","Gene","log2FoldChange","lfcSE","pvalue","padj","pair","DEG_group"
"LOC111101829",107.222109059858,-3.28096510450283,0.943061407688728,1.11375278297093e-05,0.00453761446328739,"C vs. B","C"
"LOC111100894",376.404690834194,-2.01901342273521,1.03801025634955,8.57209987212946e-05,0.0166305540773178,"C vs. B","C"
"LOC111100030",65.6308312956358,-22.1855614292276,4.43436945217134,3.47888878575535e-08,2.83471454559299e-05,"C vs. B","C"
"LOC111101632",147.33797082349,-3.79880366944138,1.13268164520932,1.28589446806329e-05,0.0048359523495088,"C vs. B","C"
"LOC144620906",55.1256017779122,-8.44545862140239,2.42010321256539,1.500770276381e-06,0.000833780213775761,"C vs. B","C"
"LOC111099841",444.4028384869,-6.7474044067268,2.14655695140786,6.38534072689215e-06,0.00289054914942368,"C vs. B","C"
"LOC144626438",665.920211126436,-3.05106760502022,2.58096267767571,0.000307518783825963,0.0370310180818998,"C vs. B","C"
"LOC111101058",22.481307221401,-6.11100634301988,2.0807597586522,1.13777591830127e-05,0.00454073314954941,"C vs. B","C"
"LOC111099801",855.5301857883,-7.47227370743316,1.56110017263957,5.14161806612617e-08,4.05441463311143e-05,"C vs. B","C"
"LOC111099910",310.031419566933,-4.67586546037814,1.04478240627879,1.09730560903134e-06,0.000631897941582898,"C vs. B","C"
"LOC111137828",518.256015220965,3.99983651385203,1.52563938672999,3.41412394743462e-05,0.00933453458425546,"C vs. B","B"
"LOC111101353",292.657614101731,2.16279129059174,1.61678196181172,0.000264203780132068,0.034171753467346,"C vs. B","B"
"LOC111102362",255.140471263471,-2.05682500608445,1.81711915938012,0.000408979659281754,0.0465000361448487,"C vs. B","C"
"LOC111099974",90.3099100231654,-8.12434190778229,1.78964705156892,8.09237616402151e-08,6.18181672904705e-05,"C vs. B","C"
"LOC111120951",43.2649035493514,-3.33037359448314,2.86126320722102,0.000279281947234556,0.035208785132524,"C vs. B","C"
"LOC111099828",93.8214590790287,-6.31755014721423,2.7202196920804,2.20918607319989e-05,0.00701344851420406,"C vs. B","C"
"LOC111101544",755.544469494466,-6.17419857238552,1.63318354535327,2.91673959240685e-06,0.00151701487949756,"C vs. B","C"
"LOC111122499",228.967309315461,-4.39375796885544,2.02219223341177,5.54027467669976e-05,0.01242495545614,"C vs. B","C"
"LOC111127072",635.837852398616,-4.78205745433711,1.20946104801692,3.73099201285172e-06,0.00182408199508321,"C vs. B","C"
"LOC111126099",3723.45167427248,-8.16407872680885,2.09680515422259,6.89446653595216e-07,0.000432141626849617,"C vs. B","C"
"LOC111124409",304.739852154962,-2.98486871997629,1.98377605571205,0.000189875555870066,0.0271025914480445,"C vs. B","C"
"LOC111113281",41.9319736915694,-2.40788048940135,1.91566043194689,0.000311976163047602,0.0372012551497494,"C vs. B","C"
"LOC111125521",73.0307359341698,-2.96920519233614,1.63800407347742,0.000117122284721917,0.0206591834046799,"C vs. B","C"
"LOC111126641",240.337357417312,-1.84741464910924,1.6679988194379,0.0004270164352499,0.0470071699817361,"C vs. B","C"
"LOC111125340",15.4378310142758,-2.10470407056398,1.87258532451808,0.000416378177809894,0.0465322336895058,"C vs. B","C"
"LOC111125343",456.672282737704,-4.64423352821829,3.52641042363718,0.000125721215180475,0.0216391561478733,"C vs. B","C"
"LOC111125342",203.42079371669,-5.53132997490583,1.8514511062415,1.35149629769338e-05,0.00500565560562343,"C vs. B","C"
"LOC111127359",13.9127446972659,-18.2572945339996,2.81576280726651,5.29512665870255e-12,8.62929141146559e-09,"C vs. B","C"
"LOC111126117",128.924726764145,-2.91505571809476,1.54895964258713,0.000105608397349419,0.019410505813583,"C vs. B","C"
"LOC111125805",425.520443589118,-5.46462348099385,2.09597682106801,2.25761205750046e-05,0.00707529830071779,"C vs. B","C"
"LOC111127407",93.7413598064769,-2.92685956816,1.11319955741632,3.66477631508321e-05,0.00933453458425546,"C vs. B","C"
"LOC111126892",114.794814731725,-24.0539554973361,2.09959096528245,8.43025293601126e-31,2.06077533020795e-26,"C vs. B","C"
"LOC111123540",97.6703590673361,-3.62843441236534,1.22960049010185,2.31687409372038e-05,0.00716911230645504,"C vs. B","C"
"LOC111125789",161.72047316928,-24.1453814305824,2.68909136615976,9.83205256652649e-20,4.8068904997748e-16,"C vs. B","C"
"LOC111125328",548.237950649362,-3.57042303553786,1.69272747498514,7.21775912726077e-05,0.0147882144955259,"C vs. B","C"
"LOC111127514",217.401687593754,-3.61092713195776,1.36217291672008,3.47481595190998e-05,0.00933453458425546,"C vs. B","C"
"LOC111124623",465.181312412353,-6.59627119257908,1.42596583622074,2.17340842481035e-07,0.000156261673366144,"C vs. B","C"
"LOC111124622",1072.14907346678,-6.03985933658894,3.53301889968499,4.72076771039232e-05,0.0109360264255042,"C vs. B","C"
"LOC144622761",24.0367475541211,-3.161032688184,1.87425941350513,0.000139593880082676,0.0227491493241401,"C vs. B","C"
"LOC111123696",19.4589399393642,-3.75955602152283,0.914452293385841,3.48181045591543e-06,0.00173699707336434,"C vs. B","C"
"LOC111125415",69.9425089686354,-22.9617544679725,3.97000516629989,1.23266253874476e-09,1.36965617089163e-06,"C vs. B","C"
"LOC111125416",78.7180674439756,-23.1156094292992,3.58482958562825,2.7118646364878e-11,3.6828628354969e-08,"C vs. B","C"
"LOC111127347",533.138640390633,-9.26421997958246,2.35885027041642,3.15524052112166e-07,0.000220371012968055,"C vs. B","C"
"LOC111123543",270.883397749522,-3.35710247622332,1.56979075875698,7.11025174905186e-05,0.0147807877181536,"C vs. B","C"
"LOC111125381",557.883046987071,-2.73434903401874,1.97474294406216,0.000239575867556191,0.0318884357427717,"C vs. B","C"
"LOC111125217",672.943130946269,-1.90991175717702,1.58680603888195,0.000342728129042104,0.0402787938193954,"C vs. B","C"
"LOC111122730",31.5829818670037,-4.41392406398644,2.99682550690132,0.000123941725138573,0.0214876274539888,"C vs. B","C"
"LOC144622943",184.26630168114,3.0495319365015,0.89761527108344,1.26264438747575e-05,0.00482270969560073,"C vs. B","B"
"LOC111127630",44.7604601953012,-7.06278864506103,2.12782498699064,4.17505281816015e-06,0.00200116012039068,"C vs. B","C"
"LOC144622232",33.8063925062989,20.3164459679777,2.82610984710916,1.22868217885499e-13,3.00351358621103e-10,"C vs. B","B"
"LOC144623039",221.882859004859,6.65060969886985,4.44612262341874,4.52978032902716e-05,0.0107505320527251,"C vs. B","B"
"LOC144623634",118.119081216677,-20.7643360224985,3.63914240182829,1.18536219781941e-09,1.36965617089163e-06,"C vs. B","C"
"LOC111110855",44.3650967976623,-2.90621922873843,2.81930300243557,0.000395249474042151,0.0451489410885999,"C vs. B","C"
"LOC144623803",479.27034222758,4.50525602382263,3.49294163229705,0.000137644242564734,0.0226410808247743,"C vs. B","B"
"LOC144624489",166.314364783398,24.1362884276054,3.33850493238606,1.48483603272564e-13,3.29971061999803e-10,"C vs. B","B"
"LOC144623813",125.209162845081,23.8479989650782,3.04111982409671,1.47427185670864e-15,4.50482194215533e-12,"C vs. B","B"
"LOC144623826",73.8695976223023,4.11612924022897,1.96947021302131,6.63626883656028e-05,0.0139847923887686,"C vs. B","B"
"LOC111115953",45.7056622395785,-2.88815586950152,2.58130281674501,0.000356843836697572,0.0415674733809456,"C vs. B","C"
"LOC111113029",5233.15756330217,-11.4514163071148,2.60936504825869,2.09268159553306e-08,1.76398626216572e-05,"C vs. B","C"
"LOC111113028",2177.93151104964,-3.92211427195708,3.13002486823998,0.000191808072019296,0.0271025914480445,"C vs. B","C"
"LOC111113026",5706.34348011936,-6.82574365739439,2.79003900892523,1.53547484467478e-05,0.00536988691779677,"C vs. B","C"
"LOC144623124",35.5404146580935,-22.1099586123236,2.96922724776852,2.73342767011094e-14,7.42429326620688e-11,"C vs. B","C"
"LOC111112657",551.345353782186,-3.90491517406839,1.58807245621568,4.29799503672516e-05,0.0103398318555247,"C vs. B","C"
"LOC111121078",41.9952229888367,1.65940869411859,1.4038064903755,0.000341720429918229,0.0402787938193954,"C vs. B","B"
"LOC111113553",59.2047872730673,-2.60764086579488,1.44089908948594,0.000117472959429352,0.0206591834046799,"C vs. B","C"
"LOC111112636",747.286012080877,1.06016270851796,0.825198500263043,0.000190688478467831,0.0271025914480445,"C vs. B","B"
"LOC111112070",16.457659762607,18.7849042069966,3.29802380219241,6.07423087911087e-10,7.81497757051922e-07,"C vs. B","B"
"LOC144624209",146.72527445959,3.03317540723742,1.78089400236229,0.000138004542560498,0.0226410808247743,"C vs. B","B"
"LOC144623172",42.9945013823753,-2.87697468249887,2.33501208870533,0.000301779713668444,0.0365198272308174,"C vs. B","C"
"LOC111103939",27.3105656801619,-3.86498725882493,1.48689682846117,3.59736970959743e-05,0.00933453458425546,"C vs. B","C"
"LOC111116556",156.383079406221,-5.89975681099355,3.13650823572423,4.25239877275933e-05,0.0103398318555247,"C vs. B","C"
"LOC144624326",152.882356364795,3.3835341823511,1.02825072108472,1.46643186123074e-05,0.0053502875892217,"C vs. B","B"
"LOC144624762",66.573588064099,-22.8910550712607,3.3786920024119,3.24262172934503e-12,5.66184915527423e-09,"C vs. B","C"
"LOC111117500",175.747315970885,-3.00373279756996,1.34101128149506,6.27403587844829e-05,0.0134534041270762,"C vs. B","C"
"LOC111117404",127.6050188599,-2.70779742377005,1.93257806121966,0.000233433530358871,0.0315257287740962,"C vs. B","C"
"LOC144625127",102.688177900382,2.59133858831318,1.48656117293705,0.000130670238205445,0.0220291998133249,"C vs. B","B"
"LOC144625157",9.77795072505348,2.1800740356119,1.67828954219888,0.000286468263255447,0.0354534787518424,"C vs. B","B"
"LOC144625169",17.0038504907084,-2.78482980174734,2.78930404390593,0.000435225842046953,0.0473535492129579,"C vs. B","C"
"LOC111130465",184.473381507647,3.32644387236995,1.73036587982722,9.66911992397591e-05,0.0180428730184421,"C vs. B","B"
"LOC111131820",331.759525624838,-2.94787817571295,3.57169499906412,0.000420403409926945,0.0465322336895058,"C vs. B","C"
"LOC111136934",285.243622849725,-4.81786694629421,1.75162512606169,2.36244169581129e-05,0.00721873590676337,"C vs. B","C"
"LOC111135260",698.140497325687,-7.60119772309448,1.79172998288867,3.75309447311858e-07,0.000254845539987177,"C vs. B","C"
"LOC111134528",1316.13863284857,-6.00057356720918,1.82514748639825,7.28755593939957e-06,0.0031811483024754,"C vs. B","C"
"LOC144625406",12.9541435992041,-2.31615365921633,1.40433393419569,0.000149428750567708,0.0237193883612183,"C vs. B","C"
"LOC111122596",1554.59580959701,-1.3040248254252,1.26678034328438,0.000452741803608744,0.0485406727597182,"C vs. B","C"
"LOC111100839",919.997833568001,-4.06681713653123,2.42666647720025,0.000113839732455355,0.0203124982472348,"C vs. B","C"
"LOC111102520",34.7846739618896,-3.75359665668062,2.57887987431672,0.000166828237583907,0.0253299147064509,"C vs. B","C"
"LOC144625757",46.8521382051183,-23.3378916121996,2.6408642509678,3.54519557001127e-19,1.44437176181543e-15,"C vs. B","C"
"LOC111127784",330.224486063267,-1.47193970245349,1.2525674322983,0.0003255454890673,0.0386308712633503,"C vs. B","C"
"LOC111129617",159.424653177441,1.92928272326837,1.37303798323244,0.00022158665744929,0.0300926991185994,"C vs. B","B"
"LOC111115950",226.939628050991,-3.35040490127168,2.10164387227229,0.000155187694567337,0.0243177127801189,"C vs. B","C"
"LOC111105466",160.409832472101,1.42247656870882,1.37265499250638,0.000466595126553972,0.0495909472548341,"C vs. B","B"
"LOC111113389",68.8720797446028,2.30255507265437,1.6837547548684,0.000251297036558275,0.0330266454767044,"C vs. B","B"
"LOC111114580",110.094225586996,-6.69234882705424,2.66581452324619,1.50734768092276e-05,0.00536988691779677,"C vs. B","C"
"LOC111101969",185.481516678948,-2.97392674120092,1.74048648321308,0.000137486331994983,0.0226410808247743,"C vs. B","C"
"LOC144625776",140.01629944142,1.26973185772041,1.09911106836522,0.000310353282038012,0.0371891469579372,"C vs. B","B"
"LOC111104675",62.3930183867483,2.10226827955128,1.63455509777269,0.000292432367727494,0.0357737981687424,"C vs. B","B"
"LOC111119645",653.524882042265,-4.58601238899323,2.54734340828131,8.13167045024233e-05,0.0159022947324939,"C vs. B","C"
"LOC111132186",42.7182559232123,-3.0833798753847,3.42034499492833,0.0003829001476813,0.0439436343195745,"C vs. B","C"
"LOC111133528",62.9399243529539,-4.5254262783101,2.94528027391773,0.000110708407643818,0.0200464224063195,"C vs. B","C"
"LOC144626867",336.370867721908,-5.84116577859386,4.99697227790964,8.07327557649778e-05,0.0159022947324939,"C vs. B","C"
"LOC111132983",167.901326173515,-5.01110636457886,2.02484924471505,3.13733031632637e-05,0.00913000471221407,"C vs. B","C"
"LOC111132523",535.10389117618,-5.16438959457968,3.72796625911255,9.23885221574875e-05,0.0174477301648531,"C vs. B","C"
"LOC111133829",65.0436274870798,-3.81347157838139,3.16881428344538,0.000211205724514611,0.0293347950895435,"C vs. B","C"
"LOC111133166",82.4448440150372,-24.1089913744121,2.30410489005858,4.81071387428375e-26,5.87989503284332e-22,"C vs. B","C"
"LOC111135110",391.805588615375,-3.13134224953505,2.31815658446052,0.000234718046098814,0.0315257287740962,"C vs. B","C"
"LOC111138228",719.750189836149,-5.50627278304799,1.90035239801715,1.53770539679187e-05,0.00536988691779677,"C vs. B","C"
"LOC111132241",1010.12601747665,-3.9762828915276,1.78692998730947,5.7543333447205e-05,0.012672493568621,"C vs. B","C"
"LOC111117514",13362.4169802242,4.03210313963461,2.37930260825781,0.000112517414853299,0.0202241779859477,"C vs. B","B"
"LOC111136199",317.570062293293,-3.23544362396315,1.74037416972735,0.000107049783786443,0.019528596751191,"C vs. B","C"
"LOC111136394",600.613285327253,-6.10401823422329,2.53852785603386,2.2058473132095e-05,0.00701344851420406,"C vs. B","C"
"LOC111136393",243.250359358127,-2.09468158133581,1.61829092490752,0.000287166651375119,0.0354534787518424,"C vs. B","C"
"LOC111133231",80.4741741345888,-2.06257084703057,0.558713405821967,7.08441133911571e-06,0.0031486988215397,"C vs. B","C"
"LOC111132086",182.924711720307,-24.2318231603818,4.10581416285539,7.39098562844145e-10,9.03363218436256e-07,"C vs. B","C"
"LOC111132053",523.183177855776,-1.44494582880828,0.927950873014037,0.000135259505718229,0.0226410808247743,"C vs. B","C"
"LOC111134602",70.745382643054,-4.53749961588231,0.969942898773359,6.04543295427881e-07,0.000398568083486429,"C vs. B","C"
"LOC111137079",162.786817459734,1.26651493039387,0.411204015146771,1.1516688700023e-05,0.00454073314954941,"C vs. B","B"
"LOC111138484",42.7796177266417,1.85619956002046,0.729535276681536,3.34854360826856e-05,0.00933453458425546,"C vs. B","B"
"LOC111138022",43.1844717808787,-22.4687942610683,3.91797353347587,1.4804982967966e-09,1.50794920271637e-06,"C vs. B","C"
"LOC111138218",189.023749774991,-2.86009668698891,2.54812915393345,0.000358794718076479,0.0415674733809456,"C vs. B","C"
"LOC111134018",271.064243239201,-3.47796668672371,1.64515396078997,7.25950394544121e-05,0.0147882144955259,"C vs. B","C"
"LOC111105690",18.539390450035,2.63756847018566,2.08238365279275,0.00029904451397566,0.0363688713638557,"C vs. B","B"
"LOC111110593",40.3402093940017,-3.04780796293578,2.01830922675018,0.000186473486378449,0.0271025914480445,"C vs. B","C"
"LOC111110065",493.096015872367,1.65877593938448,0.644273185404642,2.94837224800932e-05,0.00868348910874552,"C vs. B","B"
"LOC111110626",124.658965848903,-22.0158913748819,4.2409347212784,1.67438921207199e-08,1.51594238107777e-05,"C vs. B","C"
"LOC111108634",310.641411806884,-7.71863622886707,1.56647171433111,2.08619837373222e-08,1.76398626216572e-05,"C vs. B","C"
"LOC111109983",314.808112097898,-6.14630066827892,3.63344093112547,4.58636970878123e-05,0.0107801738010728,"C vs. B","C"
"LOC111106512",821.639062770561,-5.67806437452942,1.26015454281259,6.19578121189785e-07,0.000398568083486429,"C vs. B","C"
"LOC111107748",464.974027972897,-5.43059861844753,2.92514702666546,5.36631067071731e-05,0.01224053000065,"C vs. B","C"
"LOC111115404",140.00436021385,-4.41742306194506,2.04538477774557,5.59229825796043e-05,0.0124276119014402,"C vs. B","C"
"LOC111130454",125.411632618775,-6.95009765958463,4.13040562326427,3.38141738834311e-05,0.00933453458425546,"C vs. B","C"
"LOC111131309",186.178505696099,-3.43308299065938,2.78589332073322,0.000247361653794247,0.0326851655513534,"C vs. B","C"
"LOC144627666",67.8068894828349,-4.63981416896932,0.916407798382277,1.20645684643473e-07,8.93692048821124e-05,"C vs. B","C"
"LOC111109880",73.6761610021732,-2.64251629718075,2.02218600999392,0.000278002806052181,0.035208785132524,"C vs. B","C"
"LOC144618078",40.0686222001555,5.37364872581782,1.37714600870369,3.32413223932827e-06,0.00169288359563291,"C vs. B","B"
"LOC111107165",63.1659321803957,-6.32965303746591,3.66402380454296,4.1047038287914e-05,0.0101353015247278,"C vs. B","C"
"LOC111106376",152.758185868547,-4.56527721963035,2.69454543222485,9.22937916926698e-05,0.0174477301648531,"C vs. B","C"
"LOC111107254",310.101154415781,-2.19125774039653,1.51507996680134,0.000213546770285512,0.0294923773990358,"C vs. B","C"
"LOC111137458",23.6577609711585,-3.61324532289979,2.67466116557097,0.000199851363226573,0.0280030929665489,"C vs. B","C"
"LOC111106155",4044.63735604175,-7.47531425754437,1.90640862410973,1.00815856078583e-06,0.000601083805327064,"C vs. B","C"
"LOC144627481",51.0879102784215,19.4300412798757,3.71269844702955,7.29694736412554e-09,6.86053378138649e-06,"C vs. B","B"
"LOC111132445",1274.19289752612,2.26415583284837,1.44564541458821,0.00017211120453705,0.0258114011957557,"C vs. B","B"
"LOC144618687",1346.31177950777,3.49199431257458,1.65882520280602,7.33663082060657e-05,0.0148218132570023,"C vs. B","B"
"LOC144618662",61.051970973441,4.58137271700554,2.81627494088046,9.85337789446731e-05,0.0182474108053222,"C vs. B","B"
"LOC144618736",76.905563299012,2.08882445214561,1.33016023635205,0.000165997713397661,0.0253299147064509,"C vs. B","B"
"LOC111132825",215.605514437832,-1.85630467769711,0.915365808016935,7.13492718650901e-05,0.0147807877181536,"C vs. B","C"
"LOC111138010",32.5926076607313,-5.56971981709687,3.31724307927348,5.98744712335103e-05,0.0129524907017979,"C vs. B","C"
"LOC111133978",19.9949242056602,-2.82461783387496,2.92711202549287,0.000440236019668959,0.0476130981369792,"C vs. B","C"
"LOC111136443",193.528861210877,-24.5144691509224,3.74996351288802,1.67286801722974e-11,2.40548580477535e-08,"C vs. B","C"
"LOC111132555",34.8807393277379,-23.0865346707243,2.39146425193766,1.7928244017788e-22,1.46085308338276e-18,"C vs. B","C"
"LOC111134631",90.1863744706344,-2.42763012188817,2.24164006183566,0.00043585799030131,0.0473535492129579,"C vs. B","C"
"LOC111136612",724.745892957347,-2.87272867744398,2.2582541664177,0.000283192510069406,0.0353195964726869,"C vs. B","C"
"LOC111101514",110.718065554722,-24.037940343514,3.5909745605183,5.95468910688398e-12,9.09764845111119e-09,"C vs. B","C"
"LOC111102268",104.935018498078,-4.94608200687703,2.07023115939355,3.56222856149102e-05,0.00933453458425546,"C vs. B","C"
"LOC144618714",15.9135968136995,2.57951022054846,1.72967797019905,0.000200472132098427,0.0280030929665489,"C vs. B","B"
"LOC111128305",193.054663499064,-2.65179080498785,2.48772878031042,0.000420684133580724,0.0465322336895058,"C vs. B","C"
"LOC111127759",186.080504359662,-3.25755725317351,2.61663467576761,0.000261739581540552,0.0340331067593553,"C vs. B","C"
"LOC111130577",63.1083693586036,-4.55962273263179,2.19247529873116,5.90196567707658e-05,0.0128815670514408,"C vs. B","C"
"LOC144620005",1223.56735640299,3.10874868693889,1.01680911055482,2.05264192115422e-05,0.00687353859761848,"C vs. B","B"
"LOC111128447",156.817953402747,-4.26971137405246,2.31730972686243,8.66707008918767e-05,0.016682403805527,"C vs. B","C"
"LOC111130578",135.030817005037,-3.24927763578601,2.04605517530408,0.000159756059148368,0.0247166890245687,"C vs. B","C"
"LOC111128165",4883.01361614773,-5.5562601301801,2.56970776704771,3.66584299483954e-05,0.00933453458425546,"C vs. B","C"
"LOC111130450",30.6899594334463,3.72275396848855,2.6332282683171,0.000177579953420582,0.026469158301013,"C vs. B","B"
"LOC111131316",6.72464779736476,-4.10072140220154,2.06901518996168,7.65299564691245e-05,0.015334219556457,"C vs. B","C"
"LOC111131665",208.930739359468,-8.32403680424694,3.39976926242104,8.53545497661799e-06,0.0035973999466108,"C vs. B","C"
"LOC111129107",58.3517445061435,-3.44214666978205,2.34733481124101,0.000182206836649709,0.026994218920619,"C vs. B","C"
"LOC111129438",55.233032926563,-4.08627691562608,2.93999377119041,0.000156273789743991,0.0243319286005851,"C vs. B","C"
"LOC111131556",19.8185331348688,2.2009474956929,1.95506349674413,0.00041314683482166,0.0465322336895058,"C vs. B","B"
"LOC111111721",44.3521119584099,-4.93199096320969,1.11182638962067,1.11154066222396e-06,0.000631897941582898,"C vs. B","C"
"LOC111111747",199.969235013393,-6.22117642970835,3.61111321618958,4.31443178262844e-05,0.0103398318555247,"C vs. B","C"
"LOC111118398",539.312871942643,1.14163786527969,0.971368434478531,0.000270435797085252,0.0347937003144683,"C vs. B","B"
"LOC111120933",321.312926639367,-4.59438569136277,1.05405125023138,1.56688532850978e-06,0.000851166930120481,"C vs. B","C"
"LOC111120913",2376.13271879134,1.16531632294088,0.595307449757839,5.40796580106445e-05,0.01224053000065,"C vs. B","B"
"LOC111121348",299.892862070283,-5.06658900236375,2.06915790737459,3.1768150776527e-05,0.00913614642037886,"C vs. B","C"
"LOC111118388",172.73269497995,2.40222239129599,0.807213587092037,2.15487894408949e-05,0.00701344851420406,"C vs. B","B"
"LOC111120189",8.22288770024606,-19.5058099202189,2.06889481824596,9.99682486089583e-22,6.10930959311496e-18,"C vs. B","C"
"LOC111120934",153.59767526302,-3.50956435181195,2.45961299911762,0.000188370185541076,0.0271025914480445,"C vs. B","C"
"LOC111122225",135.564934492343,-4.96129585654125,2.1240949246902,3.78006087039334e-05,0.00952614309038817,"C vs. B","C"
"LOC111121160",44.19304324991,-2.53190245262348,1.91121480897889,0.000271893567932118,0.03479810611571,"C vs. B","C"
"LOC111119482",1145.56634791529,-2.27007057325924,1.30757248672192,0.000127861869940912,0.0217054403521222,"C vs. B","C"
"LOC144620632",182.897952778042,-1.24970272882825,0.475600559430702,2.11949497897527e-05,0.00700149388662843,"C vs. B","C"
"LOC111122032",313.807063281204,-7.7231170485069,3.19092553088026,1.09847119714741e-05,0.00453761446328739,"C vs. B","C"
"LOC111118594",7.88732027991437,-2.9352665621707,2.36443642908714,0.00029268806028834,0.0357737981687424,"C vs. B","C"
"LOC111118679",323.14020426699,-3.66192479329098,0.941124601399266,5.44390986412106e-06,0.00251087503072527,"C vs. B","C"
"LOC111122008",186.676355228345,1.6498621363419,1.08746738278706,0.000161466962967498,0.0248242761618899,"C vs. B","B"
"LOC144620932",60.1444951915558,5.34073846191718,1.92712772859648,1.92660012826705e-05,0.00654107501881777,"C vs. B","B"
"LOC144620404",239.26285992604,-1.31209856489859,0.303913401870967,1.64919982976285e-06,0.000876406300838105,"C vs. B","C"
"LOC111119837",134.944052415736,-6.60494504588238,1.56531275503794,8.23258531426169e-07,0.000503113870017818,"C vs. B","C"
"LOC111120322",1004.81652484308,-3.77256181844865,2.4328427438903,0.000147008286977275,0.0237193883612183,"C vs. B","C"
"LOC111119241",2914.31955762597,-4.09965280629375,1.59296745975136,3.56709990459093e-05,0.00933453458425546,"C vs. B","C"
"LOC144621605",45.9328617390884,-6.20372226099368,2.35879908122147,1.61554998605905e-05,0.00556227033932585,"C vs. B","C"
"LOC111106632",201.694757745067,-1.95868156222533,1.73956874757498,0.000412885379889472,0.0465322336895058,"C vs. B","C"
"LOC111111873",2594.03893214979,-2.85875064683077,2.56512651412763,0.000363083970826895,0.0418659795606767,"C vs. B","C"
"LOC111115910",268.331966444309,-3.2436120819154,2.35482944643842,0.000218824444464049,0.0298835952230373,"C vs. B","C"
"LOC144621689",727.747991705888,-4.87285168122946,2.0242037440562,3.57199534460141e-05,0.00933453458425546,"C vs. B","C"
"LOC111111106",1220.09206898448,-1.24520547933763,1.01832650016743,0.000255720895371963,0.0334283277399339,"C vs. B","C"
"LOC144621833",474.375301092444,3.22190954435402,1.45584578845629,6.47563393370045e-05,0.0137649453486354,"C vs. B","B"
"LOC144621273",50.3575063444503,1.04068022483062,0.757161023541759,0.000150934728003459,0.0238038672648036,"C vs. B","B"
"LOC111111853",24.410765736415,19.1314058902112,2.46365486820078,1.20854329448861e-15,4.2204058333963e-12,"C vs. B","B"
"LOC144621941",516.332901933353,9.94638077918428,1.96726786807815,1.36154524157453e-09,1.44708580131693e-06,"C vs. B","B"
