"X","Gene","log2FoldChange","lfcSE","pvalue","padj","pair","DEG_group"
"LOC111120925",191.443047044146,-4.89646529286914,1.40924742818923,8.35454117423842e-06,0.00358292559656593,"C vs. B","C"
"LOC111103173",15.1495870014721,4.21801403837868,2.19035549688654,7.94666043387599e-05,0.0157931800248861,"C vs. B","B"
"LOC111105159",57.179076008928,-5.23065081190118,2.54870348274363,4.74215095562873e-05,0.0109360264255042,"C vs. B","C"
"LOC111132252",110.194760065631,-2.65225862337077,2.03618956808313,0.000279762790809902,0.035208785132524,"C vs. B","C"
"LOC111137262",591.067088835115,3.69905819824183,3.00247487636163,0.000218557604955237,0.0298835952230373,"C vs. B","B"
"LOC111105069",273.298066987944,-3.77280107738507,2.83735357484917,0.000191482763273446,0.0271025914480445,"C vs. B","C"
"LOC144622286",335.752195827083,-3.5012532714619,2.46640981036578,0.000190731462146365,0.0271025914480445,"C vs. B","C"
"LOC144622710",40.3543483093968,3.30187428838253,1.27228819700548,3.83312176095236e-05,0.00956129198433473,"C vs. B","B"
"LOC144622706",158.114866711331,5.27274677833126,1.39370704108263,4.3446852047381e-06,0.00204241980441967,"C vs. B","B"
"LOC111104955",881.192104921318,-2.49444179692646,1.79109159009821,0.000240027497511556,0.0318884357427717,"C vs. B","C"
"LOC144622849",434.379514573014,-24.7717735249146,3.59192556029466,1.54824936514278e-12,2.91130428699348e-09,"C vs. B","C"
"LOC144619748",34.0026432955382,-21.4784464988253,3.88723459578611,3.46303856432717e-09,3.38615910819911e-06,"C vs. B","C"
"LOC111103218",665.491381535209,3.25878548684324,1.86954608668797,0.000126586186506274,0.0216391561478733,"C vs. B","B"
"LOC111109559",343.775479251252,-5.7848559509171,2.42572082550008,2.58620926532431e-05,0.00770974213303082,"C vs. B","C"
"LOC111105472",457.735386814249,4.27723554484517,2.71986716986815,0.000118696837718905,0.020725315700276,"C vs. B","B"
"LOC144620030",191.53571949851,-21.7410113768208,3.08195653369015,4.26480261455603e-13,8.68775832606852e-10,"C vs. B","C"
