"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","svalue"
"LOC111118569",1370.99057740187,0.0444972460030466,0.083190353739142,0.992723829965703,0.320844558591027,0.816550179985241,0.998396244424989
"LOC111118572",770.000104999569,0.0495663615130552,0.0889647838891797,1.2644088662083,0.20608331220373,0.746387738738033,0.997886261184485
"LOC111120274",23.5254196732057,0.0298900766981764,0.0996231479867256,1.4155768939471,0.156899420355625,0.709054728108987,0.991867194931372
"LOC111134764",183.16847456907,0.0378758765974855,0.0946471285117184,1.28123008994506,0.200112860107893,0.742104197413829,0.996672753566762
"LOC111122175",113.874969826409,0.0174849937140895,0.0941772072482109,0.598865217487135,0.549262767762891,0.904148643846107,0.997391249080684
"LOC111121449",417.003966178801,0.0458884942598839,0.0934504175469549,1.41799046721772,0.156193547940276,0.708667980118274,0.996950313433495
"LOC111122392",546.010932187985,-0.0593154730556442,0.0899101111001196,-1.54699720774565,0.1218639189613,0.679021341354937,0.997621680927492
"LOC111121133",1363.47580464606,-0.0108734417307397,0.0883711193990123,-0.276165421116098,0.782421014766172,0.959527220811485,0.998252628983802
"LOC111120024",721.105818576985,-0.0218805731050294,0.0824250684335392,-0.484258435519947,0.628202470082461,0.924999370117209,0.998489910080897
"LOC111120023",2656.88993492009,0.0303455640158377,0.0847185737747747,0.698448840774371,0.484896541305551,0.88581753009419,0.998375331104429
"LOC111120277",27.8316570489152,-0.0215355329125565,0.111492479573699,-1.52616187311615,0.126969556092987,0.683063655483834,0.977231458804567
"LOC111120683",3412.6526252302,0.041758727016232,0.0969396215368126,1.56380386555841,0.117863636226145,0.675285896138927,0.994774715115257
"LOC111120616",759.342179257464,0.0787260827124777,0.0970019631294953,2.315963735195,0.0205602488367712,0.455998499835409,0.993648101376952
"LOC111118256",1740.29349777081,0.00247011010810313,0.0943630134637174,0.0868078594224429,0.9308242402944,0.990350996236155,0.997645739614805
"LOC111118257",2185.46461776251,-0.0505281796316929,0.0739638997560535,-1.03513100786453,0.300607733316037,0.807139115268457,0.998650379301558
"LOC111121896",36.355833777061,0.0279946223910904,0.100934124698166,1.42971905646933,0.152797668621973,0.706535754897235,0.990045098026552
"LOC144620798",1385.77755817052,0.0178556049648948,0.120094210943388,1.51409085286694,0.130002798306282,0.686697223256735,0.972020368295585
"LOC111120592",273.456103408418,0.00925522089173545,0.10071000948687,0.674636340157661,0.499906838894827,0.890602446874194,0.992726235765762
"LOC111122036",2355.90150571968,0.0827287181779321,0.0985391820245131,2.42516940791974,0.0153012447017087,0.428022821639868,0.991988367893975
"LOC111121654",2661.90011355574,0.00158857900922933,0.0651350649531707,0.0326627784786947,0.973943506513787,0.996610648783324,0.998577635045888
"LOC111121009",2481.88905533893,-0.00519092202054924,0.0832303719172144,-0.116542419796012,0.907222668987464,0.984556913982619,0.998504745545558
"LOC111120964",439.891384397415,0.0202982459416771,0.0917365162345301,0.592007176676199,0.55384578265495,0.90563778083419,0.997827049193207
"LOC111120965",543.082551437017,0.0105584585511696,0.0905464152037365,0.291562005545816,0.770621528937614,0.958582456787816,0.998071429139901
"LOC111122130",1268.17907084135,0.0724492307505059,0.0836172433203422,1.61266686598538,0.106816902820183,0.661198941577929,0.99824478640191
"LOC111122132",842.851205390161,-0.0391425511855277,0.0956681084114133,-1.3986206176671,0.161926780275033,0.713372515503997,0.996021211861088
"LOC111120280",288.718328293473,-0.0203308274359879,0.113280989719837,-1.51480430674583,0.129821969505258,0.686697223256735,0.976142047598827
"LOC111119254",3783.11491920211,-0.0507534303742142,0.0812056291128145,-1.09873448183273,0.271883897487178,0.791812963485546,0.998457734752066
"LOC144621022",360.998317506015,0.0260731113050479,0.113117872779364,1.68622920117571,0.0917516615159179,0.63793986667177,0.974247581201269
"LOC111118679",323.14020426699,-0.0128559990145166,0.101415956948725,-0.900331520272745,0.367943851704748,0.837382574315794,0.991207093362006
"LOC111119848",522.065804610911,0.0333813705020201,0.0883350080866695,0.841852147838971,0.399870718161275,0.852562895555216,0.998099930137713
"LOC144620556",856.189474073988,0.0115243247239832,0.102172259794725,0.868726981207645,0.38499648000024,0.847331495529742,0.990490727874707
"LOC111118640",1859.50961544565,-0.0285370668360155,0.0901921605259076,-0.771292141261116,0.440533789436962,0.8699163736849,0.997942482638507
"LOC111119659",6056.79747007649,0.0316731876255332,0.0863961234968379,0.756782180003817,0.449180370597369,0.873490694450685,0.998271295642071
"LOC111120681",4625.80187745864,-0.0186412156180629,0.0850920966831447,-0.433294378624498,0.664800921462908,0.936444807839428,0.99840252260123
"LOC111120662",1686.49285879299,-0.0381578656740712,0.0830763031158136,-0.850958874318652,0.394792198383298,0.850521277318995,0.998422127395281
"LOC111122008",186.676355228345,0.729265900450997,0.839034445002158,4.01631115029624,5.91161946372567e-05,0.0527445062554175,0.310422215532611
"LOC111122011",1025.6184601779,-0.0125371351649788,0.0796192231895782,-0.267847974557729,0.788816341079066,0.961446771182796,0.998577706893388
"LOC111121139",5502.07801300886,0.0393015453272204,0.0860883239395852,0.929933820056506,0.352405350944893,0.830299457403123,0.998248716472941
"LOC111118028",655.196333690423,-0.0302718851648524,0.0945003372686665,-1.03794250927028,0.299296821294426,0.806029633585621,0.996971598092808
"LOC111117882",1645.73434921096,-0.0581004661006673,0.0798373316864748,-1.23629180501043,0.216350116174522,0.754892175549302,0.998485116660484
"LOC111119209",1101.9293556761,0.0261259683416284,0.0909899212683758,0.732063563277148,0.464129772078822,0.880222972790903,0.997864134943791
"LOC111121610",272.772283845449,-0.0636782485358857,0.0950060740865411,-1.9503084673333,0.0511393640591178,0.579036695803751,0.9956158897525
"LOC111120032",1415.02142736184,0.0333740951194837,0.0928526176669594,1.02354623895273,0.306049649235508,0.809942947856987,0.997407336879102
"LOC111120033",1199.90082431852,-0.0307058734593184,0.0881811364647507,-0.771412653876088,0.440462377087039,0.8699163736849,0.998135535963075
"LOC111121782",145.110812765919,-0.00865409089316725,0.0923340705985901,-0.262217289363848,0.793153924640322,0.962245385786503,0.997884673248506
"LOC111121781",1167.67180652839,-0.048387604507624,0.0904085856653901,-1.30004319953093,0.193586163501384,0.735436075631651,0.997676624140119
"LOC111121131",318.01381770314,0.00632400194640469,0.0907748783434502,0.176578812947872,0.85983923737208,0.975240458648299,0.998085850784111
"LOC111122154",941.484835276069,0.0320297870791165,0.125307835969851,1.96235191082262,0.0497215273973657,0.573190860617654,0.96034757990661
"LOC111120577",220.505400454817,-0.0161775706143858,0.0959506621061082,-0.654746708886564,0.512630846728738,0.893703049352773,0.996816095363134
"LOC111117982",165.134257591475,0.17888578749257,0.168166075363008,3.7273263460154,0.000193521810543555,0.090228469044763,0.924110244597617
"LOC111121199",151.694274446161,0.0196747898266405,0.0915754850781066,0.569205951159806,0.569216382468399,0.90979870425163,0.997858449393038
"LOC111119259",3390.3732568278,0.0347767559984296,0.0844602859413154,0.795564065693954,0.426285459836353,0.863927727309747,0.998371949313164
"LOC111119260",2690.94044800295,0.0765498201990321,0.082436103975244,1.67165486906455,0.0945923983665946,0.64250170512949,0.998306439515769
"LOC111120855",1802.9182434415,0.0198682009003252,0.079457030332493,0.423547933612605,0.671895533845469,0.937251147886897,0.99857777873363
"LOC111118714",155.388415035407,-0.00208225819674304,0.0940682647485286,-0.0713660012063435,0.943106467698208,0.99211039821495,0.997705401237201
"LOC111121260",729.168091046744,-0.00467597803148101,0.0938447315135755,-0.157314818160075,0.874996742462391,0.978934670214063,0.997703342618018
"LOC111121261",1865.67986728813,0.0381013224448171,0.0876246185092934,0.938748477763998,0.347859897323613,0.827893609400997,0.998132072718576
"LOC111121373",2568.09427135912,0.000364177084402941,0.0811061883490038,0.0079206195758835,0.993680326007216,0.999200468921214,0.998555673935286
"LOC111121475",17.2008741051662,-0.00800517225360394,0.0974878288538475,-0.40641328184954,0.68443896231442,0.941314913660161,0.996302807750718
"LOC111119187",8780.74228604214,-0.0113948341542234,0.0740072813767633,-0.234138057808191,0.814877801093465,0.96636621889792,0.998650443988133
"LOC111119183",6634.75662405481,0.0756177477959113,0.0854339438238149,1.73521669998628,0.082702429604058,0.629314247818631,0.998069180930743
"LOC111119226",5369.11788688844,-0.0153089027716908,0.0758396491310612,-0.317250131110227,0.751053813864232,0.955376656275116,0.998650508668507
"LOC111119185",3417.36092395118,0.0590955532274527,0.0778886361206361,1.23548906542158,0.216648543501095,0.754892175549302,0.998533100462016
"LOC111120049",1475.51632017166,0.11183596740784,0.0776459669587818,2.30604441892984,0.0211081504833824,0.458523300067746,0.998425392202703
"LOC111118050",1124.09731258795,-0.070865198796274,0.0900310568104479,-1.8260642019806,0.067840591670191,0.602354402806719,0.997440322015713
"LOC111120895",262.771818386347,0.00520207118231317,0.0993047775032529,0.352935433081268,0.724136846242668,0.951600417551738,0.994984648992207
"LOC111120568",347.665901379958,0.0359617998375563,0.0974113100957045,1.44235022148624,0.14920359906986,0.702120015893026,0.994556947689664
"LOC111121502",32730.2830598068,-0.00683587082721514,0.102205860579426,-0.588856253595086,0.555957705903007,0.906157189054596,0.991442171211531
"LOC111120830",1993.62896263901,-0.0604058823012196,0.0846615511104715,-1.3760230965234,0.168814482734855,0.717128297683739,0.998234440900578
"LOC111120973",1556.16300031451,0.0372415022321737,0.0881517880069734,0.932351843221143,0.351154723400648,0.829869030374972,0.99808909840195
"LOC111122328",791.81466478169,-0.0401032063777042,0.0943893755366166,-1.32591523035588,0.184867777571515,0.729234218701597,0.996725231145127
"LOC111121180",2633.30940631027,-0.0170500276996762,0.0729365341621275,-0.349059289775499,0.727044798641604,0.951975340779308,0.998650573342682
"LOC111121479",2120.05378083792,0.0137816917797506,0.0910880969108748,0.389990558614727,0.696543528423912,0.944812901860014,0.997984601695797
"LOC144620790",1227.91590342854,0.0842460256139504,0.0902394120224357,2.1295219566081,0.0332111002792043,0.513865851738927,0.997213748079632
