"","Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","B1_Nu_O03","B2_Nu_O12","B4_Nu_O32","B5_Nu_O36","B6_Nu_O47","C1_Nu_W01","C1_Nu_W05","C2_Nu_W15","C3_Nu_W21","C4_Nu_W29","C6_Nu_W42","H1_Nu_B08","H2_Nu_B14","H3_Nu_B18","H4_Nu_B28","H5_Nu_B35","H6_Nu_B45","W1_Nu_G02","W2_Nu_G15","W3_Nu_G21","W4_Nu_G27","W6_Nu_G41","W6_Nu_G45"
"11","LOC111103567",1513.49770390369,0.0114405210976569,0.0630176503171784,0.383221932757045,0.919277286984646,1457.68547770275,1512.32903734213,968.92909460063,1379.83959044226,1565.88191584822,1308.65884325379,1508.75902557716,1568.6733707953,1509.91672238089,1033.51217856251,807.862968617227,1285.30963067655,3168.09421931468,1750.77798311802,1275.53214405293,1354.8342684992,2378.39470512991,2126.88464662136,1558.16683730151,1255.45417074676,1563.95766926785,1167.15571574525,1303.83697418801
"12","LOC111103568",1470.36526034892,-0.00277905238865022,0.0631610808364389,0.801892253850257,0.985899666914246,1090.69172213994,1758.32179847942,1709.67748467193,2118.87619227681,1119.70117998916,1177.70507049032,1100.58200874255,1510.49600370579,3064.95202791381,1290.67063701805,829.188543875756,1691.61413998833,2906.7332524964,1559.78402132333,689.036522595082,790.924672429142,973.458009842995,1866.1745877893,1394.02407123463,1654.74802682746,1283.12888518195,1515.5159676386,722.396161374441
"13","LOC111103866",12610.8072525661,0.00257309314038808,0.0449862831599839,0.818852805648926,0.987315368056639,11092.1290232722,10638.9476266188,9374.70357762947,17452.457866198,16618.1077405791,11263.7822264208,14138.7389705645,9425.79123881116,12725.7741686909,11393.7225942808,10690.3854325404,12267.4232213917,19099.3156515889,12688.3655285608,11235.4161208689,12279.5460938344,16047.5868406415,14497.8766049372,12209.6050266412,10278.5667278076,11685.8030219954,11928.6093091344,11015.9121960113
"14","LOC111102774",260.517657240637,0.00552830578790962,0.0638735257228974,0.629200943324635,0.970653882380383,220.367745746827,133.046668475035,126.673846999736,298.127593630322,236.900724039452,120.407160191921,226.52755908099,215.785143386542,234.927795032988,239.735798668579,237.090219050708,244.773692195149,750.505276245558,190.993961794693,204.123476095622,395.980635475665,488.044488718582,189.539209438255,158.195564397787,235.861952196506,216.16426143454,304.691160487917,323.442183751274
"15","LOC111102932",1567.29305772311,-0.0327505893080349,0.09258932700439,0.0846987717661872,0.704211143251008,1489.41157339392,1306.53742783038,1578.80913942717,2619.18226894379,2255.337386259,1297.23334630128,1305.73904338194,2269.97508680157,1761.18055614134,1841.22668628601,1708.55491188923,1363.59757271467,1597.20590833396,1442.64105808925,1565.90497624529,1838.92577836081,1044.49413488559,924.471875283819,928.952900711814,1040.02120653577,1469.73222197587,1457.95216533143,1940.65310250764
"16","LOC111102934",1963.20810649898,-0.00559047625418903,0.0580617477524827,0.641931745664147,0.972788819500784,1425.10191996586,2047.38722207266,2922.72637713298,1682.53618933894,1091.01813268393,1508.16559773238,2434.10273389857,1703.01020025653,2213.92220087378,1747.8412298279,2586.66683429926,2370.43996652144,2421.21895649716,1629.81514064805,2019.19325884261,2607.04528330183,1545.69346157503,881.769365647533,1923.32501978362,1972.32593096606,1778.27437291235,2978.43052972065,1663.77652497737
"17","LOC111102931",1137.58795397586,-0.00952107601204554,0.063921920697114,0.446351746435303,0.939543317014871,1195.30209171625,852.838716627743,1244.08817947423,1341.00304567815,848.805733217588,2137.44681450183,762.927722565222,724.572662842065,1095.29250134585,1809.86589866948,1159.10773758124,1322.9671217835,1105.33908883566,855.652948840226,1464.3224012869,770.19270198539,851.118016714078,710.210160266662,987.235477068893,1696.53459316148,885.903960323607,1364.65910641982,979.136260538876
"18","LOC111104503",92.7991692457294,0.00794162138269778,0.0693498313856355,0.478131003448721,0.946857817187997,80.6014322965049,80.4023032511004,73.823169112429,26.2717802815992,87.111477001054,117.770507049032,81.2079928780909,93.0837873432142,45.1185831520307,79.4473286285408,38.8878137067299,178.377589453954,52.6351947064599,108.22991168366,124.582403250849,95.3670640412596,219.685794113216,146.087532966244,116.565152714158,86.3589037569884,61.8931859662999,75.4284306093866,65.4435546889737
"19","LOC111104592",923.922087565474,-0.000710451785135919,0.0987565992983859,0.924451665204503,0.993131660210217,14.5768547770275,3115.58925098014,1876.6185148239,4.56900526636509,6.37401051227225,625.765679245602,772.544458563944,445.321300812423,361.726571822315,612.580718109538,398.913701894842,1569.7227871948,11.7975436411031,1625.99526141216,558.704162271116,6.21959113312563,6289.328033864,391.814255083823,435.335162177367,589.654880491265,964.425166400256,0,572.63110352852
"20","LOC111102912",359.677655604557,-0.00670349638124867,0.0750275920255114,0.49103824020578,0.948226544365593,443.307877630777,1170.61924852495,539.412474310134,98.2336132268494,220.965697758771,360.342596194799,356.887758174768,468.592247648226,234.927795032988,259.946084021454,323.646965688268,274.503290437474,338.498752163958,202.453599502375,159.082145689546,953.670640412596,311.769659909175,205.271712988466,208.15205841814,114.21661464634,189.374673478977,120.090001364945,718.620571680846
"21","LOC144621350",45.1656633935124,0.00369269662896966,0.0937898984825032,0.633210149004945,0.97112531839433,2.5723861371225,28.7151083039644,48.6561796422827,28.5562829147818,42.4934034151483,7.90995942866632,11.7537884428816,4.23108124287337,157.915041032108,110.111209853592,12.544456034429,42.6124241473335,0.90750335700793,34.3789131230448,45.0413304060763,0,27.6251597387877,226.997551224471,109.428510711251,23.2147590744593,60.9694070712805,10.9172728513586,1.25852989786488
"22","LOC144621354",39.2553750228974,0.00875616611287476,0.0968143450923429,0.324654499668942,0.901735652841004,66.0245775194774,3.82868110719526,5.03339789402925,58.2548171461548,42.4934034151483,27.2454158098507,57.7004159923277,53.9462858466355,57.5650888491427,11.8474086551333,8.78111922410029,1.98197321615505,14.5200537121269,42.0186715948325,2.87497853655806,58.0495172425058,10.523870376681,95.1441881369895,9.51552267054355,26.0005301633944,38.7987135908149,101.232893712598,109.492101114244
"23","LOC111103115",6613.72050902916,-0.00444035087541074,0.0326399173525272,0.628048067916652,0.970653882380383,5812.73520785113,5812.8950909992,6850.45453377381,6052.78972661715,6230.59527574612,5776.9070360693,7058.68422306143,7032.05702565555,6979.37806965551,6904.94852676827,7017.36870565957,6683.21368487483,7784.56379641402,5835.5021793672,6419.82707213415,7077.89470949696,7423.27506695138,6485.5372968655,4959.96619202083,7194.71813235641,6464.60470734578,7399.92603452088,6857.72941346573
"24","LOC111102741",30.3088553431862,0.0102072775304356,0.0924152689809601,0.28052699019829,0.879674505107354,35.1559438740074,21.0577460895739,67.9508715693948,42.263298713877,6.37401051227225,57.1274847625901,12.8223146649617,21.1554062143669,24.1151047881544,2.09071917443528,18.8166840516435,53.5132768361863,47.1901745644123,26.7391546512571,14.3748926827903,13.4757807884389,3.94645139125538,26.9700060860758,30.9254486792665,38.0722048821132,75.749869391591,11.9097522014821,45.3070763231357
"25","LOC111102740",47.5086408026678,0.0200903109054065,0.145304995013975,0.0987931691702686,0.716839471703481,41.1581781939599,13.4003838751834,151.001936820877,90.2378540107104,44.6180735859057,30.7609533337024,8.54820977664115,35.9641905644237,46.6743963641697,6.96906391478428,3.7633368103287,79.278928646202,62.6177316335471,20.3726892581006,109.249184389206,14.5123793106265,0,45.6991769791839,115.375712380341,49.2152892378536,73.9023116015522,31.7593392039523,17.6194185701083
"26","LOC144621377",159.19004421986,-0.0130689434378118,0.131279899851936,0.194670743303165,0.822239987218864,12.8619306856125,29.6722785807632,716.420300250163,323.25712259533,31.8700525613612,490.417484577312,70.5227306572895,10.5777031071834,25.6709180002934,47.3896346205331,11.2900104309861,913.689652647477,45.3751678503965,11.4596377076816,561.579140807674,50.7933275871926,43.4109653038092,57.6858463507732,16.6521646734512,46.4295181489185,92.3778895019402,26.7969424533347,25.1705979572976
"27","LOC144621385",84.099095964078,0.00203193482685228,0.10309122124621,0.789574299836905,0.983625749989736,0,6.7001919375917,256.703292595492,318.688117328965,8.49868068302966,132.711541525402,4.27410488832057,79.3327733038758,47.4523029702392,0.696906391478428,0,601.528871103057,0.90750335700793,28.0124477298884,102.540901137237,2.07319704437521,3.94645139125538,26.2208392503514,108.239070377433,103.073530290599,78.5212060766492,17.8646283022232,6.2926494893244
"28","LOC144621432",44.2462355546848,0.0217310753705442,0.123122055790656,0.0862329704985106,0.704637018662941,6.85969636565999,36.3724705183549,14.2612940330829,75.3885868950239,69.051780549616,14.9410344763697,53.4263111040072,38.0797311858604,42.0069567277528,26.4824428761803,12.544456034429,89.1887947269772,20.8725772111824,14.0062238649442,45.9996565849289,55.9763201981306,18.4167731591918,75.665850408157,103.481309042161,38.0722048821132,98.844341767076,33.7442979041993,33.9803072423517
"29","LOC111102735",534.867730466736,0.000315080464978629,0.0974586936683386,0.966356853506077,0.996821856467402,1222.74087717889,1364.92481471511,1517.56946504982,964.060111203033,1.06233508537871,83.4940161914778,1126.22663807247,129.047977907638,315.052175458146,279.45946298285,624.713910514564,175.404629629722,0.90750335700793,273.758011905727,199.331845201359,1348.61467736607,21.047740753362,0.749166835724327,406.788594165737,670.442242070383,780.593166291395,795.968438799054,0
"30","LOC144621503",13.2133740797715,0.00866664868778755,0.101400913951176,0.3249192852519,0.901735652841004,1.714924091415,2.87151083039644,10.9056954370634,4.56900526636509,3.18700525613612,7.90995942866632,0,9.51993279646509,29.5604510306408,17.4226597869607,0,7.9278928646202,19.0575704971665,3.81987923589387,41.2080256906655,17.6221748771893,6.57741898542564,7.49166835724327,52.3353746879895,18.5718072595674,23.0944723754851,5.95487610074105,12.5852989786488
"31","LOC144621449",806.781783186813,0.0178301289100904,0.11770631438603,0.119732138450596,0.750621239844954,726.270352714251,1463.51335322539,244.119797860419,1986.37503955222,758.507250960397,364.737018099614,408.177016834615,177.705412200682,614.546218794902,512.226197736645,449.091526032558,2295.12498430755,297.661101098601,67.4845331674583,2360.35737851417,498.603889172238,131.548379708513,800.110180553581,410.356915167191,2286.18947365275,880.36128695349,568.69066762077,254.223039368706
"32","LOC111102736",339.899535389289,-0.00295868542934695,0.0783842524673343,0.721099956519412,0.977095663210384,123.47453458188,1117.97488330101,98.1512589335703,432.913248988092,242.212399466345,87.0095537153295,524.64637504135,106.834801382553,248.930113942239,260.642990412932,95.3378658616603,158.557857292404,86.2128189157533,108.22991168366,2484.93978176502,159.636172416891,374.912882169261,164.816703859352,166.521646734512,103.073530290599,135.795497567852,297.743805037053,239.120680594327
