"","Gene","log2FoldChange","lfcSE","pvalue","padj"
"LOC144626860",27.3670695631748,-0.00228436092885486,0.0920186496036782,0.73023515854067,0.996593505894422
"LOC144626215",133.30736554582,0.000503391078275517,0.0326823651413389,0.826966616542048,0.997763764827644
"LOC111133859",12.7325799725246,0.00129664164939065,0.0661074979961949,0.775072266518042,0.996753837489976
"LOC111133860",155.927235788024,-0.056203998671783,0.364720666712396,0.0500809409669234,0.641629246297926
"LOC111135939",1480.5874954662,-0.000733983625509556,0.022709876921737,0.756861990123385,0.996753837489976
"LOC111135940",1342.88896880905,8.26265623567415e-05,0.0211369771079945,0.973844316915302,0.999219847955819
"LOC111138346",43.1049087528531,0.00737618603111595,0.115727209368419,0.321008476179513,0.959885114923566
"LOC111136391",751.078513298417,-0.00471522748311168,0.0432325816248561,0.142676461637988,0.838597284140564
"LOC111136478",3.82905926602038,-0.0212341689669729,0.223799218617304,0.168064021244284,NA
"LOC111132217",503.261003323547,0.0039845483677994,0.0421941029432997,0.186911759223343,0.888771866309802
"LOC144626936",315.85598721727,0.000768974237233537,0.0316409982981949,0.734934529323665,0.996668062175879
"LOC144617530",39.5031208477535,0.0003846660925234,0.0370823295228184,0.878751136483955,0.997763764827644
"LOC111134674",80.6814158606715,0.000374435498936795,0.0345463412301779,0.875374678518014,0.997763764827644
"LOC111134675",48.8403227588644,0.000693725949131375,0.0381283986448839,0.787372958788858,0.996753837489976
"LOC111134673",1443.2261520143,0.0233739441567692,0.115336961782411,0.0141852264830044,0.371426071352794
"LOC111134891",67.2001030186751,0.0074821596453536,0.0758679201351547,0.111515226307511,0.798473845075312
"LOC111134890",39895.2891374654,-0.00163708399574627,0.0230283072341494,0.520191501138361,0.988463749379075
"LOC111134889",262.382536808942,0.00196395802372516,0.0386461067431476,0.449265366936004,0.977243202209293
"LOC144626976",9.2536861793377,0.00590183306145881,0.184912863765925,0.690437588895077,0.995112515406243
"LOC111125689",9.62517943956485,0.00405154975922081,0.185397781920885,0.788809356480973,0.996753837489976
"LOC111134888",18223.3745076544,0.000242082817696662,0.0233504419882687,0.914875040671982,0.997763764827644
"LOC144626944",1524.96443715028,0.00327189376559111,0.0574039419129842,0.35458377577985,0.965524887013332
"LOC144626945",312.296888479574,0.00224883459660991,0.0435143267692182,0.424475704083568,0.974390243545228
"LOC111133062",2195.83515323707,0.00202319669994744,0.0266209250925494,0.410949839175695,0.973109588850948
"LOC111133063",181.986071858417,0.000252273996393489,0.03314814238875,0.913463319763944,0.997763764827644
"LOC144626947",169.613703391061,-0.000325504442944529,0.0288912669157301,0.881153425442139,0.997763764827644
"LOC111136440",13371.7951439535,-0.00215051295930061,0.0252536674715737,0.399055927707453,0.972750808763138
"LOC111132799",28272.0033482447,-0.00148574400749032,0.0289874949973123,0.51888797485041,0.988463749379075
"LOC111133453",877.414772038841,0.000928702383429534,0.0233591160484769,0.69255585932882,0.995112515406243
"LOC111134770",940.519600078542,-0.000382247197509884,0.0232753095902116,0.866851331562558,0.997763764827644
"LOC144626949",37.2062464882794,0.000152445066119494,0.0770278434670455,0.978112627709179,0.999428646099447
"LOC111134771",2942.84340462746,0.00103175701359913,0.0213286512725785,0.691784284004576,0.995112515406243
"LOC111134074",50.904111857323,0.00113050270229786,0.031483880793722,0.621647220812349,0.992275337825301
"LOC144626222",14.2074062978912,0.00478977694963282,0.0926088892807726,0.423672611968671,0.974390243545228
"LOC144626225",35.1254825014291,0.00293301218416972,0.0474927913789077,0.331413510484693,0.962617982421569
"LOC111134473",3990.64844980513,-5.7820122390633e-05,0.0220563214196076,0.980634369427288,0.999428646099447
"LOC111134475",2577.96972261794,-0.000513193854625371,0.0283506110778552,0.813649393742361,0.997763764827644
"LOC144626951",134.255733040179,-0.00408052311998283,0.0792562948486424,0.414227661856216,0.973109588850948
"LOC111138185",761.671804091789,2.9267743000217e-06,0.0272256897095628,0.998913625187459,0.999653165612227
"LOC111137228",1339.50980669482,0.00623307182337634,0.0423936430157403,0.0872590290486845,0.754793688993309
"LOC111137229",242.313311890903,-0.0140814422258177,0.162776899906377,0.181488411298773,0.879681813955287
"LOC111133119",1751.1925455111,0.00198003411516685,0.0290961285513701,0.411106366386588,0.973109588850948
"LOC111132218",103.601784142089,0.00105957085488659,0.0357125976367986,0.664296662702022,0.995112515406243
"LOC111132036",1647.99496321857,-0.000412232603157029,0.0329615947778985,0.858596597263342,0.997763764827644
"LOC144626781",41.1166348474423,-0.0165564045508905,0.163682291419418,0.114822157345803,0.806067850933934
"LOC111137915",4.93472858761004,-0.00301723403900114,0.116888894798931,0.732020560563516,0.996668062175879
"LOC111133463",3.68164643832164,-0.0498658696798476,0.401562026162867,0.104694041167255,NA
"LOC111135950",3617.96774899447,-0.0019360640276056,0.0238229481603325,0.4511253479556,0.977917009831001
"LOC111135949",3802.48765977291,0.00621239058178551,0.0469241614940308,0.0906203694407458,0.764922282796627
"LOC111133213",668.134144737991,-0.00351628721483817,0.0323962206664373,0.211914036050005,0.905672870033513
"LOC144626231",26.0345776405861,-0.00784571114336273,0.133744465960501,0.388801330771283,0.968873840625943
"LOC111137181",1232.21005276405,-0.00119196489182014,0.0375449026779211,0.637275403724494,0.994450391165566
"LOC111137477",4192.85801337409,-0.000551019711996311,0.0225579473864742,0.81539678056418,0.997763764827644
"LOC111099050",1777.88543836124,-0.000396895583476969,0.0236491467053039,0.860297019885131,0.997763764827644
"LOC111132219",1403.32150006932,-0.0115509769810095,0.0723507446042754,0.0364940183262032,0.575545985796154
"LOC111133376",6702.85566343396,0.0445615151983048,0.360136433594251,0.100348814977652,0.785894320742285
"LOC111132220",147.023975324915,0.0335984960678963,0.290651772046299,0.108931927940845,0.793509934280143
"LOC111137344",192.34498090313,-0.480741506557778,0.99445295346322,0.00287077591051508,0.150259189893901
"LOC111137345",503.593834285422,-0.00225137909444625,0.042816944201272,0.418673536404512,0.973109588850948
"LOC111137346",86.7145988397825,0.000729203042329053,0.0353807026911631,0.763741902632147,0.996753837489976
"LOC144626959",512.20002427555,-0.00119742814370695,0.0824234799090149,0.840429675053793,0.997763764827644
"LOC111137347",75.0077875676959,0.0482195145717071,0.315697269674283,0.0464522068209799,0.622546159944547
"LOC111137349",782.609037828632,0.0030770454142914,0.0317902322996531,0.252651645386984,0.926266263271664
"LOC111137343",2466.56501500482,0.000156069001437879,0.0212038084415052,0.950423962204937,0.997763764827644
"LOC111134949",1772.42212353431,0.000471066253777932,0.0234526369176182,0.835979065760226,0.997763764827644
"LOC111132221",5.24108537553764,0.0594818341475827,0.469950535474705,0.103968745466233,0.791265188353275
"LOC111136551",382.747150355079,0.00499961019412021,0.0598874855790245,0.179277458197616,0.877009289617978
"LOC111134148",17907.0354663407,0.00510813756145809,0.021053149889772,0.198838414559961,0.900595576861189
"LOC111133082",289.355310845359,-0.00429476128859762,0.0572519809036193,0.22499817344552,0.913341392769569
"LOC111133081",1423.74354647218,0.000878077854056396,0.0259122990437965,0.692819674279707,0.995112515406243
"LOC111138450",4.79667816597955,-1.5059862146072e-05,0.120076303873848,0.998722997553599,0.999638619883931
"LOC111133829",65.0436274870798,-3.81347157838139,3.16881428344538,0.000211205724514611,0.0293347950895435
"LOC111136092",2132.52036930596,0.00150112079422537,0.022759974149165,0.553520194883508,0.990487201237029
"LOC111111731",3.69264452676044,0.00726417189026788,0.183776131730272,0.615106148194467,NA
"LOC111135254",6925.95130038272,-0.00325135039473904,0.0367301184844212,0.238802823311273,0.920374775912631
"LOC144626966",1114.50464106457,0.000735110294061362,0.0287196154955511,0.738116415751952,0.996693541887786
"LOC111137555",53.8616080362157,0.000617767343070954,0.0829132435393314,0.918607772180996,0.997763764827644
"LOC144627042",18.6785574205957,-0.00182904727416404,0.0777162462486387,0.736348538895912,0.996693541887786
"LOC111137260",48.9855307410182,-0.000420283362054976,0.0288762467725284,0.847167162812903,0.997763764827644
"LOC111132227",78.30667527977,-0.00267090184648751,0.0540357243772397,0.429068846409223,0.974531210105741
"LOC111137258",571.90052050406,-0.00101992926718209,0.0319629929753549,0.656820141021603,0.995112515406243
"LOC144627021",26.204482574059,-0.011503230990764,0.139770270850647,0.192451412450976,0.896664260256193
"LOC111137499",647.832430680523,-0.00342229800910176,0.0258806806535425,0.244723031790659,0.923458157041499
"LOC111136240",366.087932466973,-0.00220260188815468,0.0264974940633927,0.381372729449805,0.968873840625943
"LOC111136241",943.409744716277,0.00595000127857626,0.0328193673993408,0.0994615112805888,0.783461303054915
"LOC111136073",1863.39177268949,-0.00103312838225986,0.0265979695551554,0.643922040606761,0.994534734708935
"LOC111133357",6998.17825469526,-0.0011476743494111,0.0205791536588829,0.67929992390874,0.995112515406243
"LOC111133358",4958.82438503822,-0.000443022975965345,0.0205991679516306,0.867374844256281,0.997763764827644
"LOC111136078",84.6486808522378,0.000914517561510969,0.0374514226178875,0.717560508038991,0.995539003474661
"LOC111136077",1645.56795404215,6.080881674768e-05,0.0252553051862558,0.97763358234345,0.999428646099447
"LOC144626927",8.29129243778826,0.000530017708261391,0.0864874480337466,0.933623464820868,0.997763764827644
"LOC144626967",1982.61469476559,-0.00105091246596195,0.0279958494528196,0.637368109831658,0.994450391165566
"LOC111133008",2274.11175436178,-0.000646513074630934,0.0299340778120268,0.770429033231578,0.996753837489976
"LOC144626969",164.90175238581,-0.00604282002158892,0.0954178764257948,0.30701416008171,0.956046005502853
"LOC111136236",1633.63495790784,0.00235820673613181,0.0375585225053585,0.364569519476839,0.966770392339968
"LOC111136233",642.537117070913,0.00652725056672587,0.0622778810568865,0.108095846825687,0.793509934280143
"LOC111136234",652.830457430705,-0.00371587779377256,0.0415702283709047,0.207253660096751,0.904634375225797
"LOC111136235",130.53359745937,0.00238016768496208,0.0568696296038289,0.509404045093633,0.987709584665747
"LOC111133811",837.980971457181,-0.00362476773943796,0.0361341093048334,0.203530105070895,0.901811386343671
"LOC111133810",3014.65746538332,0.000205849658764521,0.0223384852552996,0.930310652799473,0.997763764827644
"LOC111136219",1578.55084312924,-0.000531774154162414,0.0222707330200353,0.823821070469272,0.997763764827644
"LOC111137103",3394.06267624956,0.00164680790023843,0.0230998879509512,0.517113714253763,0.988463749379075
"LOC111137102",9.06827518999135,-0.0146556077783727,0.178328759223025,0.218828938587743,0.909823001438599
"LOC111133663",186.529217522049,0.000854332063936184,0.0581388224417098,0.82899048852038,0.997763764827644
"LOC111137330",813.8188120808,0.00609371949123541,0.0551345573679621,0.106982684391303,0.792668953957532
"LOC111134750",725.038285992917,0.00724733363849595,0.058912636291602,0.0801247520823633,0.738353075655039
