"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","svalue","pair","DEG_group"
"LOC111129171",35.6590308512593,-21.0979119346168,4.02394885920031,-5.51233951793036,3.54095012933414e-08,4.84848445317914e-05,0.000114528251262481,"C vs. W","C"
"LOC111121183",21.4604169355867,19.0512041656185,3.00247175862447,6.48409059322436,8.92685738777863e-11,2.81133519713312e-07,2.87168795327182e-07,"C vs. W","W"
"LOC111106303",35.2785884243648,3.33463200788936,1.1826732790527,4.3678908178258,1.25452176670583e-05,0.00759781807670513,0.00828252191392212,"C vs. W","W"
"LOC111122541",163.567019573494,1.69728503916159,1.00906169391564,3.9665274390594,7.29273833193047e-05,0.0270200245044102,0.0524587555818422,"C vs. W","W"
"LOC111130453",100.842691734888,2.37122182032871,0.637375553933989,4.6129753601462,3.9694537446984e-06,0.00290720946004155,0.00397367623436533,"C vs. W","W"
"LOC111120021",13.2616055762802,19.1758986035884,3.22177875545385,6.10711742466677,1.01446604480537e-09,1.99678619681598e-06,5.2659127258754e-06,"C vs. W","W"
"LOC111135260",1479.39168264693,-3.64085625420669,2.05682431804468,-4.11283478613803,3.90830093482378e-05,0.0176788419608862,0.0347755256730099,"C vs. W","C"
"LOC111135464",957.819483236472,2.9999186374227,2.67316791862694,3.86369216139297,0.000111685957077443,0.03382044082923,0.111247700675165,"C vs. W","W"
"LOC111100804",820.905851081845,4.80882901412426,2.2630163434448,4.32109322906202,1.55258053456544e-05,0.00889007614092169,0.0190958552207929,"C vs. W","W"
"LOC111107880",12.4821208182888,2.86036655474401,2.86538830722827,3.81177852667528,0.000137970472438401,0.0398633402614915,0.124810796758052,"C vs. W","W"
"LOC111104602",189.711759668133,-3.84916589799808,3.13470147010792,-3.97846230050558,6.93624064922162e-05,0.026639393508041,0.0942553697813087,"C vs. W","C"
"LOC111101935",279.798799289529,-6.23571587570979,2.14158060442081,-4.64902062995186,3.33514857110333e-06,0.00262584584874393,0.00437514675463242,"C vs. W","C"
"LOC111119500",39.9707752232594,-3.16341455039237,1.70011843741686,-4.08503247553194,4.40706522971123e-05,0.0190125623670268,0.0310822314422031,"C vs. W","C"
"LOC111120933",298.890228935124,-2.01971949226094,1.56977657839016,-3.79155801072406,0.000149705169468438,0.0420952223399064,0.100218532220892,"C vs. W","C"
"LOC111119384",110.286437667753,-2.39976507701607,0.778454939403496,-4.41134140421592,1.02732187477701e-05,0.00660274444945969,0.00649218395981785,"C vs. W","C"
"LOC111118862",33.8111789191383,-3.85022027763595,3.39098204285778,-3.94540421185814,7.96654746901186e-05,0.0291733115629756,0.108028186558517,"C vs. W","C"
"LOC111122950",58.7619253079856,-1.61818618494974,1.21511032897348,-3.80393585011932,0.000142415075270454,0.040773436049931,0.0972528154140144,"C vs. W","C"
"LOC111127616",52.088449985414,-3.38327585076656,1.84208772370731,-4.10192750722641,4.09722651765971e-05,0.0181737964395292,0.0323068236087152,"C vs. W","C"
"LOC111127619",39.3500887732458,-22.9432683539819,3.98897224942997,-5.98414068955575,2.17535227609706e-09,4.0299040724191e-06,8.25817400210599e-06,"C vs. W","C"
"LOC111123012",7.41506881858953,-2.75022328663129,3.17299609558104,-3.75647472030983,0.000172323669653621,0.0480166768488033,0.148117106692292,"C vs. W","C"
"LOC111123321",276.219006592009,2.22330774064946,1.15518080012549,4.04709989548928,5.18561146605793e-05,0.0216546145388469,0.0335107299773266,"C vs. W","W"
"LOC111126287",151.945759122285,-2.52253541251524,0.848660326334939,-4.37710286708508,1.2026722202177e-05,0.00757515124626322,0.00708649821989067,"C vs. W","C"
"LOC111125414",1018.2236193813,8.70754726800405,1.58836075812811,6.16134908196946,7.21277916399716e-10,1.74068240822033e-06,3.2534449095942e-06,"C vs. W","W"
"LOC111125182",121.664126330842,-24.2153298021847,3.29791210669675,-7.53916858753557,4.72977190743004e-14,2.12792438115277e-10,6.0756370641071e-10,"C vs. W","C"
"LOC111123894",13202.1541109367,-3.66223752860658,1.01467156314731,-4.63028063425514,3.65170470791902e-06,0.00273816991348794,0.0033890814606786,"C vs. W","C"
"LOC111125904",570.60583942251,-1.03522156584411,0.725677603654968,-3.92204158246648,8.78018343612831e-05,0.0300120722504909,0.117800998105895,"C vs. W","C"
"LOC111124393",171.414654579856,-2.69363250021588,2.03230180625479,-3.87690148251922,0.000105795170478202,0.0332953194901295,0.0868617095541927,"C vs. W","C"
"LOC111123027",684.21003442113,-5.22562913910355,1.31538109835078,-4.98724858896964,6.12452403062289e-07,0.000567293044989431,0.000812882476727179,"C vs. W","C"
"LOC111129529",35.7963172407042,2.15196289210782,1.22398972304144,3.98599577739272,6.71977067270031e-05,0.0261266342957223,0.0412108734703929,"C vs. W","W"
"LOC111128606",60.2352127878961,2.4734969583448,2.60828177908076,3.74556467463099,0.00017998846910981,0.0492902335450021,0.130483516590165,"C vs. W","W"
"LOC111130636",570.30270107208,1.30231536824094,0.886150525264146,3.90225179965023,9.53019411503139e-05,0.0312640003400712,0.0927462440567079,"C vs. W","W"
"LOC111131698",41.6053631869037,1.63875382037831,0.761373210726426,4.16204957967445,3.15403846214245e-05,0.0152646685093897,0.0298525434000287,"C vs. W","W"
"LOC111132805",194.686416355432,-1.83307699907582,0.591991494968664,-4.45626084587021,8.34015447283491e-06,0.00558843584708489,0.0115745636199129,"C vs. W","C"
"LOC111137424",7860.19951422715,5.025294745445,2.09034866820428,4.41791319329045,9.96584282955034e-06,0.0065386310048131,0.0129543300504951,"C vs. W","W"
"LOC111138484",56.6240036403249,1.85557919522848,0.559786784536236,4.52361288148467,6.07928726122494e-06,0.00425455541595016,0.00768813955866368,"C vs. W","W"
"LOC111135264",51.448132831132,2.05387816612885,1.48543705149521,3.83391578795596,0.000126119334184368,0.0374705301081915,0.0808178592656241,"C vs. W","W"
